Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce ipekakuana na pierwszym moim koncercie a może mi tylko śni się siedziała w trzecim rzędzie pani w niebieskim liście i Miała oczy wklęsłe takie ogromnie dalekie i długie błękitne rzęsy
Confidence: 0.9300095438957214
Word: Bruno, start_time: 0.0, end_time: 0.6000000000000001
Word: dzisiaj, start_time: 47.4, end_time: 47.8
Word: i, start_time: 47.8, end_time: 48.0
Word: była, start_time: 48.0, end_time: 48.8
Word: w, start_time: 48.8, end_time: 48.9
Word: trzecim, start_time: 48.9, end_time: 49.3
Word: rzędzie, start_time: 49.3, end_time: 49.5
Word: pani, start_time: 49.5, end_time: 50.2
Word: w, start_time: 50.2, end_time: 50.3
Word: niebieskim, start_time: 50.3, end_time: 50.8
Word: lisie, start_time: 50.8, end_time: 51.3
Word: plus, start_time: 51.3, end_time: 52.3
Word: Kalimero, start_time: 52.3, end_time: 52.7
Word: w, start_time: 52.7, end_time: 52.8
Word: ręce, start_time: 52.8, end_time: 53.4
Word: rozeszli, start_time: 53.4, end_time: 54.7
Word: się, start_time: 54.7, end_time: 54.8
Word: wolno, start_time: 54.8, end_time: 55.3
Word: pod, start_time: 55.3, end_time: 55.5
Word: domem, start_time: 55.5, end_time: 55.9
Word: została, start_time: 55.9, end_time: 56.6
Word: kremowa, start_time: 56.6, end_time: 57.1
Word: nudę, start_time: 57.1, end_time: 57.4
Word: jak, start_time: 57.4, end_time: 58.1
Word: duża, start_time: 58.1, end_time: 58.6
Word: Śliska, start_time: 58.6, end_time: 59.2
Word: sarkom, start_time: 59.2, end_time: 59.7
Word: a, start_time: 59.7, end_time: 59.8
Word: potem, start_time: 59.8, end_time: 61.0
Word: księżyc, start_time: 61.0, end_time: 61.5
Word: stłukłem, start_time: 61.5, end_time: 62.0
Word: Iga, start_time: 62.0, end_time: 62.8
Word: że, start_time: 62.8, end_time: 63.0
Word: chciałem, start_time: 63.0, end_time: 63.3
Word: we, start_time: 63.3, end_time: 63.5
Word: frankach, start_time: 63.5, end_time: 64.0
Word: i, start_time: 64.0, end_time: 64.2
Word: noc, start_time: 64.2, end_time: 65.1
Word: miała, start_time: 65.1, end_time: 65.4
Word: piersi, start_time: 65.4, end_time: 65.8
Word: wypukły, start_time: 65.8, end_time: 66.4
Word: jak, start_time: 66.4, end_time: 66.4
Word: pierwsza, start_time: 66.4, end_time: 67.1
Word: moja, start_time: 67.1, end_time: 67.3
Word: kochanka, start_time: 67.3, end_time: 67.9
Transcript:  wieczór byłem maleńki płakałem w kąciku do rana o smutnej niebieskiej pani z oczami jak ipekakuana
Confidence: 0.9318274855613708
Word: wieczór, start_time: 69.3, end_time: 70.0
Word: byłem, start_time: 70.0, end_time: 71.0
Word: maleńki, start_time: 71.0, end_time: 71.6
Word: płakałem, start_time: 71.6, end_time: 72.6
Word: w, start_time: 72.6, end_time: 72.7
Word: kąciku, start_time: 72.7, end_time: 73.2
Word: do, start_time: 73.2, end_time: 73.3
Word: rana, start_time: 73.3, end_time: 73.6
Word: o, start_time: 73.6, end_time: 73.7
Word: smutnej, start_time: 73.7, end_time: 74.8
Word: niebieskiej, start_time: 74.8, end_time: 75.4
Word: pani, start_time: 75.4, end_time: 75.8
Word: z, start_time: 75.8, end_time: 76.0
Word: oczami, start_time: 76.0, end_time: 76.8
Word: jak, start_time: 76.8, end_time: 77.1
Word: ipekakuana, start_time: 77.1, end_time: 78.6
