Waiting for operation to complete...
Transcript: Jakob Wilhelm Grimm Pastuszek tłumaczenie Bolesław londyński był Raz pastuszek który wsławił się na całą okolicę przez mądre odpowiedzi Jakie dawał naczyń one sobie zapytania król tamtejszy dowiedziawszy się o tym nie chciał wierzyć i kazał zapisywać marca do siebie i rzeczy do nich Jeżeli mi teraz nie odpowiesz na 3 pytania jakie ci zadam to będę cię traktował jak rodzonego syna i będziesz mieszkał w moim pałacu jakieś to są pytania Jaką chłopiec a króla To pierwsze jest takie ile kropli wody jest w morzach całego świata Miłościwy panie odrzekł Pastuszek Cash poza tykać wszystkie rzeki na ziemi a żeby ani jedna kropla wody nie wpadła z nich do morza za nich to nie zliczę A wtedy powiem ci ile jest kropel w morzu król rzeczy znowu drugie pytanie brzmi ile jest gwiazd na niebie NATO od paru chłopiec Niech mi dadzą
Confidence: 0.8822792172431946
Word: Jakob, start_time: 0.0, end_time: 0.9
Word: układano, start_time: 62.1, end_time: 62.5
Word: nastawił, start_time: 62.5, end_time: 63.4
Word: piórem, start_time: 63.4, end_time: 63.9
Word: na, start_time: 63.9, end_time: 64.0
Word: nim, start_time: 64.0, end_time: 64.1
Word: tyle, start_time: 64.1, end_time: 64.4
Word: kropek, start_time: 64.4, end_time: 64.9
Word: że, start_time: 64.9, end_time: 65.3
Word: ledwie, start_time: 65.3, end_time: 65.6
Word: nie, start_time: 65.6, end_time: 65.7
Word: można, start_time: 65.7, end_time: 65.9
Word: było, start_time: 65.9, end_time: 66.1
Word: dostrzec, start_time: 66.1, end_time: 66.6
Word: a, start_time: 66.6, end_time: 66.9
Word: tym, start_time: 66.9, end_time: 67.2
Word: bardziej, start_time: 67.2, end_time: 67.4
Word: zliczyć, start_time: 67.4, end_time: 68.0
Word: bo, start_time: 68.0, end_time: 68.3
Word: aż, start_time: 68.3, end_time: 68.5
Word: oczy, start_time: 68.5, end_time: 68.9
Word: bolały, start_time: 68.9, end_time: 69.2
Word: gdy, start_time: 69.2, end_time: 69.8
Word: się, start_time: 69.8, end_time: 69.9
Word: patrzył, start_time: 69.9, end_time: 70.2
Word: ona, start_time: 70.2, end_time: 70.4
Word: nie, start_time: 70.4, end_time: 70.6
Word: potem, start_time: 70.6, end_time: 71.6
Word: że, start_time: 71.6, end_time: 71.7
Word: tyle, start_time: 71.7, end_time: 72.6
Word: jest, start_time: 72.6, end_time: 72.8
Word: gwiazd, start_time: 72.8, end_time: 72.9
Word: na, start_time: 72.9, end_time: 73.2
Word: niebie, start_time: 73.2, end_time: 73.4
Word: ile, start_time: 73.4, end_time: 74.1
Word: kropel, start_time: 74.1, end_time: 74.7
Word: na, start_time: 74.7, end_time: 74.8
Word: tym, start_time: 74.8, end_time: 75.0
Word: papierze, start_time: 75.0, end_time: 75.5
Word: policz, start_time: 75.5, end_time: 76.2
Word: je, start_time: 76.2, end_time: 76.4
Word: sobie, start_time: 76.4, end_time: 76.7
Word: ale, start_time: 76.7, end_time: 77.6
Word: nikt, start_time: 77.6, end_time: 77.9
Word: zliczyć, start_time: 77.9, end_time: 78.5
Word: ich, start_time: 78.5, end_time: 78.6
Word: nie, start_time: 78.6, end_time: 78.8
Word: zdołał, start_time: 78.8, end_time: 79.2
Word: król, start_time: 79.2, end_time: 80.3
Word: znowu, start_time: 80.3, end_time: 80.7
Word: się, start_time: 80.7, end_time: 80.8
Word: odzywał, start_time: 80.8, end_time: 81.3
Word: Trzecie, start_time: 81.3, end_time: 82.1
Word: pytanie, start_time: 82.1, end_time: 82.4
Word: brzmi, start_time: 82.4, end_time: 82.7
Word: ile, start_time: 82.7, end_time: 82.8
Word: sekund, start_time: 82.8, end_time: 84.0
Word: ma, start_time: 84.0, end_time: 84.1
Word: wieczność, start_time: 84.1, end_time: 84.8
Word: na, start_time: 84.8, end_time: 85.8
Word: to, start_time: 85.8, end_time: 85.9
Word: Pastuszek, start_time: 85.9, end_time: 86.4
Word: podparł, start_time: 86.4, end_time: 86.9
Word: jest, start_time: 86.9, end_time: 87.6
Word: na, start_time: 87.6, end_time: 87.8
Word: świecie, start_time: 87.8, end_time: 88.0
Word: pewna, start_time: 88.0, end_time: 88.4
Word: góra, start_time: 88.4, end_time: 88.8
Word: która, start_time: 88.8, end_time: 89.5
Word: ma, start_time: 89.5, end_time: 89.6
Word: godzinę, start_time: 89.6, end_time: 90.1
Word: wzwyż, start_time: 90.1, end_time: 90.5
Word: godzinę, start_time: 90.5, end_time: 91.4
Word: wszerz, start_time: 91.4, end_time: 91.7
Word: i, start_time: 91.7, end_time: 91.9
Word: godzinę, start_time: 91.9, end_time: 92.5
Word: w, start_time: 92.5, end_time: 92.6
Word: głąb, start_time: 92.6, end_time: 93.0
Word: i, start_time: 93.0, end_time: 93.2
Word: o, start_time: 93.2, end_time: 93.7
Word: to, start_time: 93.7, end_time: 94.0
Word: co, start_time: 94.0, end_time: 94.2
Word: 100, start_time: 94.2, end_time: 94.5
Word: lat, start_time: 94.5, end_time: 94.6
Word: zjawia, start_time: 94.6, end_time: 95.6
Word: się, start_time: 95.6, end_time: 95.6
Word: przedłuża, start_time: 95.6, end_time: 96.2
Word: ptaszek, start_time: 96.2, end_time: 96.7
Word: i, start_time: 96.7, end_time: 96.8
Word: ostrzę, start_time: 96.8, end_time: 97.7
Word: sobie, start_time: 97.7, end_time: 97.7
Word: na, start_time: 97.7, end_time: 98.0
Word: niej, start_time: 98.0, end_time: 98.1
Word: dziubek, start_time: 98.1, end_time: 98.5
Word: A, start_time: 98.5, end_time: 98.7
Word: gdy, start_time: 98.7, end_time: 99.3
Word: już, start_time: 99.3, end_time: 99.4
Word: wyostrzyć, start_time: 99.4, end_time: 100.1
Word: Black, start_time: 100.1, end_time: 100.3
Word: wtedy, start_time: 100.3, end_time: 100.9
Word: upływa, start_time: 100.9, end_time: 101.4
Word: pierwsza, start_time: 101.4, end_time: 101.9
Word: sekunda, start_time: 101.9, end_time: 102.2
Word: wieczność, start_time: 102.2, end_time: 103.0
Word: i, start_time: 103.0, end_time: 103.1
Word: rzekł, start_time: 103.1, end_time: 104.2
Word: król, start_time: 104.2, end_time: 104.6
Word: rozwiązałeś, start_time: 104.6, end_time: 106.0
Word: wszystkie, start_time: 106.0, end_time: 106.5
Word: trzy, start_time: 106.5, end_time: 106.7
Word: pytania, start_time: 106.7, end_time: 107.1
Word: jak, start_time: 107.1, end_time: 107.5
Word: mi, start_time: 107.5, end_time: 107.7
Word: będziesz, start_time: 107.7, end_time: 109.2
Word: więc, start_time: 109.2, end_time: 109.5
Word: odtąd, start_time: 109.5, end_time: 109.9
Word: mieszkał, start_time: 109.9, end_time: 110.5
Word: w, start_time: 110.5, end_time: 110.6
Word: moim, start_time: 110.6, end_time: 110.8
Word: pałacu, start_time: 110.8, end_time: 111.0
Word: a, start_time: 111.0, end_time: 111.4
Word: ja, start_time: 111.4, end_time: 111.9
Word: opiekować, start_time: 111.9, end_time: 112.5
Word: się, start_time: 112.5, end_time: 112.7
Word: tobą, start_time: 112.7, end_time: 112.8
Word: będę, start_time: 112.8, end_time: 113.4
Word: jak, start_time: 113.4, end_time: 114.0
Word: rozumiem, start_time: 114.0, end_time: 114.5
Word: dzieckiem, start_time: 114.5, end_time: 115.0
Word: czytał, start_time: 115.0, end_time: 116.1
Word: Wiktor, start_time: 116.1, end_time: 116.7
Word: Korzeniewski, start_time: 116.7, end_time: 116.9
