Waiting for operation to complete...
Transcript: Artur Oppman historia Stefanka co nie chciał jeść obiadu nikt z teściem grymaśnik jem nie mógł przyjść do ładu Jadł by chętnie Konfiturki nie chciał jeść obiadu gdy mu dadzą smaczną zupkę lub kawałek mięsa ani łyżki nie wypije nie zje ani kęsa Biedna mama widząc nieraz jego kwaśną minkę pyta wciąż ty chory i jedna odrobinkę zjemy razem dobrze Synku ja przy tobie ścienne ale Stefcio krzyczeć chce jeść nie będę kara w końcu go spotkała bo od co się dzieje pan Stefanek gry maśnicki w oczach mizernie je dzień nic nie jadłem Nie jadłem drugi osłabł tak na trzeci że zaledwie kroki stawia jak maleńkie dzieci
Confidence: 0.9653321504592896
Word: Artur, start_time: 0.0, end_time: 1.5
Word: kęsa, start_time: 22.5, end_time: 23.0
Word: Biedna, start_time: 23.0, end_time: 24.0
Word: mama, start_time: 24.0, end_time: 24.3
Word: widząc, start_time: 24.3, end_time: 24.5
Word: nieraz, start_time: 24.5, end_time: 25.2
Word: jego, start_time: 25.2, end_time: 25.4
Word: kwaśną, start_time: 25.4, end_time: 25.9
Word: minkę, start_time: 25.9, end_time: 26.4
Word: pyta, start_time: 26.4, end_time: 27.2
Word: wciąż, start_time: 27.2, end_time: 28.3
Word: ty, start_time: 28.3, end_time: 29.4
Word: chory, start_time: 29.4, end_time: 29.8
Word: i, start_time: 29.8, end_time: 30.1
Word: jedna, start_time: 30.1, end_time: 31.1
Word: odrobinkę, start_time: 31.1, end_time: 31.9
Word: zjemy, start_time: 31.9, end_time: 33.1
Word: razem, start_time: 33.1, end_time: 33.2
Word: dobrze, start_time: 33.2, end_time: 34.4
Word: Synku, start_time: 34.4, end_time: 35.1
Word: ja, start_time: 35.1, end_time: 36.3
Word: przy, start_time: 36.3, end_time: 36.7
Word: tobie, start_time: 36.7, end_time: 36.8
Word: ścienne, start_time: 36.8, end_time: 37.4
Word: ale, start_time: 37.4, end_time: 38.0
Word: Stefcio, start_time: 38.0, end_time: 38.5
Word: krzyczeć, start_time: 38.5, end_time: 38.9
Word: chce, start_time: 38.9, end_time: 40.3
Word: jeść, start_time: 40.3, end_time: 42.3
Word: nie, start_time: 42.3, end_time: 42.6
Word: będę, start_time: 42.6, end_time: 43.2
Word: kara, start_time: 43.2, end_time: 44.3
Word: w, start_time: 44.3, end_time: 44.4
Word: końcu, start_time: 44.4, end_time: 44.9
Word: go, start_time: 44.9, end_time: 45.0
Word: spotkała, start_time: 45.0, end_time: 45.7
Word: bo, start_time: 45.7, end_time: 46.3
Word: od, start_time: 46.3, end_time: 46.4
Word: co, start_time: 46.4, end_time: 46.7
Word: się, start_time: 46.7, end_time: 46.8
Word: dzieje, start_time: 46.8, end_time: 47.1
Word: pan, start_time: 47.1, end_time: 48.1
Word: Stefanek, start_time: 48.1, end_time: 48.7
Word: gry, start_time: 48.7, end_time: 49.0
Word: maśnicki, start_time: 49.0, end_time: 49.6
Word: w, start_time: 49.6, end_time: 49.7
Word: oczach, start_time: 49.7, end_time: 50.5
Word: mizernie, start_time: 50.5, end_time: 51.0
Word: je, start_time: 51.0, end_time: 51.2
Word: dzień, start_time: 51.2, end_time: 52.1
Word: nic, start_time: 52.1, end_time: 52.4
Word: nie, start_time: 52.4, end_time: 52.5
Word: jadłem, start_time: 52.5, end_time: 52.7
Word: Nie, start_time: 52.7, end_time: 53.2
Word: jadłem, start_time: 53.2, end_time: 53.2
Word: drugi, start_time: 53.2, end_time: 53.9
Word: osłabł, start_time: 53.9, end_time: 54.8
Word: tak, start_time: 54.8, end_time: 55.1
Word: na, start_time: 55.1, end_time: 55.3
Word: trzeci, start_time: 55.3, end_time: 55.7
Word: że, start_time: 55.7, end_time: 56.1
Word: zaledwie, start_time: 56.1, end_time: 56.6
Word: kroki, start_time: 56.6, end_time: 57.3
Word: stawia, start_time: 57.3, end_time: 57.8
Word: jak, start_time: 57.8, end_time: 58.2
Word: maleńkie, start_time: 58.2, end_time: 58.8
Word: dzieci, start_time: 58.8, end_time: 59.4
Transcript: i nadziwić się nie mogą znajomy chłopczyki bo ma nogi pan grymaśnik cienkie jak patyki na Dzień 4 gdy z fotela Ruszyć się nie może poczuł Stefcio lamentować odpowiedzi obrzydliwe łykać trzeba było to też teraz pan Stefanek zajada aż miło
Confidence: 0.9136033654212952
Word: i, start_time: 59.9, end_time: 60.0
Word: nadziwić, start_time: 60.0, end_time: 60.5
Word: się, start_time: 60.5, end_time: 60.8
Word: nie, start_time: 60.8, end_time: 61.0
Word: mogą, start_time: 61.0, end_time: 61.2
Word: znajomy, start_time: 61.2, end_time: 62.1
Word: chłopczyki, start_time: 62.1, end_time: 62.8
Word: bo, start_time: 62.8, end_time: 63.5
Word: ma, start_time: 63.5, end_time: 63.7
Word: nogi, start_time: 63.7, end_time: 64.1
Word: pan, start_time: 64.1, end_time: 64.3
Word: grymaśnik, start_time: 64.3, end_time: 65.1
Word: cienkie, start_time: 65.1, end_time: 65.7
Word: jak, start_time: 65.7, end_time: 65.9
Word: patyki, start_time: 65.9, end_time: 66.5
Word: na, start_time: 66.5, end_time: 67.1
Word: Dzień, start_time: 67.1, end_time: 67.4
Word: 4, start_time: 67.4, end_time: 68.1
Word: gdy, start_time: 68.1, end_time: 68.3
Word: z, start_time: 68.3, end_time: 68.4
Word: fotela, start_time: 68.4, end_time: 68.9
Word: Ruszyć, start_time: 68.9, end_time: 69.4
Word: się, start_time: 69.4, end_time: 69.5
Word: nie, start_time: 69.5, end_time: 69.7
Word: może, start_time: 69.7, end_time: 70.1
Word: poczuł, start_time: 70.1, end_time: 70.8
Word: Stefcio, start_time: 70.8, end_time: 71.3
Word: lamentować, start_time: 71.3, end_time: 72.0
Word: odpowiedzi, start_time: 72.0, end_time: 76.0
Word: obrzydliwe, start_time: 76.0, end_time: 82.7
Word: łykać, start_time: 82.7, end_time: 83.4
Word: trzeba, start_time: 83.4, end_time: 83.9
Word: było, start_time: 83.9, end_time: 84.2
Word: to, start_time: 84.2, end_time: 85.8
Word: też, start_time: 85.8, end_time: 86.1
Word: teraz, start_time: 86.1, end_time: 86.4
Word: pan, start_time: 86.4, end_time: 87.1
Word: Stefanek, start_time: 87.1, end_time: 88.0
Word: zajada, start_time: 88.0, end_time: 88.9
Word: aż, start_time: 88.9, end_time: 89.2
Word: miło, start_time: 89.2, end_time: 89.8
