Waiting for operation to complete...
Transcript: pieśń o stronach któż za młodości Płochy flat nie lubił gry w bakarata gdy ostatniego wezmą Blata ponuro się przedstawiasz świat właśnie pociągnąć passe masz A to pytają gdzie pieniądze tak smutnie po ulicach błądzę gdy wtem znajomą Widzę twarz przyjacielu powiadam mu potrzebuję gwałtem koron stół jak tylko trochę odegram się z wiecznością oddam je cynicznie tylko roześmiał się popatrzył na mnie jak na bzika bocznej ulicy szybko znika i gdzieś się teraz pójdę gdzie za chwilę Saves pierwszy zmrok drobnych kieszeni ani troszkę mniejsza z tym wołam dorożkę na Kazimierz każe pędzić w SKOK panie Geyer mówię bez tchu potrzebuję gwałtem stół
Confidence: 0.8356689810752869
Word: pieśń, start_time: 0.0, end_time: 0.8
Word: ukochana, start_time: 85.4, end_time: 87.0
Word: przebiegłem, start_time: 87.0, end_time: 87.8
Word: to, start_time: 87.8, end_time: 87.9
Word: potrzebuję, start_time: 87.9, end_time: 89.0
Word: gwałtem, start_time: 89.0, end_time: 89.4
Word: gorąc, start_time: 89.4, end_time: 90.0
Word: to, start_time: 90.0, end_time: 90.2
Word: jak, start_time: 90.2, end_time: 91.0
Word: tylko, start_time: 91.0, end_time: 91.2
Word: trochę, start_time: 91.2, end_time: 91.5
Word: odegram, start_time: 91.5, end_time: 92.3
Word: się, start_time: 92.3, end_time: 92.4
Word: z, start_time: 92.4, end_time: 92.6
Word: wdzięcznością, start_time: 92.6, end_time: 93.8
Word: oddam, start_time: 93.8, end_time: 94.6
Word: je, start_time: 94.6, end_time: 94.8
Word: najdroższy, start_time: 94.8, end_time: 96.8
Word: w, start_time: 96.8, end_time: 96.9
Word: tobie, start_time: 96.9, end_time: 97.3
Word: szczęście, start_time: 97.3, end_time: 97.9
Word: me, start_time: 97.9, end_time: 98.1
Word: powiada, start_time: 98.1, end_time: 99.1
Word: słodka, start_time: 99.1, end_time: 99.6
Word: ta, start_time: 99.6, end_time: 99.8
Word: istota, start_time: 99.8, end_time: 100.1
Word: Chciałabym, start_time: 100.1, end_time: 101.2
Word: mieć, start_time: 101.2, end_time: 101.4
Word: kopalnie, start_time: 101.4, end_time: 102.1
Word: złota, start_time: 102.1, end_time: 102.2
Word: Każde, start_time: 102.2, end_time: 103.3
Word: życzenie, start_time: 103.3, end_time: 103.5
Word: spełnić, start_time: 103.5, end_time: 104.3
Word: twe, start_time: 104.3, end_time: 104.6
Word: lecz, start_time: 104.6, end_time: 105.5
Word: gorąc, start_time: 105.5, end_time: 105.9
Word: to, start_time: 105.9, end_time: 106.2
Word: w, start_time: 106.2, end_time: 106.4
Word: tak, start_time: 106.4, end_time: 106.8
Word: krótki, start_time: 106.8, end_time: 107.4
Word: czas, start_time: 107.4, end_time: 107.6
Word: próżno, start_time: 107.6, end_time: 108.9
Word: się, start_time: 108.9, end_time: 109.0
Word: biedna, start_time: 109.0, end_time: 109.7
Word: Myślę, start_time: 109.7, end_time: 110.7
Word: że, start_time: 110.7, end_time: 111.0
Word: ach, start_time: 111.0, end_time: 111.9
Word: wiem, start_time: 111.9, end_time: 112.3
Word: Już, start_time: 112.3, end_time: 112.5
Word: wiem, start_time: 112.5, end_time: 112.7
Word: Poproszę, start_time: 112.7, end_time: 113.5
Word: męża, start_time: 113.5, end_time: 114.1
Word: właśnie, start_time: 114.1, end_time: 114.8
Word: pieniądze, start_time: 114.8, end_time: 115.6
Word: ma, start_time: 115.6, end_time: 115.9
Word: jak, start_time: 115.9, end_time: 116.3
Word: raz, start_time: 116.3, end_time: 116.5
Word: drugi, start_time: 116.5, end_time: 118.0
Word: mężu, start_time: 118.0, end_time: 118.5
Word: pogadamy, start_time: 118.5, end_time: 119.2
Transcript: zaraz koron stół przyszedł rachunek za suknię 2 więc coś a konto dać chcę takie głosy słyszę przez drzwi na raz zmieszany mąż wypada obie ręce szeroko rozkłada i na szyję rzuca się mi opowiada tak ściskając mnie przyjacielu wiesz jak cię lubię zgrałem się wczoraj do nitki w klubie A co nie boję przyznać się wybaw mnie z sytuacji tej i korą 100 pożyczyć gdzie i jak tylko trochę odegram się z wiecznością oddam je patrzę na niego błędne wpół to jakiś istne Dom wariatów i potykając się wśród gratów szybko po schodach z Biegam w dół rozpacz mnie ogarnia już noc już zapada czas ucieka niezapłacony fiakier czeka oszustkę wypadł z piskiem stróż przyjacielu Opowiadam mu idę właśnie szukać koron stół
Confidence: 0.8112630844116211
Word: zaraz, start_time: 119.9, end_time: 120.5
Word: koron, start_time: 120.5, end_time: 120.9
Word: stół, start_time: 120.9, end_time: 121.2
Word: przyszedł, start_time: 121.2, end_time: 121.9
Word: rachunek, start_time: 121.9, end_time: 122.1
Word: za, start_time: 122.1, end_time: 122.5
Word: suknię, start_time: 122.5, end_time: 123.1
Word: 2, start_time: 123.1, end_time: 123.3
Word: więc, start_time: 123.3, end_time: 124.0
Word: coś, start_time: 124.0, end_time: 124.3
Word: a, start_time: 124.3, end_time: 124.5
Word: konto, start_time: 124.5, end_time: 125.2
Word: dać, start_time: 125.2, end_time: 125.5
Word: chcę, start_time: 125.5, end_time: 125.8
Word: takie, start_time: 125.8, end_time: 127.5
Word: głosy, start_time: 127.5, end_time: 128.0
Word: słyszę, start_time: 128.0, end_time: 128.5
Word: przez, start_time: 128.5, end_time: 128.7
Word: drzwi, start_time: 128.7, end_time: 129.0
Word: na, start_time: 129.0, end_time: 129.7
Word: raz, start_time: 129.7, end_time: 129.8
Word: zmieszany, start_time: 129.8, end_time: 130.8
Word: mąż, start_time: 130.8, end_time: 131.2
Word: wypada, start_time: 131.2, end_time: 131.9
Word: obie, start_time: 131.9, end_time: 132.7
Word: ręce, start_time: 132.7, end_time: 133.0
Word: szeroko, start_time: 133.0, end_time: 133.3
Word: rozkłada, start_time: 133.3, end_time: 134.1
Word: i, start_time: 134.1, end_time: 134.2
Word: na, start_time: 134.2, end_time: 134.6
Word: szyję, start_time: 134.6, end_time: 135.1
Word: rzuca, start_time: 135.1, end_time: 135.6
Word: się, start_time: 135.6, end_time: 135.8
Word: mi, start_time: 135.8, end_time: 135.9
Word: opowiada, start_time: 135.9, end_time: 136.9
Word: tak, start_time: 136.9, end_time: 137.1
Word: ściskając, start_time: 137.1, end_time: 138.0
Word: mnie, start_time: 138.0, end_time: 138.2
Word: przyjacielu, start_time: 138.2, end_time: 139.5
Word: wiesz, start_time: 139.5, end_time: 139.8
Word: jak, start_time: 139.8, end_time: 140.4
Word: cię, start_time: 140.4, end_time: 140.6
Word: lubię, start_time: 140.6, end_time: 140.7
Word: zgrałem, start_time: 140.7, end_time: 142.0
Word: się, start_time: 142.0, end_time: 142.2
Word: wczoraj, start_time: 142.2, end_time: 142.6
Word: do, start_time: 142.6, end_time: 142.8
Word: nitki, start_time: 142.8, end_time: 143.1
Word: w, start_time: 143.1, end_time: 143.2
Word: klubie, start_time: 143.2, end_time: 143.6
Word: A, start_time: 143.6, end_time: 143.7
Word: co, start_time: 143.7, end_time: 144.3
Word: nie, start_time: 144.3, end_time: 144.6
Word: boję, start_time: 144.6, end_time: 145.0
Word: przyznać, start_time: 145.0, end_time: 145.3
Word: się, start_time: 145.3, end_time: 145.9
Word: wybaw, start_time: 145.9, end_time: 146.8
Word: mnie, start_time: 146.8, end_time: 147.0
Word: z, start_time: 147.0, end_time: 147.3
Word: sytuacji, start_time: 147.3, end_time: 148.1
Word: tej, start_time: 148.1, end_time: 148.3
Word: i, start_time: 148.3, end_time: 148.4
Word: korą, start_time: 148.4, end_time: 149.0
Word: 100, start_time: 149.0, end_time: 149.4
Word: pożyczyć, start_time: 149.4, end_time: 150.1
Word: gdzie, start_time: 150.1, end_time: 150.4
Word: i, start_time: 150.4, end_time: 150.5
Word: jak, start_time: 150.5, end_time: 151.1
Word: tylko, start_time: 151.1, end_time: 151.2
Word: trochę, start_time: 151.2, end_time: 151.5
Word: odegram, start_time: 151.5, end_time: 152.3
Word: się, start_time: 152.3, end_time: 152.5
Word: z, start_time: 152.5, end_time: 152.7
Word: wiecznością, start_time: 152.7, end_time: 153.4
Word: oddam, start_time: 153.4, end_time: 154.4
Word: je, start_time: 154.4, end_time: 154.6
Word: patrzę, start_time: 154.6, end_time: 155.6
Word: na, start_time: 155.6, end_time: 155.7
Word: niego, start_time: 155.7, end_time: 155.9
Word: błędne, start_time: 155.9, end_time: 156.4
Word: wpół, start_time: 156.4, end_time: 157.0
Word: to, start_time: 157.0, end_time: 157.8
Word: jakiś, start_time: 157.8, end_time: 158.0
Word: istne, start_time: 158.0, end_time: 158.5
Word: Dom, start_time: 158.5, end_time: 159.0
Word: wariatów, start_time: 159.0, end_time: 159.5
Word: i, start_time: 159.5, end_time: 159.8
Word: potykając, start_time: 159.8, end_time: 160.8
Word: się, start_time: 160.8, end_time: 160.9
Word: wśród, start_time: 160.9, end_time: 161.4
Word: gratów, start_time: 161.4, end_time: 162.0
Word: szybko, start_time: 162.0, end_time: 162.9
Word: po, start_time: 162.9, end_time: 163.0
Word: schodach, start_time: 163.0, end_time: 163.4
Word: z, start_time: 163.4, end_time: 163.7
Word: Biegam, start_time: 163.7, end_time: 164.2
Word: w, start_time: 164.2, end_time: 164.3
Word: dół, start_time: 164.3, end_time: 164.5
Word: rozpacz, start_time: 164.5, end_time: 166.6
Word: mnie, start_time: 166.6, end_time: 166.9
Word: ogarnia, start_time: 166.9, end_time: 167.4
Word: już, start_time: 167.4, end_time: 167.7
Word: noc, start_time: 167.7, end_time: 168.2
Word: już, start_time: 168.2, end_time: 168.4
Word: zapada, start_time: 168.4, end_time: 168.9
Word: czas, start_time: 168.9, end_time: 169.4
Word: ucieka, start_time: 169.4, end_time: 170.0
Word: niezapłacony, start_time: 170.0, end_time: 171.3
Word: fiakier, start_time: 171.3, end_time: 171.8
Word: czeka, start_time: 171.8, end_time: 172.4
Word: oszustkę, start_time: 172.4, end_time: 173.5
Word: wypadł, start_time: 173.5, end_time: 174.0
Word: z, start_time: 174.0, end_time: 174.2
Word: piskiem, start_time: 174.2, end_time: 174.6
Word: stróż, start_time: 174.6, end_time: 175.0
Word: przyjacielu, start_time: 175.0, end_time: 176.7
Word: Opowiadam, start_time: 176.7, end_time: 177.4
Word: mu, start_time: 177.4, end_time: 177.6
Word: idę, start_time: 177.6, end_time: 178.2
Word: właśnie, start_time: 178.2, end_time: 178.4
Word: szukać, start_time: 178.4, end_time: 178.9
Word: koron, start_time: 178.9, end_time: 179.3
Word: stół, start_time: 179.3, end_time: 179.6
Transcript: Jak tylko znajdę pieniądze Te dam ci szóstki aż 2 jak robi robiąc Pański gest W krąg Objechałem całe miasto dawałem procent 200 zawsze mi mówią zastaw jest moje państwo przyszedłem tu potrzebuję mafia Krakowa jak tylko trochę odegram się z wdzięcznością oddam je
Confidence: 0.9330297708511353
Word: Jak, start_time: 179.9, end_time: 180.1
Word: tylko, start_time: 180.1, end_time: 180.3
Word: znajdę, start_time: 180.3, end_time: 180.5
Word: pieniądze, start_time: 180.5, end_time: 181.4
Word: Te, start_time: 181.4, end_time: 181.5
Word: dam, start_time: 181.5, end_time: 182.1
Word: ci, start_time: 182.1, end_time: 182.3
Word: szóstki, start_time: 182.3, end_time: 182.8
Word: aż, start_time: 182.8, end_time: 183.2
Word: 2, start_time: 183.2, end_time: 183.5
Word: jak, start_time: 183.5, end_time: 184.2
Word: robi, start_time: 184.2, end_time: 184.5
Word: robiąc, start_time: 184.5, end_time: 185.0
Word: Pański, start_time: 185.0, end_time: 185.4
Word: gest, start_time: 185.4, end_time: 185.8
Word: W, start_time: 185.8, end_time: 185.9
Word: krąg, start_time: 185.9, end_time: 186.6
Word: Objechałem, start_time: 186.6, end_time: 187.4
Word: całe, start_time: 187.4, end_time: 187.8
Word: miasto, start_time: 187.8, end_time: 188.3
Word: dawałem, start_time: 188.3, end_time: 189.1
Word: procent, start_time: 189.1, end_time: 189.7
Word: 200, start_time: 189.7, end_time: 190.5
Word: zawsze, start_time: 190.5, end_time: 191.6
Word: mi, start_time: 191.6, end_time: 192.1
Word: mówią, start_time: 192.1, end_time: 192.4
Word: zastaw, start_time: 192.4, end_time: 193.5
Word: jest, start_time: 193.5, end_time: 193.9
Word: moje, start_time: 193.9, end_time: 195.0
Word: państwo, start_time: 195.0, end_time: 195.3
Word: przyszedłem, start_time: 195.3, end_time: 196.4
Word: tu, start_time: 196.4, end_time: 196.5
Word: potrzebuję, start_time: 196.5, end_time: 197.6
Word: mafia, start_time: 197.6, end_time: 197.9
Word: Krakowa, start_time: 197.9, end_time: 198.6
Word: jak, start_time: 198.6, end_time: 199.8
Word: tylko, start_time: 199.8, end_time: 200.1
Word: trochę, start_time: 200.1, end_time: 200.3
Word: odegram, start_time: 200.3, end_time: 201.4
Word: się, start_time: 201.4, end_time: 201.6
Word: z, start_time: 201.6, end_time: 201.8
Word: wdzięcznością, start_time: 201.8, end_time: 203.1
Word: oddam, start_time: 203.1, end_time: 204.1
Word: je, start_time: 204.1, end_time: 204.3
