Waiting for operation to complete...
Transcript: Anton Czechow Kameleon przez rynek idzie przodownik Policji oczumiełowa w Nowym płaszczu z zajączkiem w ręku zanim kroczy rudy posterunkowy niosąc sito po brzegi napełniane skonfiskowany z agrestem cicho naokoło na rynku ani żywej duszy rozwarte drzwi sklepów i szynką w spoglądają na świat Boże jak zgłodniałem paszczę nawet żebraków nie ma koło nich to ty będziesz kąsać przeklęty słyszy nagle oczumiełowa trzymaj się go teraz nie wolno Konstancin słychać skowycze Nie psa oczu Miechów ogląda się i widzisz że ze składu drzewa kupca pierogi na skacząc na trzech łapach i oglądając się pędzi pies za nim gonię człowiek w betonowej krochmalone koszuli i rozpiętej Kamizelce
Confidence: 0.9442469477653503
Word: Anton, start_time: 0.2, end_time: 0.9
Transcript: biegnie zanim pochyla się ku przodowi pada i łapie psa na tylne nogi znowu daje się słyszeć skowycze nie i okrzyk ze sklepów Wysuwają się zaspane fizjonomie i wkrótce koło składu drzewa jak wyrosły z podziemi zbiera się tłum coś jakby nieporządek wasza wielmożność mówi posterunkowy oczumiełowa robi pół obrotu w lewo i kieruje się w stronę to widzi że u samych wrót składu stoi wyżej wspomniany człowiek w rozpiętej Kamizelce i podniósł uszy do góry prawą rękę pokazuje tłumowi skrwawiony palec na jego wpół pijany twarzy Jakby kto wypisał już ja cię odrobię Salmo a sam palec wygląda jak sztandar Zwycięstwa w człowieku tym oczumiełowa poznaje jubilera kina w środku tłumu rozkroczny Przednie nogi i drżąc na całym ciele siedzi na ziemi Sprawdź skandalu biały mody Hard zaostrzono mordę i żółtą plamę na plecach jego
Confidence: 0.9585145115852356
Word: biegnie, start_time: 56.0, end_time: 56.7
Word: zanim, start_time: 56.7, end_time: 57.0
Word: pochyla, start_time: 57.0, end_time: 57.6
Word: się, start_time: 57.6, end_time: 57.8
Word: ku, start_time: 57.8, end_time: 57.9
Word: przodowi, start_time: 57.9, end_time: 58.1
Word: pada, start_time: 58.1, end_time: 58.8
Word: i, start_time: 58.8, end_time: 58.9
Word: łapie, start_time: 58.9, end_time: 59.4
Word: psa, start_time: 59.4, end_time: 59.6
Word: na, start_time: 59.6, end_time: 59.7
Word: tylne, start_time: 59.7, end_time: 59.8
Word: nogi, start_time: 59.8, end_time: 60.1
Word: znowu, start_time: 60.1, end_time: 61.4
Word: daje, start_time: 61.4, end_time: 61.5
Word: się, start_time: 61.5, end_time: 61.7
Word: słyszeć, start_time: 61.7, end_time: 61.9
Word: skowycze, start_time: 61.9, end_time: 62.4
Word: nie, start_time: 62.4, end_time: 62.6
Word: i, start_time: 62.6, end_time: 62.6
Word: okrzyk, start_time: 62.6, end_time: 63.1
Word: ze, start_time: 63.1, end_time: 64.8
Word: sklepów, start_time: 64.8, end_time: 65.1
Word: Wysuwają, start_time: 65.1, end_time: 65.8
Word: się, start_time: 65.8, end_time: 65.9
Word: zaspane, start_time: 65.9, end_time: 66.4
Word: fizjonomie, start_time: 66.4, end_time: 67.0
Word: i, start_time: 67.0, end_time: 67.1
Word: wkrótce, start_time: 67.1, end_time: 67.7
Word: koło, start_time: 67.7, end_time: 68.2
Word: składu, start_time: 68.2, end_time: 68.6
Word: drzewa, start_time: 68.6, end_time: 68.9
Word: jak, start_time: 68.9, end_time: 69.1
Word: wyrosły, start_time: 69.1, end_time: 69.6
Word: z, start_time: 69.6, end_time: 69.6
Word: podziemi, start_time: 69.6, end_time: 70.1
Word: zbiera, start_time: 70.1, end_time: 70.4
Word: się, start_time: 70.4, end_time: 70.6
Word: tłum, start_time: 70.6, end_time: 70.7
Word: coś, start_time: 70.7, end_time: 72.5
Word: jakby, start_time: 72.5, end_time: 73.0
Word: nieporządek, start_time: 73.0, end_time: 73.7
Word: wasza, start_time: 73.7, end_time: 74.0
Word: wielmożność, start_time: 74.0, end_time: 74.6
Word: mówi, start_time: 74.6, end_time: 75.4
Word: posterunkowy, start_time: 75.4, end_time: 76.1
Word: oczumiełowa, start_time: 76.1, end_time: 77.4
Word: robi, start_time: 77.4, end_time: 78.2
Word: pół, start_time: 78.2, end_time: 78.5
Word: obrotu, start_time: 78.5, end_time: 78.8
Word: w, start_time: 78.8, end_time: 79.1
Word: lewo, start_time: 79.1, end_time: 79.5
Word: i, start_time: 79.5, end_time: 79.7
Word: kieruje, start_time: 79.7, end_time: 80.2
Word: się, start_time: 80.2, end_time: 80.3
Word: w, start_time: 80.3, end_time: 80.3
Word: stronę, start_time: 80.3, end_time: 80.5
Word: to, start_time: 80.5, end_time: 80.8
Word: widzi, start_time: 80.8, end_time: 81.8
Word: że, start_time: 81.8, end_time: 82.1
Word: u, start_time: 82.1, end_time: 82.1
Word: samych, start_time: 82.1, end_time: 82.4
Word: wrót, start_time: 82.4, end_time: 82.7
Word: składu, start_time: 82.7, end_time: 83.2
Word: stoi, start_time: 83.2, end_time: 83.5
Word: wyżej, start_time: 83.5, end_time: 83.7
Word: wspomniany, start_time: 83.7, end_time: 84.3
Word: człowiek, start_time: 84.3, end_time: 84.7
Word: w, start_time: 84.7, end_time: 84.8
Word: rozpiętej, start_time: 84.8, end_time: 85.1
Word: Kamizelce, start_time: 85.1, end_time: 85.8
Word: i, start_time: 85.8, end_time: 86.0
Word: podniósł, start_time: 86.0, end_time: 86.7
Word: uszy, start_time: 86.7, end_time: 87.0
Word: do, start_time: 87.0, end_time: 87.1
Word: góry, start_time: 87.1, end_time: 87.2
Word: prawą, start_time: 87.2, end_time: 87.6
Word: rękę, start_time: 87.6, end_time: 88.0
Word: pokazuje, start_time: 88.0, end_time: 88.4
Word: tłumowi, start_time: 88.4, end_time: 88.9
Word: skrwawiony, start_time: 88.9, end_time: 89.6
Word: palec, start_time: 89.6, end_time: 89.9
Word: na, start_time: 89.9, end_time: 90.9
Word: jego, start_time: 90.9, end_time: 91.0
Word: wpół, start_time: 91.0, end_time: 91.3
Word: pijany, start_time: 91.3, end_time: 91.7
Word: twarzy, start_time: 91.7, end_time: 92.2
Word: Jakby, start_time: 92.2, end_time: 92.7
Word: kto, start_time: 92.7, end_time: 92.9
Word: wypisał, start_time: 92.9, end_time: 93.3
Word: już, start_time: 93.3, end_time: 94.0
Word: ja, start_time: 94.0, end_time: 94.2
Word: cię, start_time: 94.2, end_time: 94.3
Word: odrobię, start_time: 94.3, end_time: 95.0
Word: Salmo, start_time: 95.0, end_time: 95.4
Word: a, start_time: 95.4, end_time: 95.4
Word: sam, start_time: 95.4, end_time: 96.6
Word: palec, start_time: 96.6, end_time: 96.8
Word: wygląda, start_time: 96.8, end_time: 97.3
Word: jak, start_time: 97.3, end_time: 97.4
Word: sztandar, start_time: 97.4, end_time: 97.9
Word: Zwycięstwa, start_time: 97.9, end_time: 98.5
Word: w, start_time: 98.5, end_time: 98.6
Word: człowieku, start_time: 98.6, end_time: 100.1
Word: tym, start_time: 100.1, end_time: 100.3
Word: oczumiełowa, start_time: 100.3, end_time: 101.0
Word: poznaje, start_time: 101.0, end_time: 101.6
Word: jubilera, start_time: 101.6, end_time: 102.2
Word: kina, start_time: 102.2, end_time: 102.9
Word: w, start_time: 102.9, end_time: 103.0
Word: środku, start_time: 103.0, end_time: 104.7
Word: tłumu, start_time: 104.7, end_time: 105.0
Word: rozkroczny, start_time: 105.0, end_time: 105.9
Word: Przednie, start_time: 105.9, end_time: 106.6
Word: nogi, start_time: 106.6, end_time: 106.8
Word: i, start_time: 106.8, end_time: 106.9
Word: drżąc, start_time: 106.9, end_time: 107.5
Word: na, start_time: 107.5, end_time: 107.6
Word: całym, start_time: 107.6, end_time: 107.7
Word: ciele, start_time: 107.7, end_time: 108.0
Word: siedzi, start_time: 108.0, end_time: 108.7
Word: na, start_time: 108.7, end_time: 108.8
Word: ziemi, start_time: 108.8, end_time: 109.1
Word: Sprawdź, start_time: 109.1, end_time: 109.5
Word: skandalu, start_time: 109.5, end_time: 110.1
Word: biały, start_time: 110.1, end_time: 111.1
Word: mody, start_time: 111.1, end_time: 111.4
Word: Hard, start_time: 111.4, end_time: 111.8
Word: zaostrzono, start_time: 111.8, end_time: 112.9
Word: mordę, start_time: 112.9, end_time: 113.3
Word: i, start_time: 113.3, end_time: 113.5
Word: żółtą, start_time: 113.5, end_time: 114.1
Word: plamę, start_time: 114.1, end_time: 114.5
Word: na, start_time: 114.5, end_time: 114.5
Word: plecach, start_time: 114.5, end_time: 115.0
Word: jego, start_time: 115.0, end_time: 116.0
Transcript: zające się oczy wyrażają ból i przerażenie
Confidence: 0.9212411046028137
Word: zające, start_time: 116.0, end_time: 116.5
Word: się, start_time: 116.5, end_time: 116.6
Word: oczy, start_time: 116.6, end_time: 116.9
Word: wyrażają, start_time: 116.9, end_time: 117.4
Word: ból, start_time: 117.4, end_time: 117.7
Word: i, start_time: 117.7, end_time: 117.9
Word: przerażenie, start_time: 117.9, end_time: 118.8
Transcript:  Z jakiej przyczyny to wszystko zapisuje oczu miał odciskają się w tłum Co wy tu robicie po co ten palec kto krzyczał
Confidence: 0.9252820611000061
Word: Z, start_time: 120.5, end_time: 120.5
Word: jakiej, start_time: 120.5, end_time: 121.2
Word: przyczyny, start_time: 121.2, end_time: 121.2
Word: to, start_time: 121.2, end_time: 121.7
Word: wszystko, start_time: 121.7, end_time: 122.1
Word: zapisuje, start_time: 122.1, end_time: 123.3
Word: oczu, start_time: 123.3, end_time: 123.6
Word: miał, start_time: 123.6, end_time: 123.8
Word: odciskają, start_time: 123.8, end_time: 124.6
Word: się, start_time: 124.6, end_time: 124.8
Word: w, start_time: 124.8, end_time: 124.8
Word: tłum, start_time: 124.8, end_time: 125.1
Word: Co, start_time: 125.1, end_time: 126.2
Word: wy, start_time: 126.2, end_time: 126.3
Word: tu, start_time: 126.3, end_time: 126.4
Word: robicie, start_time: 126.4, end_time: 126.5
Word: po, start_time: 126.5, end_time: 127.5
Word: co, start_time: 127.5, end_time: 127.7
Word: ten, start_time: 127.7, end_time: 127.8
Word: palec, start_time: 127.8, end_time: 128.1
Word: kto, start_time: 128.1, end_time: 129.2
Word: krzyczał, start_time: 129.2, end_time: 129.6
Transcript:  idę sobie wasza wielmożność i nikogo nie zaczepiam zaczynam kaszleć wkład z medium medium wedle drzewa a w tym nagle ten podły ni stąd ni zowąd cap za palec jestem za przeproszeniem człowiek pracujący robotę Mam drobną niech mi teraz zapłacą bo ja tym palcem może przez tydzień nie będę mógł ruszyć tego w prawie nie ma żeby znosić od bez tworzenia jeżeli każdy będzie kazał to lepiej nie żyć na świecie dobrze mówi o to miało w surowa kaszląc i marszcząc boli Dobrze Czyj to pies ja tego nie daruję Ja wam pokażę co to znaczy tak rozpuszczać przy czas nareszcie zwrócić uwagę na tych panów którzy nie chcą się stosować do przepisów
Confidence: 0.9445248246192932
Word: idę, start_time: 131.0, end_time: 131.7
Word: sobie, start_time: 131.7, end_time: 131.9
Word: wasza, start_time: 131.9, end_time: 132.6
Word: wielmożność, start_time: 132.6, end_time: 133.4
Word: i, start_time: 133.4, end_time: 133.7
Word: nikogo, start_time: 133.7, end_time: 134.3
Word: nie, start_time: 134.3, end_time: 134.4
Word: zaczepiam, start_time: 134.4, end_time: 135.1
Word: zaczynam, start_time: 135.1, end_time: 136.2
Word: kaszleć, start_time: 136.2, end_time: 136.8
Word: wkład, start_time: 136.8, end_time: 137.4
Word: z, start_time: 137.4, end_time: 137.5
Word: medium, start_time: 137.5, end_time: 138.6
Word: medium, start_time: 138.6, end_time: 139.0
Word: wedle, start_time: 139.0, end_time: 140.1
Word: drzewa, start_time: 140.1, end_time: 140.5
Word: a, start_time: 140.5, end_time: 140.6
Word: w, start_time: 140.6, end_time: 141.7
Word: tym, start_time: 141.7, end_time: 142.0
Word: nagle, start_time: 142.0, end_time: 142.4
Word: ten, start_time: 142.4, end_time: 142.7
Word: podły, start_time: 142.7, end_time: 143.2
Word: ni, start_time: 143.2, end_time: 143.4
Word: stąd, start_time: 143.4, end_time: 143.7
Word: ni, start_time: 143.7, end_time: 143.8
Word: zowąd, start_time: 143.8, end_time: 144.0
Word: cap, start_time: 144.0, end_time: 144.8
Word: za, start_time: 144.8, end_time: 145.1
Word: palec, start_time: 145.1, end_time: 145.5
Word: jestem, start_time: 145.5, end_time: 146.7
Word: za, start_time: 146.7, end_time: 146.8
Word: przeproszeniem, start_time: 146.8, end_time: 147.5
Word: człowiek, start_time: 147.5, end_time: 148.0
Word: pracujący, start_time: 148.0, end_time: 148.8
Word: robotę, start_time: 148.8, end_time: 150.0
Word: Mam, start_time: 150.0, end_time: 150.2
Word: drobną, start_time: 150.2, end_time: 150.7
Word: niech, start_time: 150.7, end_time: 151.6
Word: mi, start_time: 151.6, end_time: 151.8
Word: teraz, start_time: 151.8, end_time: 152.0
Word: zapłacą, start_time: 152.0, end_time: 152.5
Word: bo, start_time: 152.5, end_time: 153.5
Word: ja, start_time: 153.5, end_time: 153.6
Word: tym, start_time: 153.6, end_time: 153.8
Word: palcem, start_time: 153.8, end_time: 154.2
Word: może, start_time: 154.2, end_time: 154.5
Word: przez, start_time: 154.5, end_time: 154.8
Word: tydzień, start_time: 154.8, end_time: 155.3
Word: nie, start_time: 155.3, end_time: 155.4
Word: będę, start_time: 155.4, end_time: 155.7
Word: mógł, start_time: 155.7, end_time: 155.9
Word: ruszyć, start_time: 155.9, end_time: 156.2
Word: tego, start_time: 156.2, end_time: 157.7
Word: w, start_time: 157.7, end_time: 157.7
Word: prawie, start_time: 157.7, end_time: 158.2
Word: nie, start_time: 158.2, end_time: 158.4
Word: ma, start_time: 158.4, end_time: 158.6
Word: żeby, start_time: 158.6, end_time: 158.9
Word: znosić, start_time: 158.9, end_time: 159.5
Word: od, start_time: 159.5, end_time: 159.8
Word: bez, start_time: 159.8, end_time: 160.2
Word: tworzenia, start_time: 160.2, end_time: 160.6
Word: jeżeli, start_time: 160.6, end_time: 162.6
Word: każdy, start_time: 162.6, end_time: 163.0
Word: będzie, start_time: 163.0, end_time: 163.2
Word: kazał, start_time: 163.2, end_time: 164.0
Word: to, start_time: 164.0, end_time: 164.6
Word: lepiej, start_time: 164.6, end_time: 164.9
Word: nie, start_time: 164.9, end_time: 165.2
Word: żyć, start_time: 165.2, end_time: 165.6
Word: na, start_time: 165.6, end_time: 165.7
Word: świecie, start_time: 165.7, end_time: 166.0
Word: dobrze, start_time: 166.0, end_time: 169.4
Word: mówi, start_time: 169.4, end_time: 170.7
Word: o, start_time: 170.7, end_time: 170.8
Word: to, start_time: 170.8, end_time: 171.0
Word: miało, start_time: 171.0, end_time: 171.3
Word: w, start_time: 171.3, end_time: 171.3
Word: surowa, start_time: 171.3, end_time: 171.7
Word: kaszląc, start_time: 171.7, end_time: 172.2
Word: i, start_time: 172.2, end_time: 172.4
Word: marszcząc, start_time: 172.4, end_time: 173.0
Word: boli, start_time: 173.0, end_time: 173.3
Word: Dobrze, start_time: 173.3, end_time: 174.8
Word: Czyj, start_time: 174.8, end_time: 175.9
Word: to, start_time: 175.9, end_time: 176.0
Word: pies, start_time: 176.0, end_time: 176.2
Word: ja, start_time: 176.2, end_time: 177.3
Word: tego, start_time: 177.3, end_time: 177.7
Word: nie, start_time: 177.7, end_time: 178.0
Word: daruję, start_time: 178.0, end_time: 178.4
Word: Ja, start_time: 178.4, end_time: 179.1
Word: wam, start_time: 179.1, end_time: 179.4
Word: pokażę, start_time: 179.4, end_time: 179.7
Word: co, start_time: 179.7, end_time: 180.5
Word: to, start_time: 180.5, end_time: 180.8
Word: znaczy, start_time: 180.8, end_time: 181.2
Word: tak, start_time: 181.2, end_time: 181.5
Word: rozpuszczać, start_time: 181.5, end_time: 182.0
Word: przy, start_time: 182.0, end_time: 182.2
Word: czas, start_time: 182.2, end_time: 183.8
Word: nareszcie, start_time: 183.8, end_time: 184.3
Word: zwrócić, start_time: 184.3, end_time: 184.9
Word: uwagę, start_time: 184.9, end_time: 185.4
Word: na, start_time: 185.4, end_time: 185.4
Word: tych, start_time: 185.4, end_time: 185.7
Word: panów, start_time: 185.7, end_time: 186.0
Word: którzy, start_time: 186.0, end_time: 186.6
Word: nie, start_time: 186.6, end_time: 186.9
Word: chcą, start_time: 186.9, end_time: 187.2
Word: się, start_time: 187.2, end_time: 187.4
Word: stosować, start_time: 187.4, end_time: 188.0
Word: do, start_time: 188.0, end_time: 188.1
Word: przepisów, start_time: 188.1, end_time: 188.7
Transcript:  jak na niego łajdaka Kary nałożone to zobaczy co znaczy pies inny tego rodzaju błędny Wiesz ja go nauczę i Odry zwraca się przodownik do posterunkowego Dowiedz się czy to pies śpisz protokół A psa trzeba zgładzić bezzwłocznie na pewno wściekły czy dopiero Pytam się dostaje się generałowa mówi ktoś z tłumu generałowa Zdejm ze mnie palto strasznie gorąco zapewne na deszcz czego tylko nie rozumiem jak ten pies mógł ciebie ugryźć zwraca się oczumiełowa do kina czy on może dosięgnąć palca on jest mały raz ciebie od jakich rad prawdopodobnie Zaliczyłeś sobie palec o gwóźdź a potem przyszła Ci myśl do głowy żeby
Confidence: 0.9563289880752563
Word: jak, start_time: 189.9, end_time: 190.5
Word: na, start_time: 190.5, end_time: 190.9
Word: niego, start_time: 190.9, end_time: 191.0
Word: łajdaka, start_time: 191.0, end_time: 191.5
Word: Kary, start_time: 191.5, end_time: 192.0
Word: nałożone, start_time: 192.0, end_time: 192.5
Word: to, start_time: 192.5, end_time: 192.9
Word: zobaczy, start_time: 192.9, end_time: 193.5
Word: co, start_time: 193.5, end_time: 193.7
Word: znaczy, start_time: 193.7, end_time: 194.0
Word: pies, start_time: 194.0, end_time: 194.4
Word: inny, start_time: 194.4, end_time: 195.1
Word: tego, start_time: 195.1, end_time: 195.3
Word: rodzaju, start_time: 195.3, end_time: 195.5
Word: błędny, start_time: 195.5, end_time: 196.0
Word: Wiesz, start_time: 196.0, end_time: 196.3
Word: ja, start_time: 196.3, end_time: 197.1
Word: go, start_time: 197.1, end_time: 197.3
Word: nauczę, start_time: 197.3, end_time: 197.8
Word: i, start_time: 197.8, end_time: 197.9
Word: Odry, start_time: 197.9, end_time: 199.4
Word: zwraca, start_time: 199.4, end_time: 200.9
Word: się, start_time: 200.9, end_time: 201.0
Word: przodownik, start_time: 201.0, end_time: 201.5
Word: do, start_time: 201.5, end_time: 202.2
Word: posterunkowego, start_time: 202.2, end_time: 203.2
Word: Dowiedz, start_time: 203.2, end_time: 204.6
Word: się, start_time: 204.6, end_time: 204.8
Word: czy, start_time: 204.8, end_time: 205.4
Word: to, start_time: 205.4, end_time: 205.6
Word: pies, start_time: 205.6, end_time: 205.8
Word: śpisz, start_time: 205.8, end_time: 206.4
Word: protokół, start_time: 206.4, end_time: 206.6
Word: A, start_time: 206.6, end_time: 207.0
Word: psa, start_time: 207.0, end_time: 208.4
Word: trzeba, start_time: 208.4, end_time: 208.9
Word: zgładzić, start_time: 208.9, end_time: 209.5
Word: bezzwłocznie, start_time: 209.5, end_time: 210.9
Word: na, start_time: 210.9, end_time: 211.5
Word: pewno, start_time: 211.5, end_time: 211.7
Word: wściekły, start_time: 211.7, end_time: 212.3
Word: czy, start_time: 212.3, end_time: 213.0
Word: dopiero, start_time: 213.0, end_time: 213.2
Word: Pytam, start_time: 213.2, end_time: 213.8
Word: się, start_time: 213.8, end_time: 213.9
Word: dostaje, start_time: 213.9, end_time: 215.5
Word: się, start_time: 215.5, end_time: 215.6
Word: generałowa, start_time: 215.6, end_time: 217.3
Word: mówi, start_time: 217.3, end_time: 218.3
Word: ktoś, start_time: 218.3, end_time: 218.5
Word: z, start_time: 218.5, end_time: 218.6
Word: tłumu, start_time: 218.6, end_time: 218.8
Word: generałowa, start_time: 218.8, end_time: 221.3
Word: Zdejm, start_time: 221.3, end_time: 225.8
Word: ze, start_time: 225.8, end_time: 226.2
Word: mnie, start_time: 226.2, end_time: 226.3
Word: palto, start_time: 226.3, end_time: 226.8
Word: strasznie, start_time: 226.8, end_time: 227.7
Word: gorąco, start_time: 227.7, end_time: 228.1
Word: zapewne, start_time: 228.1, end_time: 229.0
Word: na, start_time: 229.0, end_time: 229.2
Word: deszcz, start_time: 229.2, end_time: 229.4
Word: czego, start_time: 229.4, end_time: 231.6
Word: tylko, start_time: 231.6, end_time: 231.7
Word: nie, start_time: 231.7, end_time: 232.0
Word: rozumiem, start_time: 232.0, end_time: 232.3
Word: jak, start_time: 232.3, end_time: 232.8
Word: ten, start_time: 232.8, end_time: 232.9
Word: pies, start_time: 232.9, end_time: 233.2
Word: mógł, start_time: 233.2, end_time: 233.7
Word: ciebie, start_time: 233.7, end_time: 234.0
Word: ugryźć, start_time: 234.0, end_time: 234.5
Word: zwraca, start_time: 234.5, end_time: 235.7
Word: się, start_time: 235.7, end_time: 235.9
Word: oczumiełowa, start_time: 235.9, end_time: 236.5
Word: do, start_time: 236.5, end_time: 236.8
Word: kina, start_time: 236.8, end_time: 237.4
Word: czy, start_time: 237.4, end_time: 238.8
Word: on, start_time: 238.8, end_time: 239.0
Word: może, start_time: 239.0, end_time: 239.2
Word: dosięgnąć, start_time: 239.2, end_time: 239.5
Word: palca, start_time: 239.5, end_time: 240.1
Word: on, start_time: 240.1, end_time: 241.3
Word: jest, start_time: 241.3, end_time: 241.4
Word: mały, start_time: 241.4, end_time: 241.8
Word: raz, start_time: 241.8, end_time: 242.2
Word: ciebie, start_time: 242.2, end_time: 242.4
Word: od, start_time: 242.4, end_time: 243.1
Word: jakich, start_time: 243.1, end_time: 243.6
Word: rad, start_time: 243.6, end_time: 243.8
Word: prawdopodobnie, start_time: 243.8, end_time: 245.7
Word: Zaliczyłeś, start_time: 245.7, end_time: 246.3
Word: sobie, start_time: 246.3, end_time: 246.6
Word: palec, start_time: 246.6, end_time: 246.9
Word: o, start_time: 246.9, end_time: 247.0
Word: gwóźdź, start_time: 247.0, end_time: 247.2
Word: a, start_time: 247.2, end_time: 247.5
