Waiting for operation to complete...
Transcript: część pierwsza przedmowa w której każdy odnajdzie własne wspomnienia małżeńskie Pewnego dnia przyjacielu mówić o młodej osobie prywatnej rodziny dobrze wychowana ładna i 300 000 franków gotówką marzyłeś zawsze o spotkaniu istoty tak doskonałej zazwyczaj wszystkie przypadkowe spotkania są z góry ułożone nawiązujesz rozmowę z zachwycająco istotą Która okazuje niezmierną lękliwość ty śliczna zabawa nieprawdaż ona ich tak zostałeś dopuszczony do starania się o młodą osobę teściowa do przyszłego zięcia nie uwierzyłby pan jak bardzo to drogie maleństwo umie się przywiązać Jednakże między dwoma rodzinami zachodzą trudności z powodu kwestii majątkowych
Confidence: 0.941626250743866
Word: część, start_time: 0.0, end_time: 0.8
Word: się, start_time: 52.5, end_time: 52.6
Word: przywiązać, start_time: 52.6, end_time: 53.5
Word: Jednakże, start_time: 53.5, end_time: 54.7
Word: między, start_time: 54.7, end_time: 55.3
Word: dwoma, start_time: 55.3, end_time: 55.6
Word: rodzinami, start_time: 55.6, end_time: 56.1
Word: zachodzą, start_time: 56.1, end_time: 57.1
Word: trudności, start_time: 57.1, end_time: 58.0
Word: z, start_time: 58.0, end_time: 58.1
Word: powodu, start_time: 58.1, end_time: 58.5
Word: kwestii, start_time: 58.5, end_time: 59.0
Word: majątkowych, start_time: 59.0, end_time: 59.8
Transcript: twój ojciec do teściowej moja droga pani nasza posiadłość Marta jest 500 tysięcy Franków twoja przyszła teściowa o nasz dom mój Szanowny panie na dwa fronty wreszcie po długich sporach dwaj obrzydliwi rejenci jeden cienki długi gruby doprowadzają do skutku kontrakt małżeński następnie obie rodziny uważają za niezbędne zapędzić cię do kancelarii Mera do kościoła zanim ułożą się na spoczynek z młodą oblubienicą która stoi grymasy a potem potem przebywasz rozmaite nieprzewidziane mały niedole jak na przykład
Confidence: 0.9480130076408386
Word: twój, start_time: 59.9, end_time: 61.0
Word: ojciec, start_time: 61.0, end_time: 61.4
Word: do, start_time: 61.4, end_time: 62.2
Word: teściowej, start_time: 62.2, end_time: 62.8
Word: moja, start_time: 62.8, end_time: 64.4
Word: droga, start_time: 64.4, end_time: 64.7
Word: pani, start_time: 64.7, end_time: 64.9
Word: nasza, start_time: 64.9, end_time: 65.8
Word: posiadłość, start_time: 65.8, end_time: 66.5
Word: Marta, start_time: 66.5, end_time: 67.1
Word: jest, start_time: 67.1, end_time: 67.3
Word: 500, start_time: 67.3, end_time: 68.0
Word: tysięcy, start_time: 68.0, end_time: 68.5
Word: Franków, start_time: 68.5, end_time: 68.7
Word: twoja, start_time: 68.7, end_time: 70.6
Word: przyszła, start_time: 70.6, end_time: 71.2
Word: teściowa, start_time: 71.2, end_time: 71.7
Word: o, start_time: 71.7, end_time: 71.9
Word: nasz, start_time: 71.9, end_time: 72.8
Word: dom, start_time: 72.8, end_time: 73.1
Word: mój, start_time: 73.1, end_time: 73.5
Word: Szanowny, start_time: 73.5, end_time: 73.8
Word: panie, start_time: 73.8, end_time: 74.4
Word: na, start_time: 74.4, end_time: 74.9
Word: dwa, start_time: 74.9, end_time: 75.4
Word: fronty, start_time: 75.4, end_time: 75.6
Word: wreszcie, start_time: 75.6, end_time: 77.6
Word: po, start_time: 77.6, end_time: 78.2
Word: długich, start_time: 78.2, end_time: 78.6
Word: sporach, start_time: 78.6, end_time: 79.1
Word: dwaj, start_time: 79.1, end_time: 80.0
Word: obrzydliwi, start_time: 80.0, end_time: 80.9
Word: rejenci, start_time: 80.9, end_time: 81.5
Word: jeden, start_time: 81.5, end_time: 82.3
Word: cienki, start_time: 82.3, end_time: 82.8
Word: długi, start_time: 82.8, end_time: 83.3
Word: gruby, start_time: 83.3, end_time: 83.6
Word: doprowadzają, start_time: 83.6, end_time: 84.9
Word: do, start_time: 84.9, end_time: 85.1
Word: skutku, start_time: 85.1, end_time: 85.8
Word: kontrakt, start_time: 85.8, end_time: 86.6
Word: małżeński, start_time: 86.6, end_time: 86.9
Word: następnie, start_time: 86.9, end_time: 88.8
Word: obie, start_time: 88.8, end_time: 89.2
Word: rodziny, start_time: 89.2, end_time: 89.6
Word: uważają, start_time: 89.6, end_time: 90.3
Word: za, start_time: 90.3, end_time: 90.5
Word: niezbędne, start_time: 90.5, end_time: 91.3
Word: zapędzić, start_time: 91.3, end_time: 92.5
Word: cię, start_time: 92.5, end_time: 92.7
Word: do, start_time: 92.7, end_time: 92.9
Word: kancelarii, start_time: 92.9, end_time: 93.8
Word: Mera, start_time: 93.8, end_time: 94.4
Word: do, start_time: 94.4, end_time: 95.0
Word: kościoła, start_time: 95.0, end_time: 95.7
Word: zanim, start_time: 95.7, end_time: 96.4
Word: ułożą, start_time: 96.4, end_time: 97.0
Word: się, start_time: 97.0, end_time: 97.1
Word: na, start_time: 97.1, end_time: 97.4
Word: spoczynek, start_time: 97.4, end_time: 97.7
Word: z, start_time: 97.7, end_time: 98.0
Word: młodą, start_time: 98.0, end_time: 98.6
Word: oblubienicą, start_time: 98.6, end_time: 99.6
Word: która, start_time: 99.6, end_time: 100.4
Word: stoi, start_time: 100.4, end_time: 100.8
Word: grymasy, start_time: 100.8, end_time: 101.6
Word: a, start_time: 101.6, end_time: 101.7
Word: potem, start_time: 101.7, end_time: 102.7
Word: potem, start_time: 102.7, end_time: 103.9
Word: przebywasz, start_time: 103.9, end_time: 105.0
Word: rozmaite, start_time: 105.0, end_time: 106.0
Word: nieprzewidziane, start_time: 106.0, end_time: 107.2
Word: mały, start_time: 107.2, end_time: 107.9
Word: niedole, start_time: 107.9, end_time: 108.6
Word: jak, start_time: 108.6, end_time: 109.4
Word: na, start_time: 109.4, end_time: 109.5
Word: przykład, start_time: 109.5, end_time: 110.0
