Waiting for operation to complete...
Transcript: Anton Czechów w razurze poranek nie ma jeszcze 7:00 a razura Makara kuznicza Bestwina już jest otwarta gospodarz 23-letni młody człowiek nie umyty zatłuszczony ale ubrany pretensjonalnie sprząta swój zakład
Confidence: 0.8544707894325256
Word: Anton, start_time: 0.1, end_time: 0.9
Word: nosem, start_time: 198.6, end_time: 198.9
Word: i, start_time: 198.9, end_time: 199.1
Word: oczami, start_time: 199.1, end_time: 199.6
Word: na, start_time: 199.6, end_time: 199.8
Word: czole, start_time: 199.8, end_time: 200.1
Word: maku, start_time: 200.1, end_time: 201.5
Word: znicz, start_time: 201.5, end_time: 201.8
Word: pokrywa, start_time: 201.8, end_time: 202.3
Word: ramiona, start_time: 202.3, end_time: 202.7
Word: swojego, start_time: 202.7, end_time: 203.0
Word: klienta, start_time: 203.0, end_time: 203.2
Word: białym, start_time: 203.2, end_time: 203.8
Word: prześcieradłem, start_time: 203.8, end_time: 204.0
Transcript:  Java zupełnie do gołej skóry naturalnie żebym do tatara był podobny ciotunia jak się ma Dobrze żyję sobie niedawno u majorowy i przy porodzie była zapłacili rubla tak Rubel po trzymajcie ucho trzymam Nie obetnij mi tylko ucha oj boli mnie za włosy szarpiesz to nic bez tego się przy naszej robocie nie odejdzie A jak się ma Anna rozstawna córka dobrze w przyszłym tygodniu w środę wysłaliśmy ją z naszej kina
Confidence: 0.9043647050857544
Word: Java, start_time: 206.0, end_time: 206.5
Word: zupełnie, start_time: 206.5, end_time: 207.1
Word: do, start_time: 207.1, end_time: 207.2
Word: gołej, start_time: 207.2, end_time: 207.5
Word: skóry, start_time: 207.5, end_time: 207.6
Word: naturalnie, start_time: 207.6, end_time: 210.4
Word: żebym, start_time: 210.4, end_time: 211.5
Word: do, start_time: 211.5, end_time: 211.6
Word: tatara, start_time: 211.6, end_time: 212.3
Word: był, start_time: 212.3, end_time: 212.5
Word: podobny, start_time: 212.5, end_time: 213.3
Word: ciotunia, start_time: 213.3, end_time: 214.7
Word: jak, start_time: 214.7, end_time: 214.9
Word: się, start_time: 214.9, end_time: 215.1
Word: ma, start_time: 215.1, end_time: 215.2
Word: Dobrze, start_time: 215.2, end_time: 216.9
Word: żyję, start_time: 216.9, end_time: 218.2
Word: sobie, start_time: 218.2, end_time: 218.4
Word: niedawno, start_time: 218.4, end_time: 219.8
Word: u, start_time: 219.8, end_time: 220.1
Word: majorowy, start_time: 220.1, end_time: 220.9
Word: i, start_time: 220.9, end_time: 221.0
Word: przy, start_time: 221.0, end_time: 221.2
Word: porodzie, start_time: 221.2, end_time: 221.7
Word: była, start_time: 221.7, end_time: 222.1
Word: zapłacili, start_time: 222.1, end_time: 223.5
Word: rubla, start_time: 223.5, end_time: 224.0
Word: tak, start_time: 224.0, end_time: 225.8
Word: Rubel, start_time: 225.8, end_time: 227.1
Word: po, start_time: 227.1, end_time: 227.5
Word: trzymajcie, start_time: 227.5, end_time: 227.8
Word: ucho, start_time: 227.8, end_time: 228.2
Word: trzymam, start_time: 228.2, end_time: 230.1
Word: Nie, start_time: 230.1, end_time: 231.2
Word: obetnij, start_time: 231.2, end_time: 231.6
Word: mi, start_time: 231.6, end_time: 231.8
Word: tylko, start_time: 231.8, end_time: 232.1
Word: ucha, start_time: 232.1, end_time: 232.6
Word: oj, start_time: 232.6, end_time: 234.1
Word: boli, start_time: 234.1, end_time: 235.0
Word: mnie, start_time: 235.0, end_time: 236.0
Word: za, start_time: 236.0, end_time: 236.2
Word: włosy, start_time: 236.2, end_time: 236.4
Word: szarpiesz, start_time: 236.4, end_time: 237.4
Word: to, start_time: 237.4, end_time: 238.6
Word: nic, start_time: 238.6, end_time: 238.9
Word: bez, start_time: 238.9, end_time: 240.0
Word: tego, start_time: 240.0, end_time: 240.2
Word: się, start_time: 240.2, end_time: 240.4
Word: przy, start_time: 240.4, end_time: 240.6
Word: naszej, start_time: 240.6, end_time: 240.8
Word: robocie, start_time: 240.8, end_time: 241.3
Word: nie, start_time: 241.3, end_time: 241.4
Word: odejdzie, start_time: 241.4, end_time: 241.8
Word: A, start_time: 241.8, end_time: 241.9
Word: jak, start_time: 241.9, end_time: 243.3
Word: się, start_time: 243.3, end_time: 243.4
Word: ma, start_time: 243.4, end_time: 243.5
Word: Anna, start_time: 243.5, end_time: 244.2
Word: rozstawna, start_time: 244.2, end_time: 245.2
Word: córka, start_time: 245.2, end_time: 246.8
Word: dobrze, start_time: 246.8, end_time: 248.7
Word: w, start_time: 248.7, end_time: 249.1
Word: przyszłym, start_time: 249.1, end_time: 250.4
Word: tygodniu, start_time: 250.4, end_time: 250.5
Word: w, start_time: 250.5, end_time: 251.1
Word: środę, start_time: 251.1, end_time: 251.5
Word: wysłaliśmy, start_time: 251.5, end_time: 253.4
Word: ją, start_time: 253.4, end_time: 253.7
Word: z, start_time: 253.7, end_time: 253.9
Word: naszej, start_time: 253.9, end_time: 254.4
Word: kina, start_time: 254.4, end_time: 254.8
Transcript:  dlaczego się nie przyszedł nożyce przestają skrzypiec ma karku znicz opuszcza ręce i przerażony pyta
Confidence: 0.8144254684448242
Word: dlaczego, start_time: 255.6, end_time: 256.3
Word: się, start_time: 256.3, end_time: 256.4
Word: nie, start_time: 256.4, end_time: 256.5
Word: przyszedł, start_time: 256.5, end_time: 257.1
Word: nożyce, start_time: 257.1, end_time: 258.5
Word: przestają, start_time: 258.5, end_time: 259.1
Word: skrzypiec, start_time: 259.1, end_time: 259.6
Word: ma, start_time: 259.6, end_time: 261.0
Word: karku, start_time: 261.0, end_time: 261.4
Word: znicz, start_time: 261.4, end_time: 261.7
Word: opuszcza, start_time: 261.7, end_time: 262.4
Word: ręce, start_time: 262.4, end_time: 262.8
Word: i, start_time: 262.8, end_time: 262.9
Word: przerażony, start_time: 262.9, end_time: 263.5
Word: pyta, start_time: 263.5, end_time: 263.8
Transcript:  goście Wisła tali Anny to jest Co Za kogo znasz i Kina Prokopa Piotrowa ciotka jego w Złotym świńskim zaułku służy za gospodynie Porządna kobieta naturalnie wszyscy jesteśmy zadowoleni Za tydzień wesele przyjdź Ale co to jest prościej iwaneczko Movie Maker kuzmicz blady zmieszany Czyż to możemy to jest zupełnie niemożliwe przecież Anna x równa Przecież ja przecież ja dla niej uczucia żywiołem Miałem zamiar co to takiego zwyczajnie wzięliśmy wysłali porządny człowiek na twarz Makara kuznicza występuje zimny pot kładzie nożyce na stół i zaczyna 3 sobie pięścią nas
Confidence: 0.9281242489814758
Word: goście, start_time: 264.8, end_time: 265.5
Word: Wisła, start_time: 265.5, end_time: 265.8
Word: tali, start_time: 265.8, end_time: 266.0
Word: Anny, start_time: 266.0, end_time: 267.9
Word: to, start_time: 267.9, end_time: 268.9
Word: jest, start_time: 268.9, end_time: 269.0
Word: Co, start_time: 269.0, end_time: 269.3
Word: Za, start_time: 269.3, end_time: 270.3
Word: kogo, start_time: 270.3, end_time: 270.6
Word: znasz, start_time: 270.6, end_time: 272.2
Word: i, start_time: 272.2, end_time: 272.3
Word: Kina, start_time: 272.3, end_time: 272.8
Word: Prokopa, start_time: 272.8, end_time: 274.1
Word: Piotrowa, start_time: 274.1, end_time: 274.7
Word: ciotka, start_time: 274.7, end_time: 276.2
Word: jego, start_time: 276.2, end_time: 276.5
Word: w, start_time: 276.5, end_time: 276.7
Word: Złotym, start_time: 276.7, end_time: 277.2
Word: świńskim, start_time: 277.2, end_time: 277.9
Word: zaułku, start_time: 277.9, end_time: 278.6
Word: służy, start_time: 278.6, end_time: 279.1
Word: za, start_time: 279.1, end_time: 279.2
Word: gospodynie, start_time: 279.2, end_time: 280.0
Word: Porządna, start_time: 280.0, end_time: 281.6
Word: kobieta, start_time: 281.6, end_time: 282.2
Word: naturalnie, start_time: 282.2, end_time: 283.4
Word: wszyscy, start_time: 283.4, end_time: 284.0
