Waiting for operation to complete...
Transcript: Artur Oppman o panu kręcić z kim i o smutnym jego wypadku hej hej miło że jak ten Jurek broić może jak tacy Gatta Fryga to się rusza to podlega wciąż się kręci jak szalony to z tej strony to z tej strony to się chyli to się wzniesie A czy on się chowa sie Patrzcie żonatego Jurka czy to chłopczyk czy wiewiórka czy to małpka czy to skoczek mama przecież siódmy roczek do śniadania oraz Pan Jerzy Shadows początku jak należy lecz zaledwie przeszła chwila a on już się po coś chwila sieć cicho tatuś powie bo będzie guz na głowie wpadniesz w krzesło na podłogę i broń Boże zwichniętą nogę tatuś mówi ale co to Jurek wciąż zajęty Psocą i gdy oddaję pajaca krzesełko się przewraca
Confidence: 0.8454952239990234
Word: Artur, start_time: 0.0, end_time: 1.5
Word: z, start_time: 20.2, end_time: 20.3
Word: tej, start_time: 20.3, end_time: 20.5
Word: strony, start_time: 20.5, end_time: 20.6
Word: to, start_time: 20.6, end_time: 21.3
Word: się, start_time: 21.3, end_time: 21.4
Word: chyli, start_time: 21.4, end_time: 21.8
Word: to, start_time: 21.8, end_time: 21.9
Word: się, start_time: 21.9, end_time: 22.1
Word: wzniesie, start_time: 22.1, end_time: 22.5
Word: A, start_time: 22.5, end_time: 23.1
Word: czy, start_time: 23.1, end_time: 23.3
Word: on, start_time: 23.3, end_time: 23.8
Word: się, start_time: 23.8, end_time: 23.9
Word: chowa, start_time: 23.9, end_time: 24.3
Word: sie, start_time: 24.3, end_time: 25.1
Word: Patrzcie, start_time: 25.1, end_time: 25.9
Word: żonatego, start_time: 25.9, end_time: 26.5
Word: Jurka, start_time: 26.5, end_time: 26.9
Word: czy, start_time: 26.9, end_time: 27.5
Word: to, start_time: 27.5, end_time: 27.6
Word: chłopczyk, start_time: 27.6, end_time: 28.0
Word: czy, start_time: 28.0, end_time: 28.2
Word: wiewiórka, start_time: 28.2, end_time: 28.8
Word: czy, start_time: 28.8, end_time: 28.9
Word: to, start_time: 28.9, end_time: 29.1
Word: małpka, start_time: 29.1, end_time: 29.6
Word: czy, start_time: 29.6, end_time: 29.7
Word: to, start_time: 29.7, end_time: 29.8
Word: skoczek, start_time: 29.8, end_time: 30.4
Word: mama, start_time: 30.4, end_time: 30.9
Word: przecież, start_time: 30.9, end_time: 31.3
Word: siódmy, start_time: 31.3, end_time: 31.8
Word: roczek, start_time: 31.8, end_time: 32.3
Word: do, start_time: 32.3, end_time: 33.2
Word: śniadania, start_time: 33.2, end_time: 33.8
Word: oraz, start_time: 33.8, end_time: 34.1
Word: Pan, start_time: 34.1, end_time: 34.5
Word: Jerzy, start_time: 34.5, end_time: 34.9
Word: Shadows, start_time: 34.9, end_time: 35.7
Word: początku, start_time: 35.7, end_time: 36.4
Word: jak, start_time: 36.4, end_time: 36.7
Word: należy, start_time: 36.7, end_time: 37.1
Word: lecz, start_time: 37.1, end_time: 38.0
Word: zaledwie, start_time: 38.0, end_time: 38.3
Word: przeszła, start_time: 38.3, end_time: 38.9
Word: chwila, start_time: 38.9, end_time: 39.3
Word: a, start_time: 39.3, end_time: 39.4
Word: on, start_time: 39.4, end_time: 40.1
Word: już, start_time: 40.1, end_time: 40.3
Word: się, start_time: 40.3, end_time: 40.5
Word: po, start_time: 40.5, end_time: 40.7
Word: coś, start_time: 40.7, end_time: 40.8
Word: chwila, start_time: 40.8, end_time: 41.2
Word: sieć, start_time: 41.2, end_time: 42.4
Word: cicho, start_time: 42.4, end_time: 42.8
Word: tatuś, start_time: 42.8, end_time: 43.7
Word: powie, start_time: 43.7, end_time: 44.0
Word: bo, start_time: 44.0, end_time: 44.4
Word: będzie, start_time: 44.4, end_time: 45.4
Word: guz, start_time: 45.4, end_time: 45.8
Word: na, start_time: 45.8, end_time: 46.0
Word: głowie, start_time: 46.0, end_time: 46.2
Word: wpadniesz, start_time: 46.2, end_time: 47.4
Word: w, start_time: 47.4, end_time: 47.5
Word: krzesło, start_time: 47.5, end_time: 48.0
Word: na, start_time: 48.0, end_time: 48.2
Word: podłogę, start_time: 48.2, end_time: 48.6
Word: i, start_time: 48.6, end_time: 48.7
Word: broń, start_time: 48.7, end_time: 49.2
Word: Boże, start_time: 49.2, end_time: 49.5
Word: zwichniętą, start_time: 49.5, end_time: 50.5
Word: nogę, start_time: 50.5, end_time: 50.9
Word: tatuś, start_time: 50.9, end_time: 51.9
Word: mówi, start_time: 51.9, end_time: 52.2
Word: ale, start_time: 52.2, end_time: 52.8
Word: co, start_time: 52.8, end_time: 52.9
Word: to, start_time: 52.9, end_time: 53.1
Word: Jurek, start_time: 53.1, end_time: 53.8
Word: wciąż, start_time: 53.8, end_time: 54.3
Word: zajęty, start_time: 54.3, end_time: 54.8
Word: Psocą, start_time: 54.8, end_time: 55.3
Word: i, start_time: 55.3, end_time: 55.4
Word: gdy, start_time: 55.4, end_time: 56.3
Word: oddaję, start_time: 56.3, end_time: 57.1
Word: pajaca, start_time: 57.1, end_time: 58.0
Word: krzesełko, start_time: 58.0, end_time: 59.3
Word: się, start_time: 59.3, end_time: 59.4
Word: przewraca, start_time: 59.4, end_time: 59.9
Transcript: figlarz spada obrus chwyta porcelana już rozbita zdarł z nakryciem obrus cały wszystko tłucze się w kawały Poka leczył się szkłem Jurek tak się też przestraszył Burek że spod stołu gdy umyka ugryzł w tej chłopczyka a Pan Jerzy wrzeszczy i sposób się gramoli zbity gdy Wszystko spadło wyglądał jak czupiradło od wypadku jednak tego nie ma pana kręcickiego i jest teraz mały Jerzy chłopczyk grzeczny jak należy
Confidence: 0.9348931312561035
Word: figlarz, start_time: 59.9, end_time: 60.7
Word: spada, start_time: 60.7, end_time: 61.1
Word: obrus, start_time: 61.1, end_time: 61.4
Word: chwyta, start_time: 61.4, end_time: 61.7
Word: porcelana, start_time: 61.7, end_time: 62.6
Word: już, start_time: 62.6, end_time: 62.8
Word: rozbita, start_time: 62.8, end_time: 63.5
Word: zdarł, start_time: 63.5, end_time: 64.3
Word: z, start_time: 64.3, end_time: 64.4
Word: nakryciem, start_time: 64.4, end_time: 64.8
Word: obrus, start_time: 64.8, end_time: 65.3
Word: cały, start_time: 65.3, end_time: 65.6
Word: wszystko, start_time: 65.6, end_time: 66.4
Word: tłucze, start_time: 66.4, end_time: 66.9
Word: się, start_time: 66.9, end_time: 67.0
Word: w, start_time: 67.0, end_time: 67.1
Word: kawały, start_time: 67.1, end_time: 67.6
Word: Poka, start_time: 67.6, end_time: 68.5
Word: leczył, start_time: 68.5, end_time: 68.9
Word: się, start_time: 68.9, end_time: 68.9
Word: szkłem, start_time: 68.9, end_time: 69.3
Word: Jurek, start_time: 69.3, end_time: 69.7
Word: tak, start_time: 69.7, end_time: 70.3
Word: się, start_time: 70.3, end_time: 70.5
Word: też, start_time: 70.5, end_time: 70.7
Word: przestraszył, start_time: 70.7, end_time: 71.5
Word: Burek, start_time: 71.5, end_time: 72.0
Word: że, start_time: 72.0, end_time: 72.7
Word: spod, start_time: 72.7, end_time: 73.2
Word: stołu, start_time: 73.2, end_time: 73.6
Word: gdy, start_time: 73.6, end_time: 74.0
Word: umyka, start_time: 74.0, end_time: 74.4
Word: ugryzł, start_time: 74.4, end_time: 75.1
Word: w, start_time: 75.1, end_time: 75.2
Word: tej, start_time: 75.2, end_time: 75.8
Word: chłopczyka, start_time: 75.8, end_time: 76.3
Word: a, start_time: 76.3, end_time: 76.4
Word: Pan, start_time: 76.4, end_time: 77.0
Word: Jerzy, start_time: 77.0, end_time: 77.3
Word: wrzeszczy, start_time: 77.3, end_time: 77.8
Word: i, start_time: 77.8, end_time: 77.9
Word: sposób, start_time: 77.9, end_time: 80.4
Word: się, start_time: 80.4, end_time: 80.7
Word: gramoli, start_time: 80.7, end_time: 81.4
Word: zbity, start_time: 81.4, end_time: 82.4
Word: gdy, start_time: 82.4, end_time: 82.5
Word: Wszystko, start_time: 82.5, end_time: 83.4
Word: spadło, start_time: 83.4, end_time: 83.7
Word: wyglądał, start_time: 83.7, end_time: 84.7
Word: jak, start_time: 84.7, end_time: 85.1
Word: czupiradło, start_time: 85.1, end_time: 85.5
Word: od, start_time: 85.5, end_time: 86.6
Word: wypadku, start_time: 86.6, end_time: 87.2
Word: jednak, start_time: 87.2, end_time: 87.7
Word: tego, start_time: 87.7, end_time: 87.9
Word: nie, start_time: 87.9, end_time: 88.2
Word: ma, start_time: 88.2, end_time: 89.0
Word: pana, start_time: 89.0, end_time: 89.4
Word: kręcickiego, start_time: 89.4, end_time: 90.1
Word: i, start_time: 90.1, end_time: 90.6
Word: jest, start_time: 90.6, end_time: 91.7
Word: teraz, start_time: 91.7, end_time: 92.2
Word: mały, start_time: 92.2, end_time: 92.6
Word: Jerzy, start_time: 92.6, end_time: 93.0
Word: chłopczyk, start_time: 93.0, end_time: 94.1
Word: grzeczny, start_time: 94.1, end_time: 94.8
Word: jak, start_time: 94.8, end_time: 95.6
Word: należy, start_time: 95.6, end_time: 96.3
