Waiting for operation to complete...
Transcript: Anton Czechów nie udało się
Confidence: 0.879599928855896
Word: Anton, start_time: 0.2, end_time: 0.9
Word: z, start_time: 53.9, end_time: 54.0
Word: tym, start_time: 54.0, end_time: 54.2
Word: swoim, start_time: 54.2, end_time: 54.6
Word: charakterem, start_time: 54.6, end_time: 55.3
Word: mówił, start_time: 55.3, end_time: 56.3
Word: z, start_time: 56.3, end_time: 56.3
Word: czubkiem, start_time: 56.3, end_time: 56.7
Word: zapalając, start_time: 56.7, end_time: 57.5
Word: zapałkę, start_time: 57.5, end_time: 57.9
Word: OK, start_time: 57.9, end_time: 58.1
Word: ciasne, start_time: 58.1, end_time: 58.5
Word: spodnie, start_time: 58.5, end_time: 58.8
Word: wcale, start_time: 58.8, end_time: 59.9
Word: do, start_time: 59.9, end_time: 60.0
Word: pani, start_time: 60.0, end_time: 60.3
Word: listów, start_time: 60.3, end_time: 60.6
Word: nie, start_time: 60.6, end_time: 60.8
Word: pisałem, start_time: 60.8, end_time: 61.2
Transcript:  masz tobie niby to ja nie znam polskiego charakteru pisma seplenię łap Anna zmanierowanym piskliwym głosem co chwilę spoglądając w lustro od razu poznałem jakiś pan dziwny nauczyciel kaligrafii a Piszę jak kura patykiem jak że panu czy pisać kiedy pan sam nie umie to nic nie znaczy kaligrafii to główne rzecz nie pismo jedno żeby uczniowie niezbyt kowali jednego uderzy się linijką po głowie innemu każe się klęczeć Ale co tam pismo głupstwo niekrasów był literatem napisał pożal się Boże w zbiorze jego utworów pokazane jest jego pismo co innego niekrasów a co innego pan westchnienie za literata z przyjemnością bym wyszła ten by mi ciągle wiersze pisał do albumu wiersze to i ja mogę pani napisać jeżeli pani chce A o czym że pan może
Confidence: 0.9428510665893555
Word: masz, start_time: 62.3, end_time: 62.8
Word: tobie, start_time: 62.8, end_time: 63.2
Word: niby, start_time: 63.2, end_time: 64.4
Word: to, start_time: 64.4, end_time: 64.6
Word: ja, start_time: 64.6, end_time: 64.7
Word: nie, start_time: 64.7, end_time: 64.8
Word: znam, start_time: 64.8, end_time: 64.9
Word: polskiego, start_time: 64.9, end_time: 65.4
Word: charakteru, start_time: 65.4, end_time: 65.7
Word: pisma, start_time: 65.7, end_time: 66.2
Word: seplenię, start_time: 66.2, end_time: 67.5
Word: łap, start_time: 67.5, end_time: 67.7
Word: Anna, start_time: 67.7, end_time: 68.1
Word: zmanierowanym, start_time: 68.1, end_time: 68.8
Word: piskliwym, start_time: 68.8, end_time: 69.4
Word: głosem, start_time: 69.4, end_time: 69.5
Word: co, start_time: 69.5, end_time: 70.2
Word: chwilę, start_time: 70.2, end_time: 70.5
Word: spoglądając, start_time: 70.5, end_time: 71.1
Word: w, start_time: 71.1, end_time: 71.2
Word: lustro, start_time: 71.2, end_time: 71.7
Word: od, start_time: 71.7, end_time: 72.5
Word: razu, start_time: 72.5, end_time: 72.8
Word: poznałem, start_time: 72.8, end_time: 73.3
Word: jakiś, start_time: 73.3, end_time: 74.5
Word: pan, start_time: 74.5, end_time: 74.7
Word: dziwny, start_time: 74.7, end_time: 75.2
Word: nauczyciel, start_time: 75.2, end_time: 76.3
Word: kaligrafii, start_time: 76.3, end_time: 77.0
Word: a, start_time: 77.0, end_time: 77.1
Word: Piszę, start_time: 77.1, end_time: 77.7
Word: jak, start_time: 77.7, end_time: 77.9
Word: kura, start_time: 77.9, end_time: 78.0
Word: patykiem, start_time: 78.0, end_time: 78.8
Word: jak, start_time: 78.8, end_time: 78.9
Word: że, start_time: 78.9, end_time: 80.3
Word: panu, start_time: 80.3, end_time: 80.5
Word: czy, start_time: 80.5, end_time: 80.7
Word: pisać, start_time: 80.7, end_time: 81.2
Word: kiedy, start_time: 81.2, end_time: 81.5
Word: pan, start_time: 81.5, end_time: 82.0
Word: sam, start_time: 82.0, end_time: 82.3
Word: nie, start_time: 82.3, end_time: 82.4
Word: umie, start_time: 82.4, end_time: 82.8
Word: to, start_time: 82.8, end_time: 84.9
Word: nic, start_time: 84.9, end_time: 85.0
Word: nie, start_time: 85.0, end_time: 85.2
Word: znaczy, start_time: 85.2, end_time: 85.6
Word: kaligrafii, start_time: 85.6, end_time: 87.1
Word: to, start_time: 87.1, end_time: 87.8
Word: główne, start_time: 87.8, end_time: 88.2
Word: rzecz, start_time: 88.2, end_time: 88.4
Word: nie, start_time: 88.4, end_time: 88.6
Word: pismo, start_time: 88.6, end_time: 89.0
Word: jedno, start_time: 89.0, end_time: 89.7
Word: żeby, start_time: 89.7, end_time: 89.9
Word: uczniowie, start_time: 89.9, end_time: 90.6
Word: niezbyt, start_time: 90.6, end_time: 91.0
Word: kowali, start_time: 91.0, end_time: 91.4
Word: jednego, start_time: 91.4, end_time: 92.7
Word: uderzy, start_time: 92.7, end_time: 93.0
Word: się, start_time: 93.0, end_time: 93.1
Word: linijką, start_time: 93.1, end_time: 93.5
Word: po, start_time: 93.5, end_time: 93.7
Word: głowie, start_time: 93.7, end_time: 94.1
Word: innemu, start_time: 94.1, end_time: 94.9
Word: każe, start_time: 94.9, end_time: 95.2
Word: się, start_time: 95.2, end_time: 95.3
Word: klęczeć, start_time: 95.3, end_time: 95.8
Word: Ale, start_time: 95.8, end_time: 96.7
Word: co, start_time: 96.7, end_time: 96.9
Word: tam, start_time: 96.9, end_time: 97.0
Word: pismo, start_time: 97.0, end_time: 97.5
Word: głupstwo, start_time: 97.5, end_time: 98.3
Word: niekrasów, start_time: 98.3, end_time: 99.4
Word: był, start_time: 99.4, end_time: 99.7
Word: literatem, start_time: 99.7, end_time: 100.3
Word: napisał, start_time: 100.3, end_time: 100.9
Word: pożal, start_time: 100.9, end_time: 101.5
Word: się, start_time: 101.5, end_time: 101.5
Word: Boże, start_time: 101.5, end_time: 101.7
Word: w, start_time: 101.7, end_time: 102.1
Word: zbiorze, start_time: 102.1, end_time: 102.8
Word: jego, start_time: 102.8, end_time: 103.0
Word: utworów, start_time: 103.0, end_time: 103.5
Word: pokazane, start_time: 103.5, end_time: 104.3
Word: jest, start_time: 104.3, end_time: 104.4
Word: jego, start_time: 104.4, end_time: 104.6
Word: pismo, start_time: 104.6, end_time: 105.0
Word: co, start_time: 105.0, end_time: 106.4
Word: innego, start_time: 106.4, end_time: 106.7
Word: niekrasów, start_time: 106.7, end_time: 107.3
Word: a, start_time: 107.3, end_time: 107.5
Word: co, start_time: 107.5, end_time: 107.9
Word: innego, start_time: 107.9, end_time: 108.1
Word: pan, start_time: 108.1, end_time: 108.7
Word: westchnienie, start_time: 108.7, end_time: 110.2
Word: za, start_time: 110.2, end_time: 111.2
Word: literata, start_time: 111.2, end_time: 111.7
Word: z, start_time: 111.7, end_time: 111.7
Word: przyjemnością, start_time: 111.7, end_time: 112.4
Word: bym, start_time: 112.4, end_time: 112.6
Word: wyszła, start_time: 112.6, end_time: 113.0
Word: ten, start_time: 113.0, end_time: 114.0
Word: by, start_time: 114.0, end_time: 114.1
Word: mi, start_time: 114.1, end_time: 114.2
Word: ciągle, start_time: 114.2, end_time: 114.6
Word: wiersze, start_time: 114.6, end_time: 115.3
Word: pisał, start_time: 115.3, end_time: 115.7
Word: do, start_time: 115.7, end_time: 115.8
Word: albumu, start_time: 115.8, end_time: 116.2
Word: wiersze, start_time: 116.2, end_time: 117.8
Word: to, start_time: 117.8, end_time: 118.0
Word: i, start_time: 118.0, end_time: 118.0
Word: ja, start_time: 118.0, end_time: 118.2
Word: mogę, start_time: 118.2, end_time: 118.6
Word: pani, start_time: 118.6, end_time: 118.9
Word: napisać, start_time: 118.9, end_time: 118.9
Word: jeżeli, start_time: 118.9, end_time: 119.8
Word: pani, start_time: 119.8, end_time: 120.0
Word: chce, start_time: 120.0, end_time: 120.0
Word: A, start_time: 120.0, end_time: 120.4
Word: o, start_time: 120.4, end_time: 121.3
Word: czym, start_time: 121.3, end_time: 121.6
Word: że, start_time: 121.6, end_time: 121.8
Word: pan, start_time: 121.8, end_time: 121.9
Word: może, start_time: 121.9, end_time: 122.2
Transcript:  pisać o miłości o uczuciu przeczyta pani i osłupienie łzy wystąpią a jeżeli napiszę pani poetyczne wiersze to Pozwoli pani ucałować sobie rączkę wielka rzecz a niech pan całuję choćby zaraz z czubkiem podskoczył i wypisz oczy przylgnął do pulchnej pachnący jajecznym mydłem rączki
Confidence: 0.9079475402832031
Word: pisać, start_time: 122.2, end_time: 122.7
Word: o, start_time: 122.7, end_time: 122.9
Word: miłości, start_time: 122.9, end_time: 124.6
Word: o, start_time: 124.6, end_time: 124.8
Word: uczuciu, start_time: 124.8, end_time: 126.2
Word: przeczyta, start_time: 126.2, end_time: 127.9
Word: pani, start_time: 127.9, end_time: 128.2
Word: i, start_time: 128.2, end_time: 128.4
Word: osłupienie, start_time: 128.4, end_time: 129.2
Word: łzy, start_time: 129.2, end_time: 130.2
Word: wystąpią, start_time: 130.2, end_time: 130.9
Word: a, start_time: 130.9, end_time: 131.0
Word: jeżeli, start_time: 131.0, end_time: 132.3
Word: napiszę, start_time: 132.3, end_time: 132.9
Word: pani, start_time: 132.9, end_time: 133.3
Word: poetyczne, start_time: 133.3, end_time: 133.9
Word: wiersze, start_time: 133.9, end_time: 134.3
Word: to, start_time: 134.3, end_time: 134.8
Word: Pozwoli, start_time: 134.8, end_time: 135.3
Word: pani, start_time: 135.3, end_time: 135.6
Word: ucałować, start_time: 135.6, end_time: 136.2
Word: sobie, start_time: 136.2, end_time: 136.5
Word: rączkę, start_time: 136.5, end_time: 136.9
Word: wielka, start_time: 136.9, end_time: 139.2
Word: rzecz, start_time: 139.2, end_time: 139.4
Word: a, start_time: 139.4, end_time: 139.6
Word: niech, start_time: 139.6, end_time: 140.9
Word: pan, start_time: 140.9, end_time: 141.1
Word: całuję, start_time: 141.1, end_time: 141.6
Word: choćby, start_time: 141.6, end_time: 142.5
Word: zaraz, start_time: 142.5, end_time: 142.9
Word: z, start_time: 142.9, end_time: 143.0
Word: czubkiem, start_time: 143.0, end_time: 144.1
Word: podskoczył, start_time: 144.1, end_time: 144.8
Word: i, start_time: 144.8, end_time: 144.9
Word: wypisz, start_time: 144.9, end_time: 146.2
Word: oczy, start_time: 146.2, end_time: 146.7
Word: przylgnął, start_time: 146.7, end_time: 147.3
Word: do, start_time: 147.3, end_time: 147.5
Word: pulchnej, start_time: 147.5, end_time: 147.8
Word: pachnący, start_time: 147.8, end_time: 149.1
Word: jajecznym, start_time: 149.1, end_time: 149.8
Word: mydłem, start_time: 149.8, end_time: 150.2
Word: rączki, start_time: 150.2, end_time: 150.6
Transcript:  z tego ikonę porwał się gwałtownie pepłowo poszerzone łokciem w bok bledną ze wzruszenia i zaczynając marynarkę idziemy prędzej i nie zwlekając ani sekundy okno drzwi dzieci bełkota wznoszę ręce ku górze i mrugając załzawione mi otrzyma Bóg was błogosławi dzieci moje życie i rozmnażajcie się powiedziała mamusia Płaczę ze szczęścia bo ci coś zabiera mi pan mój skarb zwróciła się do szczotki na moją córkę Opiekuj się nią z czubkiem rozdzielił usta ze zdumienia i strachu atak rodziców był tak niespodzianek zuchwały że nie mógł wymówić słowa
Confidence: 0.9350975155830383
Word: z, start_time: 151.6, end_time: 151.7
Word: tego, start_time: 151.7, end_time: 152.3
Word: ikonę, start_time: 152.3, end_time: 152.8
Word: porwał, start_time: 152.8, end_time: 153.7
Word: się, start_time: 153.7, end_time: 153.8
Word: gwałtownie, start_time: 153.8, end_time: 154.3
Word: pepłowo, start_time: 154.3, end_time: 154.7
Word: poszerzone, start_time: 154.7, end_time: 155.9
Word: łokciem, start_time: 155.9, end_time: 156.2
Word: w, start_time: 156.2, end_time: 156.2
Word: bok, start_time: 156.2, end_time: 156.5
Word: bledną, start_time: 156.5, end_time: 157.5
Word: ze, start_time: 157.5, end_time: 157.7
Word: wzruszenia, start_time: 157.7, end_time: 158.3
Word: i, start_time: 158.3, end_time: 158.3
Word: zaczynając, start_time: 158.3, end_time: 159.1
Word: marynarkę, start_time: 159.1, end_time: 159.6
Word: idziemy, start_time: 159.6, end_time: 160.3
Word: prędzej, start_time: 160.3, end_time: 161.1
Word: i, start_time: 161.1, end_time: 161.2
Word: nie, start_time: 161.2, end_time: 162.1
Word: zwlekając, start_time: 162.1, end_time: 162.5
Word: ani, start_time: 162.5, end_time: 162.9
Word: sekundy, start_time: 162.9, end_time: 163.1
Word: okno, start_time: 163.1, end_time: 163.8
Word: drzwi, start_time: 163.8, end_time: 164.2
Word: dzieci, start_time: 164.2, end_time: 166.4
Word: bełkota, start_time: 166.4, end_time: 167.5
Word: wznoszę, start_time: 167.5, end_time: 168.4
Word: ręce, start_time: 168.4, end_time: 168.5
Word: ku, start_time: 168.5, end_time: 169.1
Word: górze, start_time: 169.1, end_time: 169.4
Word: i, start_time: 169.4, end_time: 169.5
Word: mrugając, start_time: 169.5, end_time: 170.3
Word: załzawione, start_time: 170.3, end_time: 170.6
Word: mi, start_time: 170.6, end_time: 171.0
Word: otrzyma, start_time: 171.0, end_time: 171.4
Word: Bóg, start_time: 171.4, end_time: 172.5
Word: was, start_time: 172.5, end_time: 172.8
Word: błogosławi, start_time: 172.8, end_time: 172.9
Word: dzieci, start_time: 172.9, end_time: 174.4
Word: moje, start_time: 174.4, end_time: 174.9
Word: życie, start_time: 174.9, end_time: 176.1
Word: i, start_time: 176.1, end_time: 176.3
Word: rozmnażajcie, start_time: 176.3, end_time: 177.6
Word: się, start_time: 177.6, end_time: 178.0
Word: powiedziała, start_time: 178.0, end_time: 182.2
Word: mamusia, start_time: 182.2, end_time: 182.5
Word: Płaczę, start_time: 182.5, end_time: 183.2
Word: ze, start_time: 183.2, end_time: 183.5
Word: szczęścia, start_time: 183.5, end_time: 183.5
Word: bo, start_time: 183.5, end_time: 185.1
Word: ci, start_time: 185.1, end_time: 185.3
Word: coś, start_time: 185.3, end_time: 185.6
Word: zabiera, start_time: 185.6, end_time: 189.2
Word: mi, start_time: 189.2, end_time: 189.5
Word: pan, start_time: 189.5, end_time: 189.8
Word: mój, start_time: 189.8, end_time: 190.0
Word: skarb, start_time: 190.0, end_time: 191.1
Word: zwróciła, start_time: 191.1, end_time: 192.0
Word: się, start_time: 192.0, end_time: 192.2
Word: do, start_time: 192.2, end_time: 192.2
Word: szczotki, start_time: 192.2, end_time: 192.7
Word: na, start_time: 192.7, end_time: 192.8
Word: moją, start_time: 192.8, end_time: 194.0
Word: córkę, start_time: 194.0, end_time: 194.6
Word: Opiekuj, start_time: 194.6, end_time: 195.7
Word: się, start_time: 195.7, end_time: 195.9
Word: nią, start_time: 195.9, end_time: 196.1
Word: z, start_time: 196.1, end_time: 196.3
Word: czubkiem, start_time: 196.3, end_time: 197.8
Word: rozdzielił, start_time: 197.8, end_time: 198.4
Word: usta, start_time: 198.4, end_time: 198.7
Word: ze, start_time: 198.7, end_time: 198.8
Word: zdumienia, start_time: 198.8, end_time: 199.3
Word: i, start_time: 199.3, end_time: 199.4
Word: strachu, start_time: 199.4, end_time: 199.8
Word: atak, start_time: 199.8, end_time: 201.0
Word: rodziców, start_time: 201.0, end_time: 201.5
Word: był, start_time: 201.5, end_time: 201.7
Word: tak, start_time: 201.7, end_time: 202.0
Word: niespodzianek, start_time: 202.0, end_time: 202.9
Word: zuchwały, start_time: 202.9, end_time: 203.4
Word: że, start_time: 203.4, end_time: 204.1
Word: nie, start_time: 204.1, end_time: 204.3
Word: mógł, start_time: 204.3, end_time: 204.5
Word: wymówić, start_time: 204.5, end_time: 205.0
Word: słowa, start_time: 205.0, end_time: 205.4
Transcript:  złapałem się poplątaniem nie pomyślał zawierający przerażenie kapcie nie wykręcić się i pokornie schylił głowę Jakby chciał powiedzieć bierzcie mnie jestem ujarzmiony
Confidence: 0.8469461798667908
Word: złapałem, start_time: 206.1, end_time: 207.0
Word: się, start_time: 207.0, end_time: 207.1
Word: poplątaniem, start_time: 207.1, end_time: 208.8
Word: nie, start_time: 208.8, end_time: 208.9
Word: pomyślał, start_time: 208.9, end_time: 210.2
Word: zawierający, start_time: 210.2, end_time: 210.7
Word: przerażenie, start_time: 210.7, end_time: 211.4
Word: kapcie, start_time: 211.4, end_time: 212.9
Word: nie, start_time: 212.9, end_time: 213.9
Word: wykręcić, start_time: 213.9, end_time: 214.4
Word: się, start_time: 214.4, end_time: 214.5
Word: i, start_time: 214.5, end_time: 214.6
Word: pokornie, start_time: 214.6, end_time: 216.1
Word: schylił, start_time: 216.1, end_time: 216.5
Word: głowę, start_time: 216.5, end_time: 216.6
Word: Jakby, start_time: 216.6, end_time: 217.5
Word: chciał, start_time: 217.5, end_time: 217.7
Word: powiedzieć, start_time: 217.7, end_time: 217.9
Word: bierzcie, start_time: 217.9, end_time: 219.2
Word: mnie, start_time: 219.2, end_time: 219.3
Word: jestem, start_time: 219.3, end_time: 220.4
Word: ujarzmiony, start_time: 220.4, end_time: 221.0
Transcript:  błogosławię ciągnął dalej papa i również zapłakał laseczko córko moja Zostań tu obok piotrowna dawaj ikonę lecz nagle rodziców przestał płakać i twarz jego wykrzywiła się gniewem ING wściekłością krzyknął na żonę za głową w kolorze co się stało nauczyciel kaligrafii nieśmiało podniósł oczy i spostrzegł że jest uratowany mamusia w pośpiechu zdjęła ze ściany zamiast ikony portret pisarza orzecznikowe
Confidence: 0.9369354248046875
Word: błogosławię, start_time: 222.2, end_time: 224.7
Word: ciągnął, start_time: 224.7, end_time: 225.7
Word: dalej, start_time: 225.7, end_time: 225.8
Word: papa, start_time: 225.8, end_time: 226.2
Word: i, start_time: 226.2, end_time: 226.4
Word: również, start_time: 226.4, end_time: 227.0
Word: zapłakał, start_time: 227.0, end_time: 227.5
Word: laseczko, start_time: 227.5, end_time: 228.9
Word: córko, start_time: 228.9, end_time: 230.0
Word: moja, start_time: 230.0, end_time: 230.2
Word: Zostań, start_time: 230.2, end_time: 231.2
Word: tu, start_time: 231.2, end_time: 231.4
Word: obok, start_time: 231.4, end_time: 231.7
Word: piotrowna, start_time: 231.7, end_time: 232.7
Word: dawaj, start_time: 232.7, end_time: 233.0
Word: ikonę, start_time: 233.0, end_time: 233.4
Word: lecz, start_time: 233.4, end_time: 234.8
Word: nagle, start_time: 234.8, end_time: 235.0
Word: rodziców, start_time: 235.0, end_time: 236.3
Word: przestał, start_time: 236.3, end_time: 236.7
Word: płakać, start_time: 236.7, end_time: 237.0
Word: i, start_time: 237.0, end_time: 237.3
Word: twarz, start_time: 237.3, end_time: 238.2
Word: jego, start_time: 238.2, end_time: 238.4
Word: wykrzywiła, start_time: 238.4, end_time: 239.0
Word: się, start_time: 239.0, end_time: 239.1
Word: gniewem, start_time: 239.1, end_time: 239.5
Word: ING, start_time: 239.5, end_time: 241.5
Word: wściekłością, start_time: 241.5, end_time: 243.1
Word: krzyknął, start_time: 243.1, end_time: 243.5
Word: na, start_time: 243.5, end_time: 243.7
Word: żonę, start_time: 243.7, end_time: 243.9
Word: za, start_time: 243.9, end_time: 244.7
Word: głową, start_time: 244.7, end_time: 245.2
Word: w, start_time: 245.2, end_time: 245.4
Word: kolorze, start_time: 245.4, end_time: 250.0
Word: co, start_time: 250.0, end_time: 251.2
Word: się, start_time: 251.2, end_time: 251.3
Word: stało, start_time: 251.3, end_time: 251.7
Word: nauczyciel, start_time: 251.7, end_time: 253.7
Word: kaligrafii, start_time: 253.7, end_time: 254.3
Word: nieśmiało, start_time: 254.3, end_time: 254.8
Word: podniósł, start_time: 254.8, end_time: 255.4
Word: oczy, start_time: 255.4, end_time: 255.8
Word: i, start_time: 255.8, end_time: 255.9
Word: spostrzegł, start_time: 255.9, end_time: 257.1
Word: że, start_time: 257.1, end_time: 257.2
Word: jest, start_time: 257.2, end_time: 257.5
Word: uratowany, start_time: 257.5, end_time: 258.5
Word: mamusia, start_time: 258.5, end_time: 260.0
Word: w, start_time: 260.0, end_time: 260.1
Word: pośpiechu, start_time: 260.1, end_time: 260.4
Word: zdjęła, start_time: 260.4, end_time: 261.6
Word: ze, start_time: 261.6, end_time: 261.7
Word: ściany, start_time: 261.7, end_time: 262.0
Word: zamiast, start_time: 262.0, end_time: 262.2
Word: ikony, start_time: 262.2, end_time: 262.8
Word: portret, start_time: 262.8, end_time: 263.5
Word: pisarza, start_time: 263.5, end_time: 264.3
Word: orzecznikowe, start_time: 264.3, end_time: 265.4
Transcript:  stary pepłowo jego połowica Kleopatra pietrowna wstali zmieszani z portretem w ręku nie wiedząc co robić co mówić nauczyciel kaligrafii skorzystał z zamieszania uśmiechnął
Confidence: 0.917963445186615
Word: stary, start_time: 266.5, end_time: 267.1
Word: pepłowo, start_time: 267.1, end_time: 267.6
Word: jego, start_time: 267.6, end_time: 268.4
Word: połowica, start_time: 268.4, end_time: 268.9
Word: Kleopatra, start_time: 268.9, end_time: 269.5
Word: pietrowna, start_time: 269.5, end_time: 270.0
Word: wstali, start_time: 270.0, end_time: 270.5
Word: zmieszani, start_time: 270.5, end_time: 271.1
Word: z, start_time: 271.1, end_time: 271.1
Word: portretem, start_time: 271.1, end_time: 271.6
Word: w, start_time: 271.6, end_time: 271.7
Word: ręku, start_time: 271.7, end_time: 272.0
Word: nie, start_time: 272.0, end_time: 272.6
Word: wiedząc, start_time: 272.6, end_time: 273.0
Word: co, start_time: 273.0, end_time: 273.2
Word: robić, start_time: 273.2, end_time: 273.5
Word: co, start_time: 273.5, end_time: 273.9
Word: mówić, start_time: 273.9, end_time: 274.3
Word: nauczyciel, start_time: 274.3, end_time: 276.0
Word: kaligrafii, start_time: 276.0, end_time: 276.6
Word: skorzystał, start_time: 276.6, end_time: 277.6
Word: z, start_time: 277.6, end_time: 277.7
Word: zamieszania, start_time: 277.7, end_time: 278.3
Word: uśmiechnął, start_time: 278.3, end_time: 279.8
