Waiting for operation to complete...
Transcript: Pieśń o mowie naszej aż nazbyt oczywista że jest piękną polska mowa jędrna pachnąca soczysta melodyjna kolorowa bohaterska gromowładna czysta niby błękit nieba kontra zacna miła ładna ale czasem przyznać trzeba że ten język najobfitszy w poetyczne różne kwiatki w uczuć sferze pospolitej zdradza dziwne niedostatki że w podniebnej wysokości nazwy gór nie toczy skrzydła a nas ludzi z krwi i kości poniewiera gorzej bydła to co ziemię fry nam zmienia życia cały wdzięk stanowi na to nie ma wyrażenia o tym w Polsce się nie mówi pytam to obecne panie by od grubszych zacząć braków jak mam nazwać obcowanie
Confidence: 0.8864942193031311
Word: Pieśń, start_time: 0.0, end_time: 0.7000000000000001
Word: choć, start_time: 82.3, end_time: 82.9
Word: poezji, start_time: 82.9, end_time: 83.7
Word: święci, start_time: 83.7, end_time: 84.4
Word: wiosnę, start_time: 84.4, end_time: 84.9
Word: Wieszczów, start_time: 84.9, end_time: 85.9
Word: naszych, start_time: 85.9, end_time: 86.4
Word: Dzielna, start_time: 86.4, end_time: 86.8
Word: Trójka, start_time: 86.8, end_time: 87.4
Word: Polskie, start_time: 87.4, end_time: 88.5
Word: słownictwo, start_time: 88.5, end_time: 89.1
Word: miłosne, start_time: 89.1, end_time: 89.9
Word: przypomina, start_time: 89.9, end_time: 90.9
Word: księdza, start_time: 90.9, end_time: 91.8
Word: wujka, start_time: 91.8, end_time: 92.1
Word: dowody, start_time: 92.1, end_time: 93.6
Word: na, start_time: 93.6, end_time: 93.8
Word: oczywiście, start_time: 93.8, end_time: 94.8
Word: znajdziesz, start_time: 94.8, end_time: 95.6
Word: choćby, start_time: 95.6, end_time: 96.0
Word: w, start_time: 96.0, end_time: 96.0
Word: takim, start_time: 96.0, end_time: 96.4
Word: głupstw, start_time: 96.4, end_time: 96.9
Word: je, start_time: 96.9, end_time: 97.0
Word: że, start_time: 97.0, end_time: 97.5
Word: polskiego, start_time: 97.5, end_time: 98.2
Word: Słowa, start_time: 98.2, end_time: 98.7
Word: mistrza, start_time: 98.7, end_time: 98.9
Word: śnią, start_time: 98.9, end_time: 99.9
Word: orły, start_time: 99.9, end_time: 100.9
Word: i, start_time: 100.9, end_time: 101.2
Word: poróbstwo, start_time: 101.2, end_time: 102.2
Word: w, start_time: 102.2, end_time: 102.7
Word: archaicznym, start_time: 102.7, end_time: 103.9
Word: tym, start_time: 103.9, end_time: 104.1
Word: zamęcie, start_time: 104.1, end_time: 104.6
Word: jak, start_time: 104.6, end_time: 105.2
Word: ma, start_time: 105.2, end_time: 105.3
Word: kwitnąć, start_time: 105.3, end_time: 106.0
Word: szczęścia, start_time: 106.0, end_time: 106.6
Word: Era, start_time: 106.6, end_time: 107.0
Word: Gdzie, start_time: 107.0, end_time: 107.8
Word: zakręca, start_time: 107.8, end_time: 108.2
Word: się, start_time: 108.2, end_time: 108.5
Word: pojęcie, start_time: 108.5, end_time: 109.3
Word: tam, start_time: 109.3, end_time: 110.1
Word: i, start_time: 110.1, end_time: 110.2
Word: sama, start_time: 110.2, end_time: 110.7
Word: rzecz, start_time: 110.7, end_time: 111.0
Word: umiera, start_time: 111.0, end_time: 111.6
Word: ludziom, start_time: 111.6, end_time: 112.8
Word: trzeba, start_time: 112.8, end_time: 113.3
Word: tak, start_time: 113.3, end_time: 113.7
Word: niewiele, start_time: 113.7, end_time: 114.3
Word: by, start_time: 114.3, end_time: 114.8
Word: na, start_time: 114.8, end_time: 114.9
Word: ziemi, start_time: 114.9, end_time: 115.3
Word: niebo, start_time: 115.3, end_time: 115.8
Word: stworzyć, start_time: 115.8, end_time: 116.4
Word: lecz, start_time: 116.4, end_time: 117.1
Word: wykrztusić, start_time: 117.1, end_time: 118.0
Word: jak, start_time: 118.0, end_time: 118.3
Word: aniele, start_time: 118.3, end_time: 119.3
Transcript: Ja chcę z tobą cudzołożyć jak wyszedł tak do dziewczyny Ja chcę pozbawić się dziewictwa nie obawiaj się Poczęcia śpij sobie z jawnogrzesznica jak kusić głosem z radzieckim bawić słodkich zaklęć gamą każdy wyraz pachnie dzieckiem każde słowo drze się mamo nazbyt trudno w tym dialekcie romansowe snuć intrygi Polak knotem aspekcie lub ten tuje ją na migi stąd gdy w Polsce do kolacji punkcie odmienną Społem Główna cząstka konwersacji zwykła toczyć się pod stołem niech wpadnie ci serweta człowiek oczom swym nie wierzy gdzie mężczyzna gdzie kobieta która noga gdzie należy pantofelków butów gęstwa fantastycznie poplątana stacza walki pełne męstwa istny Grunwald Mistrza Jana
Confidence: 0.8373025059700012
Word: Ja, start_time: 119.9, end_time: 120.1
Word: chcę, start_time: 120.1, end_time: 120.3
Word: z, start_time: 120.3, end_time: 120.4
Word: tobą, start_time: 120.4, end_time: 120.7
Word: cudzołożyć, start_time: 120.7, end_time: 122.4
Word: jak, start_time: 122.4, end_time: 123.4
Word: wyszedł, start_time: 123.4, end_time: 123.7
Word: tak, start_time: 123.7, end_time: 123.8
Word: do, start_time: 123.8, end_time: 124.0
Word: dziewczyny, start_time: 124.0, end_time: 124.3
Word: Ja, start_time: 124.3, end_time: 124.4
Word: chcę, start_time: 124.4, end_time: 124.9
Word: pozbawić, start_time: 124.9, end_time: 125.7
Word: się, start_time: 125.7, end_time: 126.1
Word: dziewictwa, start_time: 126.1, end_time: 126.8
Word: nie, start_time: 126.8, end_time: 127.6
Word: obawiaj, start_time: 127.6, end_time: 127.9
Word: się, start_time: 127.9, end_time: 127.9
Word: Poczęcia, start_time: 127.9, end_time: 129.0
Word: śpij, start_time: 129.0, end_time: 129.7
Word: sobie, start_time: 129.7, end_time: 130.0
Word: z, start_time: 130.0, end_time: 130.2
Word: jawnogrzesznica, start_time: 130.2, end_time: 131.8
Word: jak, start_time: 131.8, end_time: 132.9
Word: kusić, start_time: 132.9, end_time: 133.5
Word: głosem, start_time: 133.5, end_time: 134.2
Word: z, start_time: 134.2, end_time: 134.3
Word: radzieckim, start_time: 134.3, end_time: 135.0
Word: bawić, start_time: 135.0, end_time: 135.8
Word: słodkich, start_time: 135.8, end_time: 136.5
Word: zaklęć, start_time: 136.5, end_time: 137.1
Word: gamą, start_time: 137.1, end_time: 137.4
Word: każdy, start_time: 137.4, end_time: 138.4
Word: wyraz, start_time: 138.4, end_time: 138.7
Word: pachnie, start_time: 138.7, end_time: 139.2
Word: dzieckiem, start_time: 139.2, end_time: 139.7
Word: każde, start_time: 139.7, end_time: 140.4
Word: słowo, start_time: 140.4, end_time: 140.8
Word: drze, start_time: 140.8, end_time: 141.2
Word: się, start_time: 141.2, end_time: 141.3
Word: mamo, start_time: 141.3, end_time: 141.9
Word: nazbyt, start_time: 141.9, end_time: 142.8
Word: trudno, start_time: 142.8, end_time: 143.4
Word: w, start_time: 143.4, end_time: 143.5
Word: tym, start_time: 143.5, end_time: 143.7
Word: dialekcie, start_time: 143.7, end_time: 144.2
Word: romansowe, start_time: 144.2, end_time: 145.3
Word: snuć, start_time: 145.3, end_time: 145.7
Word: intrygi, start_time: 145.7, end_time: 146.4
Word: Polak, start_time: 146.4, end_time: 147.3
Word: knotem, start_time: 147.3, end_time: 148.0
Word: aspekcie, start_time: 148.0, end_time: 148.7
Word: lub, start_time: 148.7, end_time: 149.4
Word: ten, start_time: 149.4, end_time: 149.9
Word: tuje, start_time: 149.9, end_time: 150.3
Word: ją, start_time: 150.3, end_time: 150.5
Word: na, start_time: 150.5, end_time: 151.2
Word: migi, start_time: 151.2, end_time: 151.6
Word: stąd, start_time: 151.6, end_time: 152.9
Word: gdy, start_time: 152.9, end_time: 153.3
Word: w, start_time: 153.3, end_time: 153.4
Word: Polsce, start_time: 153.4, end_time: 153.6
Word: do, start_time: 153.6, end_time: 154.0
Word: kolacji, start_time: 154.0, end_time: 154.4
Word: punkcie, start_time: 154.4, end_time: 155.2
Word: odmienną, start_time: 155.2, end_time: 156.3
Word: Społem, start_time: 156.3, end_time: 156.9
Word: Główna, start_time: 156.9, end_time: 157.8
Word: cząstka, start_time: 157.8, end_time: 158.4
Word: konwersacji, start_time: 158.4, end_time: 159.2
Word: zwykła, start_time: 159.2, end_time: 159.8
Word: toczyć, start_time: 159.8, end_time: 160.2
Word: się, start_time: 160.2, end_time: 160.4
Word: pod, start_time: 160.4, end_time: 161.3
Word: stołem, start_time: 161.3, end_time: 161.7
Word: niech, start_time: 161.7, end_time: 161.8
Word: wpadnie, start_time: 161.8, end_time: 162.9
Word: ci, start_time: 162.9, end_time: 163.0
Word: serweta, start_time: 163.0, end_time: 163.6
Word: człowiek, start_time: 163.6, end_time: 164.5
Word: oczom, start_time: 164.5, end_time: 165.0
Word: swym, start_time: 165.0, end_time: 165.0
Word: nie, start_time: 165.0, end_time: 165.4
Word: wierzy, start_time: 165.4, end_time: 165.7
Word: gdzie, start_time: 165.7, end_time: 166.4
Word: mężczyzna, start_time: 166.4, end_time: 166.9
Word: gdzie, start_time: 166.9, end_time: 167.6
Word: kobieta, start_time: 167.6, end_time: 168.0
Word: która, start_time: 168.0, end_time: 168.9
Word: noga, start_time: 168.9, end_time: 169.3
Word: gdzie, start_time: 169.3, end_time: 169.6
Word: należy, start_time: 169.6, end_time: 170.1
Word: pantofelków, start_time: 170.1, end_time: 171.5
Word: butów, start_time: 171.5, end_time: 172.2
Word: gęstwa, start_time: 172.2, end_time: 172.8
Word: fantastycznie, start_time: 172.8, end_time: 173.9
Word: poplątana, start_time: 173.9, end_time: 174.6
Word: stacza, start_time: 174.6, end_time: 175.3
Word: walki, start_time: 175.3, end_time: 175.9
Word: pełne, start_time: 175.9, end_time: 176.4
Word: męstwa, start_time: 176.4, end_time: 177.0
Word: istny, start_time: 177.0, end_time: 177.8
Word: Grunwald, start_time: 177.8, end_time: 178.6
Word: Mistrza, start_time: 178.6, end_time: 179.2
Word: Jana, start_time: 179.2, end_time: 179.6
Transcript: tak pod stołem wieczór Cały gimnastyczne trwa ćwiczenie na przy stole komunały o żeromskim lub w gipsie nie lecz najcięższą budzi troskę że marnieje lód na szwedzkiej że już cicho polską wioskę zgasił żargon literacki na wieś gdy się człowiek do będzie chcąc odetchnąć życiem zdrowszym słyszy Kaśka jak że będzie względem tego co i owszem widzę to zebraną tłumnie kapłanów sztuki Elite co swe kudły wznoszą dumnie ponad Rzeczypospolitej wyświetlanych duchów związek w Idei Stróże czystej wasz to jest psi obowiązek kształcić język ten ojczysty Skończcie wasze komedie schowajcie pawie ogony życie czym każdy z nas żyje Idźcie kochać za milion
Confidence: 0.848738431930542
Word: tak, start_time: 179.9, end_time: 180.3
Word: pod, start_time: 180.3, end_time: 180.6
Word: stołem, start_time: 180.6, end_time: 181.0
Word: wieczór, start_time: 181.0, end_time: 181.6
Word: Cały, start_time: 181.6, end_time: 182.0
Word: gimnastyczne, start_time: 182.0, end_time: 183.3
Word: trwa, start_time: 183.3, end_time: 183.7
Word: ćwiczenie, start_time: 183.7, end_time: 184.3
Word: na, start_time: 184.3, end_time: 184.7
Word: przy, start_time: 184.7, end_time: 184.9
Word: stole, start_time: 184.9, end_time: 185.3
Word: komunały, start_time: 185.3, end_time: 186.3
Word: o, start_time: 186.3, end_time: 186.6
Word: żeromskim, start_time: 186.6, end_time: 187.0
Word: lub, start_time: 187.0, end_time: 188.0
Word: w, start_time: 188.0, end_time: 188.1
Word: gipsie, start_time: 188.1, end_time: 188.3
Word: nie, start_time: 188.3, end_time: 188.7
Word: lecz, start_time: 188.7, end_time: 189.5
Word: najcięższą, start_time: 189.5, end_time: 190.7
Word: budzi, start_time: 190.7, end_time: 191.1
Word: troskę, start_time: 191.1, end_time: 191.6
Word: że, start_time: 191.6, end_time: 192.1
Word: marnieje, start_time: 192.1, end_time: 192.8
Word: lód, start_time: 192.8, end_time: 193.2
Word: na, start_time: 193.2, end_time: 193.4
Word: szwedzkiej, start_time: 193.4, end_time: 194.2
Word: że, start_time: 194.2, end_time: 194.6
Word: już, start_time: 194.6, end_time: 194.8
Word: cicho, start_time: 194.8, end_time: 195.4
Word: polską, start_time: 195.4, end_time: 196.2
Word: wioskę, start_time: 196.2, end_time: 196.8
Word: zgasił, start_time: 196.8, end_time: 197.7
Word: żargon, start_time: 197.7, end_time: 198.4
Word: literacki, start_time: 198.4, end_time: 199.4
Word: na, start_time: 199.4, end_time: 200.4
Word: wieś, start_time: 200.4, end_time: 200.7
Word: gdy, start_time: 200.7, end_time: 201.3
Word: się, start_time: 201.3, end_time: 201.4
Word: człowiek, start_time: 201.4, end_time: 201.5
Word: do, start_time: 201.5, end_time: 201.9
Word: będzie, start_time: 201.9, end_time: 202.2
Word: chcąc, start_time: 202.2, end_time: 203.0
Word: odetchnąć, start_time: 203.0, end_time: 203.9
Word: życiem, start_time: 203.9, end_time: 204.3
Word: zdrowszym, start_time: 204.3, end_time: 204.9
Word: słyszy, start_time: 204.9, end_time: 205.5
Word: Kaśka, start_time: 205.5, end_time: 206.5
Word: jak, start_time: 206.5, end_time: 207.2
Word: że, start_time: 207.2, end_time: 207.3
Word: będzie, start_time: 207.3, end_time: 207.8
Word: względem, start_time: 207.8, end_time: 208.5
Word: tego, start_time: 208.5, end_time: 208.9
Word: co, start_time: 208.9, end_time: 209.3
Word: i, start_time: 209.3, end_time: 209.4
Word: owszem, start_time: 209.4, end_time: 209.8
Word: widzę, start_time: 209.8, end_time: 210.9
Word: to, start_time: 210.9, end_time: 211.1
Word: zebraną, start_time: 211.1, end_time: 211.7
Word: tłumnie, start_time: 211.7, end_time: 212.3
Word: kapłanów, start_time: 212.3, end_time: 213.4
Word: sztuki, start_time: 213.4, end_time: 213.9
Word: Elite, start_time: 213.9, end_time: 214.3
Word: co, start_time: 214.3, end_time: 215.1
Word: swe, start_time: 215.1, end_time: 215.3
Word: kudły, start_time: 215.3, end_time: 215.7
Word: wznoszą, start_time: 215.7, end_time: 216.1
Word: dumnie, start_time: 216.1, end_time: 216.7
Word: ponad, start_time: 216.7, end_time: 217.3
Word: Rzeczypospolitej, start_time: 217.3, end_time: 218.5
Word: wyświetlanych, start_time: 218.5, end_time: 220.5
Word: duchów, start_time: 220.5, end_time: 220.9
Word: związek, start_time: 220.9, end_time: 221.5
Word: w, start_time: 221.5, end_time: 222.1
Word: Idei, start_time: 222.1, end_time: 222.9
Word: Stróże, start_time: 222.9, end_time: 223.6
Word: czystej, start_time: 223.6, end_time: 224.1
Word: wasz, start_time: 224.1, end_time: 225.0
Word: to, start_time: 225.0, end_time: 225.3
Word: jest, start_time: 225.3, end_time: 225.6
Word: psi, start_time: 225.6, end_time: 226.1
Word: obowiązek, start_time: 226.1, end_time: 226.5
Word: kształcić, start_time: 226.5, end_time: 228.0
Word: język, start_time: 228.0, end_time: 228.5
Word: ten, start_time: 228.5, end_time: 228.7
Word: ojczysty, start_time: 228.7, end_time: 229.4
Word: Skończcie, start_time: 229.4, end_time: 230.2
Word: wasze, start_time: 230.2, end_time: 230.6
Word: komedie, start_time: 230.6, end_time: 231.2
Word: schowajcie, start_time: 231.2, end_time: 232.1
Word: pawie, start_time: 232.1, end_time: 232.5
Word: ogony, start_time: 232.5, end_time: 232.6
Word: życie, start_time: 232.6, end_time: 233.7
Word: czym, start_time: 233.7, end_time: 234.3
Word: każdy, start_time: 234.3, end_time: 234.9
Word: z, start_time: 234.9, end_time: 235.0
Word: nas, start_time: 235.0, end_time: 235.3
Word: żyje, start_time: 235.3, end_time: 235.9
Word: Idźcie, start_time: 235.9, end_time: 236.6
Word: kochać, start_time: 236.6, end_time: 238.0
Word: za, start_time: 238.0, end_time: 239.3
Word: milion, start_time: 239.3, end_time: 239.7
Transcript: dość nastrojów waszych dranie uczniem mówić waszych Braci To jest wasze powołanie od tego was naród płaci język naszym skarbem Świętym nie igraszką obojętną nie krwią ale atramentem bije dzisiaj Ludów tętno musi naprzód iść z wami a nie tępić życia zaród soków w pełnię czerpać z ziemi Jaki język taki naród wpisany w roku 1907
Confidence: 0.9239899516105652
Word: dość, start_time: 240.0, end_time: 241.2
Word: nastrojów, start_time: 241.2, end_time: 242.0
Word: waszych, start_time: 242.0, end_time: 242.5
Word: dranie, start_time: 242.5, end_time: 243.2
Word: uczniem, start_time: 243.2, end_time: 244.1
Word: mówić, start_time: 244.1, end_time: 244.7
Word: waszych, start_time: 244.7, end_time: 245.3
Word: Braci, start_time: 245.3, end_time: 245.8
Word: To, start_time: 245.8, end_time: 246.3
Word: jest, start_time: 246.3, end_time: 246.6
Word: wasze, start_time: 246.6, end_time: 247.0
Word: powołanie, start_time: 247.0, end_time: 247.8
Word: od, start_time: 247.8, end_time: 248.4
Word: tego, start_time: 248.4, end_time: 248.9
Word: was, start_time: 248.9, end_time: 249.5
Word: naród, start_time: 249.5, end_time: 250.0
Word: płaci, start_time: 250.0, end_time: 250.7
Word: język, start_time: 250.7, end_time: 251.9
Word: naszym, start_time: 251.9, end_time: 252.3
Word: skarbem, start_time: 252.3, end_time: 252.6
Word: Świętym, start_time: 252.6, end_time: 253.5
Word: nie, start_time: 253.5, end_time: 254.1
Word: igraszką, start_time: 254.1, end_time: 254.4
Word: obojętną, start_time: 254.4, end_time: 255.4
Word: nie, start_time: 255.4, end_time: 255.9
Word: krwią, start_time: 255.9, end_time: 256.2
Word: ale, start_time: 256.2, end_time: 256.9
Word: atramentem, start_time: 256.9, end_time: 257.8
Word: bije, start_time: 257.8, end_time: 258.7
Word: dzisiaj, start_time: 258.7, end_time: 259.2
Word: Ludów, start_time: 259.2, end_time: 259.6
Word: tętno, start_time: 259.6, end_time: 260.2
Word: musi, start_time: 260.2, end_time: 261.1
Word: naprzód, start_time: 261.1, end_time: 261.7
Word: iść, start_time: 261.7, end_time: 262.2
Word: z, start_time: 262.2, end_time: 262.5
Word: wami, start_time: 262.5, end_time: 262.7
Word: a, start_time: 262.7, end_time: 263.2
Word: nie, start_time: 263.2, end_time: 263.9
Word: tępić, start_time: 263.9, end_time: 264.5
Word: życia, start_time: 264.5, end_time: 265.0
Word: zaród, start_time: 265.0, end_time: 265.5
Word: soków, start_time: 265.5, end_time: 266.6
Word: w, start_time: 266.6, end_time: 266.7
Word: pełnię, start_time: 266.7, end_time: 267.1
Word: czerpać, start_time: 267.1, end_time: 267.6
Word: z, start_time: 267.6, end_time: 267.7
Word: ziemi, start_time: 267.7, end_time: 268.2
Word: Jaki, start_time: 268.2, end_time: 269.2
Word: język, start_time: 269.2, end_time: 269.7
Word: taki, start_time: 269.7, end_time: 270.4
Word: naród, start_time: 270.4, end_time: 270.8
Word: wpisany, start_time: 270.8, end_time: 272.0
Word: w, start_time: 272.0, end_time: 272.1
Word: roku, start_time: 272.1, end_time: 272.4
Word: 1907, start_time: 272.4, end_time: 273.7
