Waiting for operation to complete...
Transcript: część druga druga przedmowa jeżeli zdoła liście objąć i zrozumieć te książkę którym to przypuszczeniem wyświadcza się wam nieskończenie wiele zaszczytu nawet najgłębszy autor nie zawsze obejmuje można powiedzieć nigdy nie obejmuje różnych znaczeń swojej książki jej doniosłości ani też dobrego lub złego Jakie można nią wyrządzić zatem jeżeli przestudiować liście z pewną uwagą te drobne scenki z życia małżeńskiego zauważyliście Być może ich koloryt Jaki kolor YT zapyta z pewnością jakiś poczciwy sklepikarz książki bywają oprawne żółto niebiesko biało perłowo zielonkawo niestety książki mają jeszcze inny kolor zabarwione są przez autora i niektórzy pisarze za pożyczają się w swoim kolorycie jednej książki rzucają refleksy na drugie
Confidence: 0.900003969669342
Word: część, start_time: 0.0, end_time: 1.1
Word: mają, start_time: 47.7, end_time: 48.1
Word: jeszcze, start_time: 48.1, end_time: 48.3
Word: inny, start_time: 48.3, end_time: 49.1
Word: kolor, start_time: 49.1, end_time: 49.4
Word: zabarwione, start_time: 49.4, end_time: 50.6
Word: są, start_time: 50.6, end_time: 50.7
Word: przez, start_time: 50.7, end_time: 51.0
Word: autora, start_time: 51.0, end_time: 51.6
Word: i, start_time: 51.6, end_time: 51.8
Word: niektórzy, start_time: 51.8, end_time: 52.7
Word: pisarze, start_time: 52.7, end_time: 53.4
Word: za, start_time: 53.4, end_time: 53.9
Word: pożyczają, start_time: 53.9, end_time: 54.6
Word: się, start_time: 54.6, end_time: 54.8
Word: w, start_time: 54.8, end_time: 54.9
Word: swoim, start_time: 54.9, end_time: 55.2
Word: kolorycie, start_time: 55.2, end_time: 55.8
Word: jednej, start_time: 55.8, end_time: 56.9
Word: książki, start_time: 56.9, end_time: 57.4
Word: rzucają, start_time: 57.4, end_time: 58.2
Word: refleksy, start_time: 58.2, end_time: 58.8
Word: na, start_time: 58.8, end_time: 58.8
Word: drugie, start_time: 58.8, end_time: 59.3
Transcript: nie koniec na tym wśród książek znajdują się blondynki i brunetki szatynki lub rude wreszcie mają one i swoją płeć znamy książki płci męskiej i płci żeńskiej książki które rzecz Nader smutna są bezpłciowe co pochlebia my sobie nie ma miejsca w naszym wypadku jeżeli w ogóle uczynicie temu zbior kowi obrazków klinicznych zaszczyt nazwania go książką aż dotąd wszystkie te niedole są niedola mi w jaki dzień czy mężczyzna przykuty do jarzma kobiety dotąd zatem poznaliście dopiero stronę męską tej książki i jeżeli autor ma w istocie słuch tak delikatny jak go Otto posądzony pochwycił Już z pewnością nie jeden wykrzyknik lub radę rozwścieczony i kobiety słyszymy wciąż tylko o niedoladowany
Confidence: 0.950472891330719
Word: nie, start_time: 59.9, end_time: 60.2
Word: koniec, start_time: 60.2, end_time: 60.6
Word: na, start_time: 60.6, end_time: 60.8
Word: tym, start_time: 60.8, end_time: 60.9
Word: wśród, start_time: 60.9, end_time: 62.1
Word: książek, start_time: 62.1, end_time: 62.6
Word: znajdują, start_time: 62.6, end_time: 63.4
Word: się, start_time: 63.4, end_time: 63.6
Word: blondynki, start_time: 63.6, end_time: 64.4
Word: i, start_time: 64.4, end_time: 64.6
Word: brunetki, start_time: 64.6, end_time: 64.8
Word: szatynki, start_time: 64.8, end_time: 65.7
Word: lub, start_time: 65.7, end_time: 67.0
Word: rude, start_time: 67.0, end_time: 67.4
Word: wreszcie, start_time: 67.4, end_time: 68.5
Word: mają, start_time: 68.5, end_time: 69.2
Word: one, start_time: 69.2, end_time: 69.6
Word: i, start_time: 69.6, end_time: 69.8
Word: swoją, start_time: 69.8, end_time: 70.3
Word: płeć, start_time: 70.3, end_time: 70.6
Word: znamy, start_time: 70.6, end_time: 72.1
Word: książki, start_time: 72.1, end_time: 72.7
Word: płci, start_time: 72.7, end_time: 73.1
Word: męskiej, start_time: 73.1, end_time: 73.2
Word: i, start_time: 73.2, end_time: 73.8
Word: płci, start_time: 73.8, end_time: 74.4
Word: żeńskiej, start_time: 74.4, end_time: 74.5
Word: książki, start_time: 74.5, end_time: 76.1
Word: które, start_time: 76.1, end_time: 76.7
Word: rzecz, start_time: 76.7, end_time: 77.0
Word: Nader, start_time: 77.0, end_time: 77.5
Word: smutna, start_time: 77.5, end_time: 78.0
Word: są, start_time: 78.0, end_time: 78.2
Word: bezpłciowe, start_time: 78.2, end_time: 79.2
Word: co, start_time: 79.2, end_time: 79.9
Word: pochlebia, start_time: 79.9, end_time: 80.5
Word: my, start_time: 80.5, end_time: 80.6
Word: sobie, start_time: 80.6, end_time: 80.9
Word: nie, start_time: 80.9, end_time: 81.5
Word: ma, start_time: 81.5, end_time: 81.7
Word: miejsca, start_time: 81.7, end_time: 82.1
Word: w, start_time: 82.1, end_time: 82.2
Word: naszym, start_time: 82.2, end_time: 82.5
Word: wypadku, start_time: 82.5, end_time: 82.8
Word: jeżeli, start_time: 82.8, end_time: 84.0
Word: w, start_time: 84.0, end_time: 84.1
Word: ogóle, start_time: 84.1, end_time: 84.3
Word: uczynicie, start_time: 84.3, end_time: 85.3
Word: temu, start_time: 85.3, end_time: 85.7
Word: zbior, start_time: 85.7, end_time: 86.0
Word: kowi, start_time: 86.0, end_time: 86.4
Word: obrazków, start_time: 86.4, end_time: 87.1
Word: klinicznych, start_time: 87.1, end_time: 87.9
Word: zaszczyt, start_time: 87.9, end_time: 89.0
Word: nazwania, start_time: 89.0, end_time: 89.9
Word: go, start_time: 89.9, end_time: 90.0
Word: książką, start_time: 90.0, end_time: 90.7
Word: aż, start_time: 90.7, end_time: 92.0
Word: dotąd, start_time: 92.0, end_time: 92.3
Word: wszystkie, start_time: 92.3, end_time: 93.3
Word: te, start_time: 93.3, end_time: 93.4
Word: niedole, start_time: 93.4, end_time: 94.0
Word: są, start_time: 94.0, end_time: 94.2
Word: niedola, start_time: 94.2, end_time: 94.9
Word: mi, start_time: 94.9, end_time: 95.1
Word: w, start_time: 95.1, end_time: 95.3
Word: jaki, start_time: 95.3, end_time: 95.9
Word: dzień, start_time: 95.9, end_time: 96.4
Word: czy, start_time: 96.4, end_time: 96.6
Word: mężczyzna, start_time: 96.6, end_time: 97.4
Word: przykuty, start_time: 97.4, end_time: 98.1
Word: do, start_time: 98.1, end_time: 98.2
Word: jarzma, start_time: 98.2, end_time: 98.6
Word: kobiety, start_time: 98.6, end_time: 99.2
Word: dotąd, start_time: 99.2, end_time: 100.5
Word: zatem, start_time: 100.5, end_time: 101.0
Word: poznaliście, start_time: 101.0, end_time: 101.8
Word: dopiero, start_time: 101.8, end_time: 102.2
Word: stronę, start_time: 102.2, end_time: 102.6
Word: męską, start_time: 102.6, end_time: 103.3
Word: tej, start_time: 103.3, end_time: 103.6
Word: książki, start_time: 103.6, end_time: 104.1
Word: i, start_time: 104.1, end_time: 104.3
Word: jeżeli, start_time: 104.3, end_time: 105.4
Word: autor, start_time: 105.4, end_time: 106.0
Word: ma, start_time: 106.0, end_time: 106.2
Word: w, start_time: 106.2, end_time: 106.3
Word: istocie, start_time: 106.3, end_time: 106.7
Word: słuch, start_time: 106.7, end_time: 107.2
Word: tak, start_time: 107.2, end_time: 107.5
Word: delikatny, start_time: 107.5, end_time: 108.2
Word: jak, start_time: 108.2, end_time: 108.7
Word: go, start_time: 108.7, end_time: 109.0
Word: Otto, start_time: 109.0, end_time: 109.4
Word: posądzony, start_time: 109.4, end_time: 110.1
Word: pochwycił, start_time: 110.1, end_time: 111.3
Word: Już, start_time: 111.3, end_time: 111.6
Word: z, start_time: 111.6, end_time: 111.7
Word: pewnością, start_time: 111.7, end_time: 111.9
Word: nie, start_time: 111.9, end_time: 112.5
Word: jeden, start_time: 112.5, end_time: 112.9
Word: wykrzyknik, start_time: 112.9, end_time: 113.2
Word: lub, start_time: 113.2, end_time: 113.9
Word: radę, start_time: 113.9, end_time: 114.4
Word: rozwścieczony, start_time: 114.4, end_time: 115.7
Word: i, start_time: 115.7, end_time: 115.7
Word: kobiety, start_time: 115.7, end_time: 116.3
Word: słyszymy, start_time: 116.3, end_time: 117.6
Word: wciąż, start_time: 117.6, end_time: 118.0
Word: tylko, start_time: 118.0, end_time: 118.3
Word: o, start_time: 118.3, end_time: 118.5
Word: niedoladowany, start_time: 118.5, end_time: 119.6
Transcript: przez tych panów powie ta kobieta tak jak gdybyśmy nie miały także naszych małych niedoli u kobiety usłyszany został wasz głos bowiem Jeżeli nie zawsze jesteście zrozumiany umiecie się o to postarać abyście zawsze były usłyszany a więc byłoby najwyższą niesprawiedliwością zrzucać na wasze barki jedynie te wyrzekania które Każda jednostka społeczna sprzężona w jarzmo commune małżeńskie ma prawo zwracać przeciw tej instytucji potrzebnej świętej użytecznej na wskroś zachowawczej lecz nieco krępującej i nieco zbyt obcisłe i pod pachami lub niekiedy znowu zbyt luźnej pójdę jeszcze dalej stronniczość taka byłaby oczywistym kretynizm m człowiek mówię człowiek nie pisarz ponieważ w pisarzu mieści się wielu ludzi zatem
Confidence: 0.9471793174743652
Word: przez, start_time: 119.9, end_time: 120.1
Word: tych, start_time: 120.1, end_time: 120.3
Word: panów, start_time: 120.3, end_time: 120.8
Word: powie, start_time: 120.8, end_time: 121.8
Word: ta, start_time: 121.8, end_time: 121.9
Word: kobieta, start_time: 121.9, end_time: 122.3
Word: tak, start_time: 122.3, end_time: 122.9
Word: jak, start_time: 122.9, end_time: 123.1
Word: gdybyśmy, start_time: 123.1, end_time: 123.7
Word: nie, start_time: 123.7, end_time: 124.1
Word: miały, start_time: 124.1, end_time: 124.5
Word: także, start_time: 124.5, end_time: 124.8
Word: naszych, start_time: 124.8, end_time: 125.5
Word: małych, start_time: 125.5, end_time: 125.9
Word: niedoli, start_time: 125.9, end_time: 126.6
Word: u, start_time: 126.6, end_time: 126.8
Word: kobiety, start_time: 126.8, end_time: 128.1
Word: usłyszany, start_time: 128.1, end_time: 129.7
Word: został, start_time: 129.7, end_time: 130.2
Word: wasz, start_time: 130.2, end_time: 130.4
Word: głos, start_time: 130.4, end_time: 130.7
Word: bowiem, start_time: 130.7, end_time: 131.7
Word: Jeżeli, start_time: 131.7, end_time: 132.3
Word: nie, start_time: 132.3, end_time: 132.5
Word: zawsze, start_time: 132.5, end_time: 132.8
Word: jesteście, start_time: 132.8, end_time: 133.4
Word: zrozumiany, start_time: 133.4, end_time: 134.3
Word: umiecie, start_time: 134.3, end_time: 135.1
Word: się, start_time: 135.1, end_time: 135.2
Word: o, start_time: 135.2, end_time: 135.4
Word: to, start_time: 135.4, end_time: 135.5
Word: postarać, start_time: 135.5, end_time: 135.7
Word: abyście, start_time: 135.7, end_time: 136.9
Word: zawsze, start_time: 136.9, end_time: 137.6
Word: były, start_time: 137.6, end_time: 138.0
Word: usłyszany, start_time: 138.0, end_time: 139.0
Word: a, start_time: 139.0, end_time: 139.2
Word: więc, start_time: 139.2, end_time: 140.1
Word: byłoby, start_time: 140.1, end_time: 140.4
Word: najwyższą, start_time: 140.4, end_time: 141.0
Word: niesprawiedliwością, start_time: 141.0, end_time: 142.1
Word: zrzucać, start_time: 142.1, end_time: 143.1
Word: na, start_time: 143.1, end_time: 143.3
Word: wasze, start_time: 143.3, end_time: 143.6
Word: barki, start_time: 143.6, end_time: 143.9
Word: jedynie, start_time: 143.9, end_time: 144.4
Word: te, start_time: 144.4, end_time: 144.6
Word: wyrzekania, start_time: 144.6, end_time: 145.2
Word: które, start_time: 145.2, end_time: 145.9
Word: Każda, start_time: 145.9, end_time: 146.5
Word: jednostka, start_time: 146.5, end_time: 146.8
Word: społeczna, start_time: 146.8, end_time: 147.7
Word: sprzężona, start_time: 147.7, end_time: 148.7
Word: w, start_time: 148.7, end_time: 148.7
Word: jarzmo, start_time: 148.7, end_time: 149.3
Word: commune, start_time: 149.3, end_time: 150.1
Word: małżeńskie, start_time: 150.1, end_time: 151.6
Word: ma, start_time: 151.6, end_time: 152.1
Word: prawo, start_time: 152.1, end_time: 152.5
Word: zwracać, start_time: 152.5, end_time: 153.1
Word: przeciw, start_time: 153.1, end_time: 153.5
Word: tej, start_time: 153.5, end_time: 153.7
Word: instytucji, start_time: 153.7, end_time: 154.3
Word: potrzebnej, start_time: 154.3, end_time: 155.3
Word: świętej, start_time: 155.3, end_time: 156.3
Word: użytecznej, start_time: 156.3, end_time: 157.4
Word: na, start_time: 157.4, end_time: 157.8
Word: wskroś, start_time: 157.8, end_time: 158.1
Word: zachowawczej, start_time: 158.1, end_time: 159.2
Word: lecz, start_time: 159.2, end_time: 159.8
Word: nieco, start_time: 159.8, end_time: 160.3
Word: krępującej, start_time: 160.3, end_time: 161.1
Word: i, start_time: 161.1, end_time: 161.3
Word: nieco, start_time: 161.3, end_time: 161.9
Word: zbyt, start_time: 161.9, end_time: 162.1
Word: obcisłe, start_time: 162.1, end_time: 162.9
Word: i, start_time: 162.9, end_time: 163.2
Word: pod, start_time: 163.2, end_time: 163.5
Word: pachami, start_time: 163.5, end_time: 163.9
Word: lub, start_time: 163.9, end_time: 164.6
Word: niekiedy, start_time: 164.6, end_time: 164.9
Word: znowu, start_time: 164.9, end_time: 165.4
Word: zbyt, start_time: 165.4, end_time: 166.0
Word: luźnej, start_time: 166.0, end_time: 166.5
Word: pójdę, start_time: 166.5, end_time: 167.7
Word: jeszcze, start_time: 167.7, end_time: 167.9
Word: dalej, start_time: 167.9, end_time: 168.1
Word: stronniczość, start_time: 168.1, end_time: 169.8
Word: taka, start_time: 169.8, end_time: 170.2
Word: byłaby, start_time: 170.2, end_time: 170.8
Word: oczywistym, start_time: 170.8, end_time: 171.7
Word: kretynizm, start_time: 171.7, end_time: 172.4
Word: m, start_time: 172.4, end_time: 172.5
Word: człowiek, start_time: 172.5, end_time: 173.9
Word: mówię, start_time: 173.9, end_time: 174.7
Word: człowiek, start_time: 174.7, end_time: 174.9
Word: nie, start_time: 174.9, end_time: 175.7
Word: pisarz, start_time: 175.7, end_time: 176.2
Word: ponieważ, start_time: 176.2, end_time: 176.9
Word: w, start_time: 176.9, end_time: 177.0
Word: pisarzu, start_time: 177.0, end_time: 177.6
Word: mieści, start_time: 177.6, end_time: 178.1
Word: się, start_time: 178.1, end_time: 178.3
Word: wielu, start_time: 178.3, end_time: 178.7
Word: ludzi, start_time: 178.7, end_time: 179.0
Word: zatem, start_time: 179.0, end_time: 179.9
Transcript: autor powinien być podobnym do posągu Janusa siedzieć z przodu i z tyłu formułować odkrywać wszystkie powierzchnie danej myśli przebywać na przemian w duszy i serca i duszy filinta nie wszystko mówić Jednakże wszystko wiedzieć nigdy nie nużyć i nie kończymy tego programu bowiem powiedzieli byśmy wszystko a to byłoby przerażającym dla tych którzy zastanawiają się nad istotą literatury Zresztą autor zabierający głos w środku swojej książki Robi wrażenie owego poczta w obrazach mówiących który wysuwa swą twarz w miejsce malowanej dość więc na tym oto ukaże wam teraz żeńską stronę książki albowiem Jeśli ta książka ma dać zupełny obraz małżeństwa musi być mniej lub więcej androgenowe
Confidence: 0.943310558795929
Word: autor, start_time: 179.9, end_time: 180.5
Word: powinien, start_time: 180.5, end_time: 181.3
Word: być, start_time: 181.3, end_time: 181.7
Word: podobnym, start_time: 181.7, end_time: 182.4
Word: do, start_time: 182.4, end_time: 182.5
Word: posągu, start_time: 182.5, end_time: 183.0
Word: Janusa, start_time: 183.0, end_time: 183.8
Word: siedzieć, start_time: 183.8, end_time: 184.6
Word: z, start_time: 184.6, end_time: 184.7
Word: przodu, start_time: 184.7, end_time: 184.8
Word: i, start_time: 184.8, end_time: 185.3
Word: z, start_time: 185.3, end_time: 185.5
Word: tyłu, start_time: 185.5, end_time: 185.7
Word: formułować, start_time: 185.7, end_time: 187.1
Word: odkrywać, start_time: 187.1, end_time: 188.3
Word: wszystkie, start_time: 188.3, end_time: 189.0
Word: powierzchnie, start_time: 189.0, end_time: 189.7
Word: danej, start_time: 189.7, end_time: 190.1
Word: myśli, start_time: 190.1, end_time: 190.5
Word: przebywać, start_time: 190.5, end_time: 191.6
Word: na, start_time: 191.6, end_time: 191.8
Word: przemian, start_time: 191.8, end_time: 192.3
Word: w, start_time: 192.3, end_time: 192.4
Word: duszy, start_time: 192.4, end_time: 192.7
Word: i, start_time: 192.7, end_time: 192.8
Word: serca, start_time: 192.8, end_time: 193.1
Word: i, start_time: 193.1, end_time: 193.6
Word: duszy, start_time: 193.6, end_time: 194.4
Word: filinta, start_time: 194.4, end_time: 195.0
Word: nie, start_time: 195.0, end_time: 195.8
Word: wszystko, start_time: 195.8, end_time: 196.2
Word: mówić, start_time: 196.2, end_time: 196.6
Word: Jednakże, start_time: 196.6, end_time: 197.4
Word: wszystko, start_time: 197.4, end_time: 198.1
Word: wiedzieć, start_time: 198.1, end_time: 198.7
Word: nigdy, start_time: 198.7, end_time: 199.9
Word: nie, start_time: 199.9, end_time: 200.4
Word: nużyć, start_time: 200.4, end_time: 200.9
Word: i, start_time: 200.9, end_time: 201.2
Word: nie, start_time: 201.2, end_time: 202.4
Word: kończymy, start_time: 202.4, end_time: 202.8
Word: tego, start_time: 202.8, end_time: 203.0
Word: programu, start_time: 203.0, end_time: 203.6
Word: bowiem, start_time: 203.6, end_time: 204.3
Word: powiedzieli, start_time: 204.3, end_time: 205.1
Word: byśmy, start_time: 205.1, end_time: 205.3
Word: wszystko, start_time: 205.3, end_time: 206.0
Word: a, start_time: 206.0, end_time: 206.2
Word: to, start_time: 206.2, end_time: 206.8
Word: byłoby, start_time: 206.8, end_time: 207.3
Word: przerażającym, start_time: 207.3, end_time: 208.5
Word: dla, start_time: 208.5, end_time: 208.7
Word: tych, start_time: 208.7, end_time: 209.0
Word: którzy, start_time: 209.0, end_time: 209.6
Word: zastanawiają, start_time: 209.6, end_time: 210.1
Word: się, start_time: 210.1, end_time: 210.6
Word: nad, start_time: 210.6, end_time: 210.8
Word: istotą, start_time: 210.8, end_time: 211.7
Word: literatury, start_time: 211.7, end_time: 212.4
Word: Zresztą, start_time: 212.4, end_time: 213.9
Word: autor, start_time: 213.9, end_time: 214.5
Word: zabierający, start_time: 214.5, end_time: 215.5
Word: głos, start_time: 215.5, end_time: 215.6
Word: w, start_time: 215.6, end_time: 215.9
Word: środku, start_time: 215.9, end_time: 216.6
Word: swojej, start_time: 216.6, end_time: 216.9
Word: książki, start_time: 216.9, end_time: 217.3
Word: Robi, start_time: 217.3, end_time: 218.1
Word: wrażenie, start_time: 218.1, end_time: 218.5
Word: owego, start_time: 218.5, end_time: 218.9
Word: poczta, start_time: 218.9, end_time: 219.5
Word: w, start_time: 219.5, end_time: 219.9
Word: obrazach, start_time: 219.9, end_time: 220.5
Word: mówiących, start_time: 220.5, end_time: 221.2
Word: który, start_time: 221.2, end_time: 222.0
Word: wysuwa, start_time: 222.0, end_time: 222.3
Word: swą, start_time: 222.3, end_time: 222.8
Word: twarz, start_time: 222.8, end_time: 223.1
Word: w, start_time: 223.1, end_time: 223.5
Word: miejsce, start_time: 223.5, end_time: 224.1
Word: malowanej, start_time: 224.1, end_time: 224.7
Word: dość, start_time: 224.7, end_time: 226.1
Word: więc, start_time: 226.1, end_time: 226.3
Word: na, start_time: 226.3, end_time: 226.5
Word: tym, start_time: 226.5, end_time: 226.8
Word: oto, start_time: 226.8, end_time: 227.7
Word: ukaże, start_time: 227.7, end_time: 228.3
Word: wam, start_time: 228.3, end_time: 228.3
Word: teraz, start_time: 228.3, end_time: 228.6
Word: żeńską, start_time: 228.6, end_time: 229.7
Word: stronę, start_time: 229.7, end_time: 230.3
Word: książki, start_time: 230.3, end_time: 230.6
Word: albowiem, start_time: 230.6, end_time: 231.9
Word: Jeśli, start_time: 231.9, end_time: 232.6
Word: ta, start_time: 232.6, end_time: 232.7
Word: książka, start_time: 232.7, end_time: 233.0
Word: ma, start_time: 233.0, end_time: 233.3
Word: dać, start_time: 233.3, end_time: 233.5
Word: zupełny, start_time: 233.5, end_time: 234.1
Word: obraz, start_time: 234.1, end_time: 234.5
Word: małżeństwa, start_time: 234.5, end_time: 235.1
Word: musi, start_time: 235.1, end_time: 235.9
Word: być, start_time: 235.9, end_time: 236.1
Word: mniej, start_time: 236.1, end_time: 236.8
Word: lub, start_time: 236.8, end_time: 237.3
Word: więcej, start_time: 237.3, end_time: 237.4
Word: androgenowe, start_time: 237.4, end_time: 239.3
