Waiting for operation to complete...
Transcript: Artur Oppman o Józiu Gapić Elu
Confidence: 0.806060791015625
Word: Artur, start_time: 0.0, end_time: 1.4
Word: siebie, start_time: 19.2, end_time: 19.6
Word: ciągle, start_time: 19.6, end_time: 20.5
Word: Szuka, start_time: 20.5, end_time: 20.9
Word: coś, start_time: 20.9, end_time: 21.0
Word: po, start_time: 21.0, end_time: 21.3
Word: niebie, start_time: 21.3, end_time: 21.7
Word: wznosi, start_time: 21.7, end_time: 22.7
Word: oczy, start_time: 22.7, end_time: 23.2
Word: do, start_time: 23.2, end_time: 23.7
Word: góry, start_time: 23.7, end_time: 23.8
Word: czy, start_time: 23.8, end_time: 24.9
Word: on, start_time: 24.9, end_time: 25.0
Word: szuka, start_time: 25.0, end_time: 25.3
Word: w, start_time: 25.3, end_time: 25.4
Word: niebie, start_time: 25.4, end_time: 25.6
Word: dziury, start_time: 25.6, end_time: 25.9
Word: co, start_time: 25.9, end_time: 26.4
Word: chcesz, start_time: 26.4, end_time: 26.8
Word: i, start_time: 26.8, end_time: 26.9
Word: wygląda, start_time: 26.9, end_time: 27.6
Word: ładnie, start_time: 27.6, end_time: 28.1
Word: to, start_time: 28.1, end_time: 28.8
Word: z, start_time: 28.8, end_time: 28.9
Word: pagórka, start_time: 28.9, end_time: 29.3
Word: na, start_time: 29.3, end_time: 29.8
Word: dół, start_time: 29.8, end_time: 30.0
Word: wpadnie, start_time: 30.0, end_time: 30.3
Word: to, start_time: 30.3, end_time: 31.3
Word: odbija, start_time: 31.3, end_time: 31.9
Word: się, start_time: 31.9, end_time: 32.1
Word: od, start_time: 32.1, end_time: 32.2
Word: ściany, start_time: 32.2, end_time: 32.3
Word: w, start_time: 32.3, end_time: 32.8
Word: wietrznie, start_time: 32.8, end_time: 33.5
Word: chodzi, start_time: 33.5, end_time: 33.9
Word: podrapany, start_time: 33.9, end_time: 34.8
Word: Co, start_time: 34.8, end_time: 35.5
Word: dzień, start_time: 35.5, end_time: 35.8
Word: na, start_time: 35.8, end_time: 35.9
Word: przygodę, start_time: 35.9, end_time: 36.4
Word: nową, start_time: 36.4, end_time: 36.6
Word: raz, start_time: 36.6, end_time: 37.3
Word: oczywiście, start_time: 37.3, end_time: 37.8
Word: wyciął, start_time: 37.8, end_time: 38.6
Word: głową, start_time: 38.6, end_time: 39.0
Word: raz, start_time: 39.0, end_time: 39.6
Word: do, start_time: 39.6, end_time: 39.8
Word: rowu, start_time: 39.8, end_time: 40.1
Word: wpadł, start_time: 40.1, end_time: 40.5
Word: po, start_time: 40.5, end_time: 40.7
Word: szyję, start_time: 40.7, end_time: 41.1
Word: dziwne, start_time: 41.1, end_time: 41.8
Word: że, start_time: 41.8, end_time: 42.2
Word: się, start_time: 42.2, end_time: 42.4
Word: nie, start_time: 42.4, end_time: 42.5
Word: zabije, start_time: 42.5, end_time: 43.1
Word: patrząc, start_time: 43.1, end_time: 44.4
Word: gdzieś, start_time: 44.4, end_time: 44.8
Word: tam, start_time: 44.8, end_time: 45.0
Word: w, start_time: 45.0, end_time: 45.1
Word: górę, start_time: 45.1, end_time: 45.5
Word: head, start_time: 45.5, end_time: 46.2
Word: raz, start_time: 46.2, end_time: 47.0
Word: z, start_time: 47.0, end_time: 47.1
Word: książeczką, start_time: 47.1, end_time: 47.8
Word: kapuś, start_time: 47.8, end_time: 48.2
Word: szedł, start_time: 48.2, end_time: 48.5
Word: Idzie, start_time: 48.5, end_time: 49.9
Word: sobie, start_time: 49.9, end_time: 50.1
Word: fascinator, start_time: 50.1, end_time: 52.8
Word: co, start_time: 52.8, end_time: 52.9
Word: matka, start_time: 52.9, end_time: 53.3
Word: to, start_time: 53.3, end_time: 55.2
Word: jest, start_time: 55.2, end_time: 56.3
Word: Łakomy, start_time: 56.3, end_time: 57.2
Word: dorwał, start_time: 57.2, end_time: 58.6
Word: z, start_time: 58.6, end_time: 58.7
Word: kuchni, start_time: 58.7, end_time: 59.1
Word: dużo, start_time: 59.1, end_time: 59.3
Word: gości, start_time: 59.3, end_time: 59.6
Word: i, start_time: 59.6, end_time: 59.9
Word: uciekał, start_time: 59.9, end_time: 60.6
Word: Wiem, start_time: 60.6, end_time: 60.6
Word: teraz, start_time: 60.6, end_time: 61.4
Word: że, start_time: 61.4, end_time: 61.4
Word: tak, start_time: 61.4, end_time: 62.0
Word: to, start_time: 62.0, end_time: 62.1
Word: to, start_time: 62.1, end_time: 62.3
Word: będzie, start_time: 62.3, end_time: 62.7
Word: jadł, start_time: 62.7, end_time: 63.0
Word: mama, start_time: 63.0, end_time: 63.7
Word: woła, start_time: 63.7, end_time: 64.2
Word: chodź, start_time: 64.2, end_time: 64.3
Transcript:  siostra Józiu stronę Skocz wprost na ciebie a zamknie prędzej bo przewrócić się czy nie słyszy mały gap w tym jak wpadnie nagle klap obaj leżą Patrzcie jak więcej już jest ten kawałek podłogi siebie dwaj oba wrzeszczą Oj tak tak i z wielkim wstydem Józio wstał podrapane ręce miał i kolana starą do krwi poprawił się na 3 dni w jeden piękny dzień maju chciał pójść Józio do gaju więc ciekawą książeczką idzie polem nad rzeczką już wypadek w Ustce mowy Dawno wyszedł mu z głowy zadartą znów buzią Idzie sobie pan Józio gdzieś do góry wzniósł oczki i oglądał włoski patrzy w błękit wysoki AD
Confidence: 0.7739151120185852
Word: siostra, start_time: 65.4, end_time: 66.8
Word: Józiu, start_time: 66.8, end_time: 68.3
Word: stronę, start_time: 68.3, end_time: 69.6
Word: Skocz, start_time: 69.6, end_time: 70.2
Word: wprost, start_time: 70.2, end_time: 71.3
Word: na, start_time: 71.3, end_time: 71.5
Word: ciebie, start_time: 71.5, end_time: 71.7
Word: a, start_time: 71.7, end_time: 71.9
Word: zamknie, start_time: 71.9, end_time: 72.8
Word: prędzej, start_time: 72.8, end_time: 74.4
Word: bo, start_time: 74.4, end_time: 74.9
Word: przewrócić, start_time: 74.9, end_time: 75.8
Word: się, start_time: 75.8, end_time: 75.9
Word: czy, start_time: 75.9, end_time: 76.7
Word: nie, start_time: 76.7, end_time: 76.8
Word: słyszy, start_time: 76.8, end_time: 77.6
Word: mały, start_time: 77.6, end_time: 78.0
Word: gap, start_time: 78.0, end_time: 78.5
Word: w, start_time: 78.5, end_time: 78.7
Word: tym, start_time: 78.7, end_time: 79.4
Word: jak, start_time: 79.4, end_time: 79.8
Word: wpadnie, start_time: 79.8, end_time: 80.3
Word: nagle, start_time: 80.3, end_time: 80.8
Word: klap, start_time: 80.8, end_time: 81.4
Word: obaj, start_time: 81.4, end_time: 82.2
Word: leżą, start_time: 82.2, end_time: 82.5
Word: Patrzcie, start_time: 82.5, end_time: 83.2
Word: jak, start_time: 83.2, end_time: 83.6
Word: więcej, start_time: 83.6, end_time: 84.5
Word: już, start_time: 84.5, end_time: 85.0
Word: jest, start_time: 85.0, end_time: 85.2
Word: ten, start_time: 85.2, end_time: 85.5
Word: kawałek, start_time: 85.5, end_time: 86.0
Word: podłogi, start_time: 86.0, end_time: 86.3
Word: siebie, start_time: 86.3, end_time: 87.8
Word: dwaj, start_time: 87.8, end_time: 88.1
Word: oba, start_time: 88.1, end_time: 88.5
Word: wrzeszczą, start_time: 88.5, end_time: 89.0
Word: Oj, start_time: 89.0, end_time: 89.7
Word: tak, start_time: 89.7, end_time: 90.1
Word: tak, start_time: 90.1, end_time: 90.3
Word: i, start_time: 90.3, end_time: 91.4
Word: z, start_time: 91.4, end_time: 91.5
Word: wielkim, start_time: 91.5, end_time: 92.7
Word: wstydem, start_time: 92.7, end_time: 93.2
Word: Józio, start_time: 93.2, end_time: 93.6
Word: wstał, start_time: 93.6, end_time: 94.1
Word: podrapane, start_time: 94.1, end_time: 95.2
Word: ręce, start_time: 95.2, end_time: 95.3
Word: miał, start_time: 95.3, end_time: 95.9
Word: i, start_time: 95.9, end_time: 95.9
Word: kolana, start_time: 95.9, end_time: 96.6
Word: starą, start_time: 96.6, end_time: 97.1
Word: do, start_time: 97.1, end_time: 97.2
Word: krwi, start_time: 97.2, end_time: 97.6
Word: poprawił, start_time: 97.6, end_time: 98.6
Word: się, start_time: 98.6, end_time: 98.6
Word: na, start_time: 98.6, end_time: 99.7
Word: 3, start_time: 99.7, end_time: 100.0
Word: dni, start_time: 100.0, end_time: 100.2
Word: w, start_time: 100.2, end_time: 100.4
Word: jeden, start_time: 100.4, end_time: 102.0
Word: piękny, start_time: 102.0, end_time: 102.6
Word: dzień, start_time: 102.6, end_time: 103.0
Word: maju, start_time: 103.0, end_time: 103.5
Word: chciał, start_time: 103.5, end_time: 104.5
Word: pójść, start_time: 104.5, end_time: 104.8
Word: Józio, start_time: 104.8, end_time: 105.3
Word: do, start_time: 105.3, end_time: 105.5
Word: gaju, start_time: 105.5, end_time: 105.8
Word: więc, start_time: 105.8, end_time: 106.7
Word: ciekawą, start_time: 106.7, end_time: 107.5
Word: książeczką, start_time: 107.5, end_time: 108.2
Word: idzie, start_time: 108.2, end_time: 108.8
Word: polem, start_time: 108.8, end_time: 109.2
Word: nad, start_time: 109.2, end_time: 109.4
Word: rzeczką, start_time: 109.4, end_time: 109.8
Word: już, start_time: 109.8, end_time: 110.8
Word: wypadek, start_time: 110.8, end_time: 111.3
Word: w, start_time: 111.3, end_time: 111.4
Word: Ustce, start_time: 111.4, end_time: 111.5
Word: mowy, start_time: 111.5, end_time: 112.0
Word: Dawno, start_time: 112.0, end_time: 112.5
Word: wyszedł, start_time: 112.5, end_time: 112.7
Word: mu, start_time: 112.7, end_time: 113.0
Word: z, start_time: 113.0, end_time: 113.0
Word: głowy, start_time: 113.0, end_time: 113.2
Word: zadartą, start_time: 113.2, end_time: 114.9
Word: znów, start_time: 114.9, end_time: 115.3
Word: buzią, start_time: 115.3, end_time: 115.8
Word: Idzie, start_time: 115.8, end_time: 116.2
Word: sobie, start_time: 116.2, end_time: 116.5
Word: pan, start_time: 116.5, end_time: 116.9
Word: Józio, start_time: 116.9, end_time: 117.2
Word: gdzieś, start_time: 117.2, end_time: 118.3
Word: do, start_time: 118.3, end_time: 118.5
Word: góry, start_time: 118.5, end_time: 119.0
Word: wzniósł, start_time: 119.0, end_time: 119.4
Word: oczki, start_time: 119.4, end_time: 120.2
Word: i, start_time: 120.2, end_time: 120.5
Word: oglądał, start_time: 120.5, end_time: 121.7
Word: włoski, start_time: 121.7, end_time: 122.5
Word: patrzy, start_time: 122.5, end_time: 123.2
Word: w, start_time: 123.2, end_time: 123.3
Word: błękit, start_time: 123.3, end_time: 123.9
Word: wysoki, start_time: 123.9, end_time: 124.6
Word: AD, start_time: 124.6, end_time: 125.3
Transcript:  brzegu dwa kroki na o krok 1 2 rano VOD jak długi bluszcz o nogi i dłonie Hej ratunku ktoś to nie uciekają na stronę małe rybki stworzone w strachu każda z nich pyta A skądże ta wizyta gdy wypadek spostrzegli robotnicy nad biegli i za krótkich chwil parę wyciągnęli jest dalej tenga pójść na terapię z włosów Woda kapie kapie z kurtki jak z rynny już kiedyś będziesz ty inny kapelusz z książeczką popłynęły gdzieś rzeczką O już nikt ich nie chwyta zatonęły i kwita co tam działo się w domu Nie chcę mówić nikomu lecz zamierzonych Doda
Confidence: 0.9268676042556763
Word: brzegu, start_time: 125.3, end_time: 125.9
Word: dwa, start_time: 125.9, end_time: 126.5
Word: kroki, start_time: 126.5, end_time: 127.0
Word: na, start_time: 127.0, end_time: 127.5
Word: o, start_time: 127.5, end_time: 127.5
Word: krok, start_time: 127.5, end_time: 127.8
Word: 1, start_time: 127.8, end_time: 128.4
Word: 2, start_time: 128.4, end_time: 128.6
Word: rano, start_time: 128.6, end_time: 129.7
Word: VOD, start_time: 129.7, end_time: 130.3
Word: jak, start_time: 130.3, end_time: 130.6
Word: długi, start_time: 130.6, end_time: 131.0
Word: bluszcz, start_time: 131.0, end_time: 131.7
Word: o, start_time: 131.7, end_time: 131.7
Word: nogi, start_time: 131.7, end_time: 132.1
Word: i, start_time: 132.1, end_time: 132.1
Word: dłonie, start_time: 132.1, end_time: 132.3
Word: Hej, start_time: 132.3, end_time: 133.0
Word: ratunku, start_time: 133.0, end_time: 133.6
Word: ktoś, start_time: 133.6, end_time: 133.8
Word: to, start_time: 133.8, end_time: 134.0
Word: nie, start_time: 134.0, end_time: 134.3
Word: uciekają, start_time: 134.3, end_time: 135.1
Word: na, start_time: 135.1, end_time: 135.2
Word: stronę, start_time: 135.2, end_time: 135.6
Word: małe, start_time: 135.6, end_time: 135.8
Word: rybki, start_time: 135.8, end_time: 136.0
Word: stworzone, start_time: 136.0, end_time: 136.8
Word: w, start_time: 136.8, end_time: 136.9
Word: strachu, start_time: 136.9, end_time: 137.6
Word: każda, start_time: 137.6, end_time: 138.2
Word: z, start_time: 138.2, end_time: 138.2
Word: nich, start_time: 138.2, end_time: 138.3
Word: pyta, start_time: 138.3, end_time: 139.0
Word: A, start_time: 139.0, end_time: 139.1
Word: skądże, start_time: 139.1, end_time: 140.3
Word: ta, start_time: 140.3, end_time: 141.0
Word: wizyta, start_time: 141.0, end_time: 141.7
Word: gdy, start_time: 141.7, end_time: 142.6
Word: wypadek, start_time: 142.6, end_time: 143.0
Word: spostrzegli, start_time: 143.0, end_time: 143.7
Word: robotnicy, start_time: 143.7, end_time: 144.7
Word: nad, start_time: 144.7, end_time: 144.9
Word: biegli, start_time: 144.9, end_time: 145.2
Word: i, start_time: 145.2, end_time: 145.3
Word: za, start_time: 145.3, end_time: 145.7
Word: krótkich, start_time: 145.7, end_time: 146.1
Word: chwil, start_time: 146.1, end_time: 146.4
Word: parę, start_time: 146.4, end_time: 146.7
Word: wyciągnęli, start_time: 146.7, end_time: 147.6
Word: jest, start_time: 147.6, end_time: 147.9
Word: dalej, start_time: 147.9, end_time: 148.4
Word: tenga, start_time: 148.4, end_time: 150.7
Word: pójść, start_time: 150.7, end_time: 151.1
Word: na, start_time: 151.1, end_time: 151.2
Word: terapię, start_time: 151.2, end_time: 151.6
Word: z, start_time: 151.6, end_time: 151.8
Word: włosów, start_time: 151.8, end_time: 152.9
Word: Woda, start_time: 152.9, end_time: 153.3
Word: kapie, start_time: 153.3, end_time: 154.0
Word: kapie, start_time: 154.0, end_time: 154.3
Word: z, start_time: 154.3, end_time: 154.4
Word: kurtki, start_time: 154.4, end_time: 154.9
Word: jak, start_time: 154.9, end_time: 155.3
Word: z, start_time: 155.3, end_time: 155.4
Word: rynny, start_time: 155.4, end_time: 155.9
Word: już, start_time: 155.9, end_time: 156.4
Word: kiedyś, start_time: 156.4, end_time: 157.6
Word: będziesz, start_time: 157.6, end_time: 158.4
Word: ty, start_time: 158.4, end_time: 158.6
Word: inny, start_time: 158.6, end_time: 159.5
Word: kapelusz, start_time: 159.5, end_time: 161.2
Word: z, start_time: 161.2, end_time: 161.3
Word: książeczką, start_time: 161.3, end_time: 162.0
Word: popłynęły, start_time: 162.0, end_time: 162.9
Word: gdzieś, start_time: 162.9, end_time: 163.2
Word: rzeczką, start_time: 163.2, end_time: 163.9
Word: O, start_time: 163.9, end_time: 164.2
Word: już, start_time: 164.2, end_time: 165.2
Word: nikt, start_time: 165.2, end_time: 165.6
Word: ich, start_time: 165.6, end_time: 165.7
Word: nie, start_time: 165.7, end_time: 165.8
Word: chwyta, start_time: 165.8, end_time: 166.4
Word: zatonęły, start_time: 166.4, end_time: 167.3
Word: i, start_time: 167.3, end_time: 167.4
Word: kwita, start_time: 167.4, end_time: 168.0
Word: co, start_time: 168.0, end_time: 168.7
Word: tam, start_time: 168.7, end_time: 168.9
Word: działo, start_time: 168.9, end_time: 169.3
Word: się, start_time: 169.3, end_time: 169.5
Word: w, start_time: 169.5, end_time: 169.5
Word: domu, start_time: 169.5, end_time: 169.9
Word: Nie, start_time: 169.9, end_time: 170.4
Word: chcę, start_time: 170.4, end_time: 170.7
Word: mówić, start_time: 170.7, end_time: 171.0
Word: nikomu, start_time: 171.0, end_time: 171.5
Word: lecz, start_time: 171.5, end_time: 172.9
Word: zamierzonych, start_time: 172.9, end_time: 174.2
Word: Doda, start_time: 174.2, end_time: 174.5
