Waiting for operation to complete...
Transcript: Artur Oppman napowietrzna podróż Frania próżniaka rzekła mama raz do Frania Weź się synku do pisania a dwie lekcje się powiedzie będzie spacer po obiedzie Poszła mama a u synka nie szczególnie jakoś minka okiem zerkam głową kręci ale pisać Nie ma chęci a co mi tam wiem co zrobię Pan Franciszek myśli sobie nie mówiąc nic nikomu na kwadrans wyjdę z domu na to nie poradzisz jest parasol dziadzi wielki z konta nasz leniuszek wnet sprząta nie pomyliłaś przestróg mamy milczkiem chyłkiem zbiegł do bramy i dokoła spoglądając na ulicę Synergia
Confidence: 0.785037636756897
Word: Artur, start_time: 0.0, end_time: 1.5
Word: wiatr, start_time: 74.5, end_time: 74.9
Word: gdzieś, start_time: 74.9, end_time: 75.1
Word: pomysłów, start_time: 75.1, end_time: 75.6
Word: pola, start_time: 75.6, end_time: 75.9
Word: trzymaj, start_time: 75.9, end_time: 76.8
Word: że, start_time: 76.8, end_time: 77.0
Word: się, start_time: 77.0, end_time: 77.2
Word: poruszę, start_time: 77.2, end_time: 77.8
Word: Podróż, start_time: 77.8, end_time: 82.0
Word: była, start_time: 82.0, end_time: 82.3
Word: krótka, start_time: 82.3, end_time: 82.5
Word: wpadł, start_time: 82.5, end_time: 83.6
Word: pan, start_time: 83.6, end_time: 83.8
Word: Franio, start_time: 83.8, end_time: 84.3
Word: do, start_time: 84.3, end_time: 84.4
Word: ogródka, start_time: 84.4, end_time: 84.9
Word: Lecz, start_time: 84.9, end_time: 85.7
Word: choć, start_time: 85.7, end_time: 85.9
Word: bardzo, start_time: 85.9, end_time: 86.4
Word: potłuczony, start_time: 86.4, end_time: 87.2
Word: biegów, start_time: 87.2, end_time: 87.9
Word: do, start_time: 87.9, end_time: 88.0
Word: domu, start_time: 88.0, end_time: 88.3
Word: jak, start_time: 88.3, end_time: 88.5
Word: szalony, start_time: 88.5, end_time: 88.7
Word: z, start_time: 88.7, end_time: 89.1
Word: płaczem, start_time: 89.1, end_time: 90.0
Word: mamy, start_time: 90.0, end_time: 90.4
Word: Ucałował, start_time: 90.4, end_time: 91.1
Word: odtąd, start_time: 91.1, end_time: 91.7
Word: nigdy, start_time: 91.7, end_time: 92.5
Word: nie, start_time: 92.5, end_time: 92.7
Word: próżnował, start_time: 92.7, end_time: 93.1
Word: a, start_time: 93.1, end_time: 93.7
Word: pamiątki, start_time: 93.7, end_time: 95.0
Word: miał, start_time: 95.0, end_time: 96.0
Word: z, start_time: 96.0, end_time: 96.0
Word: podróży, start_time: 96.0, end_time: 96.5
Word: 4, start_time: 96.5, end_time: 97.7
Word: sińce, start_time: 97.7, end_time: 98.3
Word: i, start_time: 98.3, end_time: 98.5
Word: guz, start_time: 98.5, end_time: 99.3
Word: duży, start_time: 99.3, end_time: 100.1
