Waiting for operation to complete...
Transcript: Artur Oppman okropna przygoda Zosi co się zapałkami bawiła wypadek stał się straszny okropna rzecz się stała mama Zosi 6-letniej raz do miasta wyjść musiała więc do Zosi mówi małej Bądź grzeczną moja córka z kotkami we wsi ładnie i nie biegaj na podwórko zaszła mama na ulicy przeminęło pół godzinki a już nasza pani Zofia jakieś kwaśne robi minki doprawdy Nudzi mi się tak wciąż bawić się z kotkami od poszukam też stoliczku pudełeczka z zapałkami jaki śliczny ich płomyczek i czerwone te Iskierki
Confidence: 0.9481837749481201
Word: Artur, start_time: 0.0, end_time: 1.6
Word: grzeczną, start_time: 21.7, end_time: 22.4
Word: moja, start_time: 22.4, end_time: 22.9
Word: córka, start_time: 22.9, end_time: 23.5
Word: z, start_time: 23.5, end_time: 23.6
Word: kotkami, start_time: 23.6, end_time: 24.8
Word: we, start_time: 24.8, end_time: 24.9
Word: wsi, start_time: 24.9, end_time: 25.1
Word: ładnie, start_time: 25.1, end_time: 25.7
Word: i, start_time: 25.7, end_time: 25.9
Word: nie, start_time: 25.9, end_time: 26.4
Word: biegaj, start_time: 26.4, end_time: 27.0
Word: na, start_time: 27.0, end_time: 27.2
Word: podwórko, start_time: 27.2, end_time: 27.8
Word: zaszła, start_time: 27.8, end_time: 29.1
Word: mama, start_time: 29.1, end_time: 29.4
Word: na, start_time: 29.4, end_time: 29.5
Word: ulicy, start_time: 29.5, end_time: 30.0
Word: przeminęło, start_time: 30.0, end_time: 31.3
Word: pół, start_time: 31.3, end_time: 31.6
Word: godzinki, start_time: 31.6, end_time: 32.1
Word: a, start_time: 32.1, end_time: 32.3
Word: już, start_time: 32.3, end_time: 32.8
Word: nasza, start_time: 32.8, end_time: 33.2
Word: pani, start_time: 33.2, end_time: 33.5
Word: Zofia, start_time: 33.5, end_time: 34.0
Word: jakieś, start_time: 34.0, end_time: 35.3
Word: kwaśne, start_time: 35.3, end_time: 35.9
Word: robi, start_time: 35.9, end_time: 36.4
Word: minki, start_time: 36.4, end_time: 36.9
Word: doprawdy, start_time: 36.9, end_time: 40.9
Word: Nudzi, start_time: 40.9, end_time: 42.0
Word: mi, start_time: 42.0, end_time: 42.3
Word: się, start_time: 42.3, end_time: 42.7
Word: tak, start_time: 42.7, end_time: 43.7
Word: wciąż, start_time: 43.7, end_time: 44.1
Word: bawić, start_time: 44.1, end_time: 44.7
Word: się, start_time: 44.7, end_time: 44.9
Word: z, start_time: 44.9, end_time: 45.1
Word: kotkami, start_time: 45.1, end_time: 46.0
Word: od, start_time: 46.0, end_time: 48.1
Word: poszukam, start_time: 48.1, end_time: 48.8
Word: też, start_time: 48.8, end_time: 49.1
Word: stoliczku, start_time: 49.1, end_time: 50.0
Word: pudełeczka, start_time: 50.0, end_time: 51.5
Word: z, start_time: 51.5, end_time: 51.6
Word: zapałkami, start_time: 51.6, end_time: 52.4
Word: jaki, start_time: 52.4, end_time: 54.1
Word: śliczny, start_time: 54.1, end_time: 55.1
Word: ich, start_time: 55.1, end_time: 55.3
Word: płomyczek, start_time: 55.3, end_time: 56.2
Word: i, start_time: 56.2, end_time: 56.6
Word: czerwone, start_time: 56.6, end_time: 57.9
Word: te, start_time: 57.9, end_time: 58.1
Word: Iskierki, start_time: 58.1, end_time: 58.6
Transcript: wspaniałe dla mnie choróbsko zrobiłabym fajerwerki już szukać aż w szkatułce gdy z niej Zosia zdjęła wieczko patrzy leży cały trening z zapałkami pudełeczku noszę na pytanie czym prędzej i otwiera wlew ciekawie zapałki rozumiem teraz śmieje się bawię zapala jedne drugą złoty Promyk błyszczy ładnie Hej Zosieńko i uważaj bo ona suknie Iskra padnie kotki miauczą reż na powrót do szkoły książkę bo trochę potem
Confidence: 0.7175068855285645
Word: wspaniałe, start_time: 59.9, end_time: 62.1
Word: dla, start_time: 62.1, end_time: 62.3
Word: mnie, start_time: 62.3, end_time: 62.6
Word: choróbsko, start_time: 62.6, end_time: 63.0
Word: zrobiłabym, start_time: 63.0, end_time: 65.3
Word: fajerwerki, start_time: 65.3, end_time: 66.6
Word: już, start_time: 66.6, end_time: 67.5
Word: szukać, start_time: 67.5, end_time: 68.3
Word: aż, start_time: 68.3, end_time: 69.0
Word: w, start_time: 69.0, end_time: 69.1
Word: szkatułce, start_time: 69.1, end_time: 69.6
Word: gdy, start_time: 69.6, end_time: 70.2
Word: z, start_time: 70.2, end_time: 70.2
Word: niej, start_time: 70.2, end_time: 70.4
Word: Zosia, start_time: 70.4, end_time: 70.7
Word: zdjęła, start_time: 70.7, end_time: 71.1
Word: wieczko, start_time: 71.1, end_time: 71.5
Word: patrzy, start_time: 71.5, end_time: 71.9
Word: leży, start_time: 71.9, end_time: 73.1
Word: cały, start_time: 73.1, end_time: 73.4
Word: trening, start_time: 73.4, end_time: 73.7
Word: z, start_time: 73.7, end_time: 73.9
Word: zapałkami, start_time: 73.9, end_time: 74.7
Word: pudełeczku, start_time: 74.7, end_time: 75.3
Word: noszę, start_time: 75.3, end_time: 75.9
Word: na, start_time: 75.9, end_time: 76.2
Word: pytanie, start_time: 76.2, end_time: 76.6
Word: czym, start_time: 76.6, end_time: 76.8
Word: prędzej, start_time: 76.8, end_time: 77.0
Word: i, start_time: 77.0, end_time: 77.2
Word: otwiera, start_time: 77.2, end_time: 77.8
Word: wlew, start_time: 77.8, end_time: 77.9
Word: ciekawie, start_time: 77.9, end_time: 78.6
Word: zapałki, start_time: 78.6, end_time: 80.4
Word: rozumiem, start_time: 80.4, end_time: 82.4
Word: teraz, start_time: 82.4, end_time: 83.1
Word: śmieje, start_time: 83.1, end_time: 83.9
Word: się, start_time: 83.9, end_time: 84.5
Word: bawię, start_time: 84.5, end_time: 85.5
Word: zapala, start_time: 85.5, end_time: 88.9
Word: jedne, start_time: 88.9, end_time: 89.4
Word: drugą, start_time: 89.4, end_time: 89.9
Word: złoty, start_time: 89.9, end_time: 90.9
Word: Promyk, start_time: 90.9, end_time: 91.3
Word: błyszczy, start_time: 91.3, end_time: 92.0
Word: ładnie, start_time: 92.0, end_time: 92.4
Word: Hej, start_time: 92.4, end_time: 93.1
Word: Zosieńko, start_time: 93.1, end_time: 93.5
Word: i, start_time: 93.5, end_time: 94.0
Word: uważaj, start_time: 94.0, end_time: 95.6
Word: bo, start_time: 95.6, end_time: 95.7
Word: ona, start_time: 95.7, end_time: 96.3
Word: suknie, start_time: 96.3, end_time: 96.8
Word: Iskra, start_time: 96.8, end_time: 97.3
Word: padnie, start_time: 97.3, end_time: 97.7
Word: kotki, start_time: 97.7, end_time: 98.6
Word: miauczą, start_time: 98.6, end_time: 99.1
Word: reż, start_time: 99.1, end_time: 99.3
Word: na, start_time: 99.3, end_time: 108.6
Word: powrót, start_time: 108.6, end_time: 109.2
Word: do, start_time: 109.2, end_time: 109.2
Word: szkoły, start_time: 109.2, end_time: 109.4
Word: książkę, start_time: 109.4, end_time: 112.9
Word: bo, start_time: 112.9, end_time: 113.0
Word: trochę, start_time: 113.0, end_time: 114.7
Word: potem, start_time: 114.7, end_time: 115.3
Transcript: na miauczący kotków prośbę nic nie zważa zła panienka haftem na nią Iskra pada a już pali się sukienka auto woła Zosia kotki krzyczą Zgadza się jak szalona biedne kotki ją ratują płomienie po jej sukni wciąż się biją wciąż się snują aż na ziemię padła wreszcie jak pochodnia gorejąca i już wcale się nie rusza chodzi o mruczuś Wabco wtrąca już nie żyje Lecz się pali hasz na popiół się spaliła płaczą kot
Confidence: 0.9499974846839905
Word: na, start_time: 117.9, end_time: 118.7
Word: miauczący, start_time: 118.7, end_time: 119.3
Word: kotków, start_time: 119.3, end_time: 119.9
Word: prośbę, start_time: 119.9, end_time: 120.3
Word: nic, start_time: 120.3, end_time: 120.9
Word: nie, start_time: 120.9, end_time: 121.2
Word: zważa, start_time: 121.2, end_time: 121.7
Word: zła, start_time: 121.7, end_time: 122.1
Word: panienka, start_time: 122.1, end_time: 122.4
Word: haftem, start_time: 122.4, end_time: 123.8
Word: na, start_time: 123.8, end_time: 123.9
Word: nią, start_time: 123.9, end_time: 124.1
Word: Iskra, start_time: 124.1, end_time: 124.6
Word: pada, start_time: 124.6, end_time: 124.9
Word: a, start_time: 124.9, end_time: 125.0
Word: już, start_time: 125.0, end_time: 125.9
Word: pali, start_time: 125.9, end_time: 126.3
Word: się, start_time: 126.3, end_time: 126.4
Word: sukienka, start_time: 126.4, end_time: 127.2
Word: auto, start_time: 127.2, end_time: 128.9
Word: woła, start_time: 128.9, end_time: 131.5
Word: Zosia, start_time: 131.5, end_time: 131.9
Word: kotki, start_time: 131.9, end_time: 146.7
Word: krzyczą, start_time: 146.7, end_time: 147.1
Word: Zgadza, start_time: 147.1, end_time: 157.4
Word: się, start_time: 157.4, end_time: 157.6
Word: jak, start_time: 157.6, end_time: 157.8
Word: szalona, start_time: 157.8, end_time: 158.3
Word: biedne, start_time: 158.3, end_time: 159.1
Word: kotki, start_time: 159.1, end_time: 159.5
Word: ją, start_time: 159.5, end_time: 159.7
Word: ratują, start_time: 159.7, end_time: 160.1
Word: płomienie, start_time: 160.1, end_time: 161.2
Word: po, start_time: 161.2, end_time: 161.3
Word: jej, start_time: 161.3, end_time: 161.5
Word: sukni, start_time: 161.5, end_time: 162.0
Word: wciąż, start_time: 162.0, end_time: 162.3
Word: się, start_time: 162.3, end_time: 162.5
Word: biją, start_time: 162.5, end_time: 162.9
Word: wciąż, start_time: 162.9, end_time: 163.3
Word: się, start_time: 163.3, end_time: 163.4
Word: snują, start_time: 163.4, end_time: 164.0
Word: aż, start_time: 164.0, end_time: 164.8
Word: na, start_time: 164.8, end_time: 165.1
Word: ziemię, start_time: 165.1, end_time: 165.5
Word: padła, start_time: 165.5, end_time: 165.8
Word: wreszcie, start_time: 165.8, end_time: 166.3
Word: jak, start_time: 166.3, end_time: 166.8
Word: pochodnia, start_time: 166.8, end_time: 167.4
Word: gorejąca, start_time: 167.4, end_time: 168.1
Word: i, start_time: 168.1, end_time: 168.2
Word: już, start_time: 168.2, end_time: 168.8
Word: wcale, start_time: 168.8, end_time: 169.0
Word: się, start_time: 169.0, end_time: 169.3
Word: nie, start_time: 169.3, end_time: 169.5
Word: rusza, start_time: 169.5, end_time: 169.9
Word: chodzi, start_time: 169.9, end_time: 170.2
Word: o, start_time: 170.2, end_time: 170.2
Word: mruczuś, start_time: 170.2, end_time: 170.7
Word: Wabco, start_time: 170.7, end_time: 171.2
Word: wtrąca, start_time: 171.2, end_time: 171.7
Word: już, start_time: 171.7, end_time: 172.7
Word: nie, start_time: 172.7, end_time: 172.9
Word: żyje, start_time: 172.9, end_time: 173.2
Word: Lecz, start_time: 173.2, end_time: 173.9
Word: się, start_time: 173.9, end_time: 174.0
Word: pali, start_time: 174.0, end_time: 174.5
Word: hasz, start_time: 174.5, end_time: 175.1
Word: na, start_time: 175.1, end_time: 175.3
Word: popiół, start_time: 175.3, end_time: 175.7
Word: się, start_time: 175.7, end_time: 175.8
Word: spaliła, start_time: 175.8, end_time: 176.4
Word: płaczą, start_time: 176.4, end_time: 177.5
Word: kot, start_time: 177.5, end_time: 177.8
Transcript: poparzony co widzę jakiś strach ją przejął wielki zamiast dusi dym i Popiół i różowe pantofelki tak zginęła Zosia Mała co niegrzecznie się bawiła gdyby mamy u słuchała to by pewnie do dziś Żyła
Confidence: 0.8839964866638184
Word: poparzony, start_time: 177.8, end_time: 178.7
Word: co, start_time: 178.7, end_time: 190.7
Word: widzę, start_time: 190.7, end_time: 191.2
Word: jakiś, start_time: 191.2, end_time: 192.6
Word: strach, start_time: 192.6, end_time: 193.2
Word: ją, start_time: 193.2, end_time: 193.4
Word: przejął, start_time: 193.4, end_time: 194.0
Word: wielki, start_time: 194.0, end_time: 194.4
Word: zamiast, start_time: 194.4, end_time: 195.2
Word: dusi, start_time: 195.2, end_time: 195.6
Word: dym, start_time: 195.6, end_time: 196.4
Word: i, start_time: 196.4, end_time: 196.6
Word: Popiół, start_time: 196.6, end_time: 197.1
Word: i, start_time: 197.1, end_time: 197.2
Word: różowe, start_time: 197.2, end_time: 198.4
Word: pantofelki, start_time: 198.4, end_time: 198.8
Word: tak, start_time: 198.8, end_time: 201.4
Word: zginęła, start_time: 201.4, end_time: 202.5
Word: Zosia, start_time: 202.5, end_time: 202.9
Word: Mała, start_time: 202.9, end_time: 203.2
Word: co, start_time: 203.2, end_time: 203.8
Word: niegrzecznie, start_time: 203.8, end_time: 204.6
Word: się, start_time: 204.6, end_time: 204.7
Word: bawiła, start_time: 204.7, end_time: 205.2
Word: gdyby, start_time: 205.2, end_time: 206.4
Word: mamy, start_time: 206.4, end_time: 206.8
Word: u, start_time: 206.8, end_time: 206.9
Word: słuchała, start_time: 206.9, end_time: 207.5
Word: to, start_time: 207.5, end_time: 208.6
Word: by, start_time: 208.6, end_time: 208.8
Word: pewnie, start_time: 208.8, end_time: 209.0
Word: do, start_time: 209.0, end_time: 209.4
Word: dziś, start_time: 209.4, end_time: 209.7
Word: Żyła, start_time: 209.7, end_time: 210.2
