Waiting for operation to complete...
Transcript: pieśń o naszych stolicach i jak je opatrzność oddzieliła wszystko nam dałeś Co dać mogłeś panie powiedział niegdyś pewien wielki kpiarz a jednak dzisiaj to figlarne zdanie powtórzyć musi kto kraj poznał nas bo choć poszarpał los polską ziemi C lecz wnet się do nas uśmiechnął przez łzy jak każda nacja jedną ma stolicę A my szczęśliwcy mamy ich aż trzy kraków-warszawa i nasz Lwów prastary ten beniaminek wszystkich polskich serc naszego ducha wszak to trzy filary naszej kultury tyleż dzielnych twierdz lecz nie dość jeszcze cóż powiecie na to całemu światu kładąc na nas wzór extra stolice dał nam Bóg na lato uroczą perłę zakopiańskich gór wnet sprawiedliwość Boska dobrze znana Chojne
Confidence: 0.8524612188339233
Word: pieśń, start_time: 0.0, end_time: 0.5
Word: zmarłych, start_time: 80.0, end_time: 80.6
Word: słychać, start_time: 80.6, end_time: 81.2
Word: w, start_time: 81.2, end_time: 81.4
Word: biały, start_time: 81.4, end_time: 81.9
Word: dzień, start_time: 81.9, end_time: 81.9
Word: i, start_time: 81.9, end_time: 82.4
Word: lwów, start_time: 82.4, end_time: 83.3
Word: ma, start_time: 83.3, end_time: 83.7
Word: swoje, start_time: 83.7, end_time: 84.1
Word: igraszki, start_time: 84.1, end_time: 84.8
Word: natury, start_time: 84.8, end_time: 85.2
Word: o, start_time: 85.2, end_time: 85.4
Word: czarnoksięstwo, start_time: 85.4, end_time: 87.0
Word: zakrawa, start_time: 87.0, end_time: 87.7
Word: ten, start_time: 87.7, end_time: 87.9
Word: gest, start_time: 87.9, end_time: 88.2
Word: bierze, start_time: 88.2, end_time: 89.4
Word: się, start_time: 89.4, end_time: 89.6
Word: kawał, start_time: 89.6, end_time: 90.0
Word: zwykłe, start_time: 90.0, end_time: 90.6
Word: i, start_time: 90.6, end_time: 90.7
Word: mocnej, start_time: 90.7, end_time: 91.3
Word: rury, start_time: 91.3, end_time: 91.7
Word: ekola, start_time: 91.7, end_time: 92.8
Word: dmuchnąć, start_time: 92.8, end_time: 93.7
Word: i, start_time: 93.7, end_time: 94.1
Word: prezydent, start_time: 94.1, end_time: 95.0
Word: jest, start_time: 95.0, end_time: 95.3
Word: w, start_time: 95.3, end_time: 95.6
Word: Warszawie, start_time: 95.6, end_time: 96.6
Word: zbytek, start_time: 96.6, end_time: 97.1
Word: szampańskie, start_time: 97.1, end_time: 98.1
Word: kolację, start_time: 98.1, end_time: 98.7
Word: płyną, start_time: 98.7, end_time: 99.5
Word: wróbelki, start_time: 99.5, end_time: 100.2
Word: skąd, start_time: 100.2, end_time: 100.7
Word: gdzie, start_time: 100.7, end_time: 101.2
Word: ani, start_time: 101.2, end_time: 101.8
Word: wiesz, start_time: 101.8, end_time: 102.0
Word: lwów, start_time: 102.0, end_time: 103.2
Word: ma, start_time: 103.2, end_time: 103.5
Word: na, start_time: 103.5, end_time: 103.7
Word: tydzień, start_time: 103.7, end_time: 104.1
Word: jedną, start_time: 104.1, end_time: 104.8
Word: defraudację, start_time: 104.8, end_time: 105.8
Word: coś, start_time: 105.8, end_time: 106.5
Word: więc, start_time: 106.5, end_time: 106.8
Word: gotówki, start_time: 106.8, end_time: 107.5
Word: linie, start_time: 107.5, end_time: 108.1
Word: Czasem, start_time: 108.1, end_time: 108.5
Word: też, start_time: 108.5, end_time: 108.8
Word: za, start_time: 108.8, end_time: 109.9
Word: to, start_time: 109.9, end_time: 110.1
Word: Krakowskie, start_time: 110.1, end_time: 111.0
Word: mury, start_time: 111.0, end_time: 111.3
Word: osłabione, start_time: 111.3, end_time: 112.1
Word: Ilu, start_time: 112.1, end_time: 112.8
Word: mieszkańców, start_time: 112.8, end_time: 113.3
Word: w, start_time: 113.3, end_time: 113.7
Word: tyle, start_time: 113.7, end_time: 114.0
Word: w, start_time: 114.0, end_time: 114.1
Word: portkach, start_time: 114.1, end_time: 114.6
Word: dziur, start_time: 114.6, end_time: 115.0
Word: u, start_time: 115.0, end_time: 115.1
Word: nas, start_time: 115.1, end_time: 115.8
Word: się, start_time: 115.8, end_time: 116.0
Word: mówi, start_time: 116.0, end_time: 116.3
Word: pożycz, start_time: 116.3, end_time: 117.2
Word: mi, start_time: 117.2, end_time: 117.3
Word: korony, start_time: 117.3, end_time: 117.8
Word: takie, start_time: 117.8, end_time: 118.4
Word: jak, start_time: 118.4, end_time: 118.6
Word: gdzie, start_time: 118.6, end_time: 118.9
Word: indziej, start_time: 118.9, end_time: 119.2
Word: mówi, start_time: 119.2, end_time: 119.8
Transcript: Bonjour Dzięki tej stolic mnogości ojczyzna na aż trzy rynki na talentów zbyt niejeden z państwa może w duchu przyzna że to ułatwia nam walkę o byt gdzie indziej kto się na życia krawędzi raz 1 potknie oho bywaj zdrów u nas choć w jednej stolicy coś swędzi założyć pismo może w drugiej znów szerokość sięga Sława naszych stolic i cudzoziemców zwabia do nas kwiat płyną podróżni z najdalszych okolic pod polskim niebem każdy spocznie raz w niebieskim gronie wśród miłej zabawy Jeśli zapytasz skąd panienka jest wszelką pewnością jedna jest z obawy druga z czerniowiec lub aus Budapest wpisane w roku 1907
Confidence: 0.8606634736061096
Word: Bonjour, start_time: 119.9, end_time: 120.7
Word: Dzięki, start_time: 120.7, end_time: 122.2
Word: tej, start_time: 122.2, end_time: 122.4
Word: stolic, start_time: 122.4, end_time: 123.0
Word: mnogości, start_time: 123.0, end_time: 123.8
Word: ojczyzna, start_time: 123.8, end_time: 124.5
Word: na, start_time: 124.5, end_time: 125.1
Word: aż, start_time: 125.1, end_time: 125.3
Word: trzy, start_time: 125.3, end_time: 125.8
Word: rynki, start_time: 125.8, end_time: 126.4
Word: na, start_time: 126.4, end_time: 126.5
Word: talentów, start_time: 126.5, end_time: 127.1
Word: zbyt, start_time: 127.1, end_time: 127.5
Word: niejeden, start_time: 127.5, end_time: 128.7
Word: z, start_time: 128.7, end_time: 128.8
Word: państwa, start_time: 128.8, end_time: 129.3
Word: może, start_time: 129.3, end_time: 129.7
Word: w, start_time: 129.7, end_time: 129.7
Word: duchu, start_time: 129.7, end_time: 130.1
Word: przyzna, start_time: 130.1, end_time: 130.6
Word: że, start_time: 130.6, end_time: 130.7
Word: to, start_time: 130.7, end_time: 131.4
Word: ułatwia, start_time: 131.4, end_time: 132.2
Word: nam, start_time: 132.2, end_time: 132.4
Word: walkę, start_time: 132.4, end_time: 132.9
Word: o, start_time: 132.9, end_time: 133.1
Word: byt, start_time: 133.1, end_time: 133.3
Word: gdzie, start_time: 133.3, end_time: 134.4
Word: indziej, start_time: 134.4, end_time: 134.7
Word: kto, start_time: 134.7, end_time: 135.2
Word: się, start_time: 135.2, end_time: 135.3
Word: na, start_time: 135.3, end_time: 135.5
Word: życia, start_time: 135.5, end_time: 135.8
Word: krawędzi, start_time: 135.8, end_time: 136.4
Word: raz, start_time: 136.4, end_time: 137.0
Word: 1, start_time: 137.0, end_time: 137.3
Word: potknie, start_time: 137.3, end_time: 137.9
Word: oho, start_time: 137.9, end_time: 138.5
Word: bywaj, start_time: 138.5, end_time: 139.1
Word: zdrów, start_time: 139.1, end_time: 139.4
Word: u, start_time: 139.4, end_time: 139.7
Word: nas, start_time: 139.7, end_time: 140.5
Word: choć, start_time: 140.5, end_time: 141.0
Word: w, start_time: 141.0, end_time: 141.0
Word: jednej, start_time: 141.0, end_time: 141.5
Word: stolicy, start_time: 141.5, end_time: 142.1
Word: coś, start_time: 142.1, end_time: 142.3
Word: swędzi, start_time: 142.3, end_time: 142.8
Word: założyć, start_time: 142.8, end_time: 144.0
Word: pismo, start_time: 144.0, end_time: 144.5
Word: może, start_time: 144.5, end_time: 145.0
Word: w, start_time: 145.0, end_time: 145.1
Word: drugiej, start_time: 145.1, end_time: 145.7
Word: znów, start_time: 145.7, end_time: 146.0
Word: szerokość, start_time: 146.0, end_time: 147.2
Word: sięga, start_time: 147.2, end_time: 147.5
Word: Sława, start_time: 147.5, end_time: 148.0
Word: naszych, start_time: 148.0, end_time: 148.3
Word: stolic, start_time: 148.3, end_time: 148.8
Word: i, start_time: 148.8, end_time: 149.0
Word: cudzoziemców, start_time: 149.0, end_time: 149.8
Word: zwabia, start_time: 149.8, end_time: 150.8
Word: do, start_time: 150.8, end_time: 150.9
Word: nas, start_time: 150.9, end_time: 151.1
Word: kwiat, start_time: 151.1, end_time: 151.5
Word: płyną, start_time: 151.5, end_time: 152.5
Word: podróżni, start_time: 152.5, end_time: 153.3
Word: z, start_time: 153.3, end_time: 153.5
Word: najdalszych, start_time: 153.5, end_time: 154.1
Word: okolic, start_time: 154.1, end_time: 154.7
Word: pod, start_time: 154.7, end_time: 155.5
Word: polskim, start_time: 155.5, end_time: 156.0
Word: niebem, start_time: 156.0, end_time: 156.0
Word: każdy, start_time: 156.0, end_time: 157.1
Word: spocznie, start_time: 157.1, end_time: 157.7
Word: raz, start_time: 157.7, end_time: 157.8
Word: w, start_time: 157.8, end_time: 158.1
Word: niebieskim, start_time: 158.1, end_time: 159.2
Word: gronie, start_time: 159.2, end_time: 159.6
Word: wśród, start_time: 159.6, end_time: 160.2
Word: miłej, start_time: 160.2, end_time: 160.7
Word: zabawy, start_time: 160.7, end_time: 161.2
Word: Jeśli, start_time: 161.2, end_time: 161.9
Word: zapytasz, start_time: 161.9, end_time: 162.5
Word: skąd, start_time: 162.5, end_time: 163.2
Word: panienka, start_time: 163.2, end_time: 163.7
Word: jest, start_time: 163.7, end_time: 164.1
Word: wszelką, start_time: 164.1, end_time: 165.1
Word: pewnością, start_time: 165.1, end_time: 165.9
Word: jedna, start_time: 165.9, end_time: 166.6
Word: jest, start_time: 166.6, end_time: 166.9
Word: z, start_time: 166.9, end_time: 167.0
Word: obawy, start_time: 167.0, end_time: 167.7
Word: druga, start_time: 167.7, end_time: 168.7
Word: z, start_time: 168.7, end_time: 168.9
Word: czerniowiec, start_time: 168.9, end_time: 169.9
Word: lub, start_time: 169.9, end_time: 170.5
Word: aus, start_time: 170.5, end_time: 171.0
Word: Budapest, start_time: 171.0, end_time: 171.9
Word: wpisane, start_time: 171.9, end_time: 173.7
Word: w, start_time: 173.7, end_time: 173.8
Word: roku, start_time: 173.8, end_time: 174.2
Word: 1907, start_time: 174.2, end_time: 175.6
