Waiting for operation to complete...
Transcript: część trzecia rozdział pierwszy ojciec mieszkam na wsi dość daleko od Paryża skoro Przybyłem spotkałem w drzwiach lekarza który rzekł spóźnił się pan ojciec pragną pana widzieć ostatni raz wszedłem i ujrzałem ciało proszę rzekłem do lekarza kasztan aby wszyscy wyszli i abym nie zostawiono samego ojciec miał mi coś do powiedzenia i powiem i służba oddaliła się wówczas zbliżyliśmy się do łóżka podniosłem łagodnie Town ale zaledwie ujrzałem ojca rzuciłem się aby go uściskać i straciłem przytomność Kiedy przyszedłem do siebie usłyszałem jak ktoś mówił Jeśli zażąda od mówcie Pod jakim bądź pozorem zrozumiałem iż chciano mnie oddalić od Mar udałem że nie słyszę widząc że jestem spokojny zostawi
Confidence: 0.947261393070221
Word: część, start_time: 0.0, end_time: 1.2
Word: ciało, start_time: 19.7, end_time: 20.2
Word: proszę, start_time: 20.2, end_time: 21.2
Word: rzekłem, start_time: 21.2, end_time: 22.2
Word: do, start_time: 22.2, end_time: 22.3
Word: lekarza, start_time: 22.3, end_time: 22.7
Word: kasztan, start_time: 22.7, end_time: 23.6
Word: aby, start_time: 23.6, end_time: 24.0
Word: wszyscy, start_time: 24.0, end_time: 24.4
Word: wyszli, start_time: 24.4, end_time: 24.9
Word: i, start_time: 24.9, end_time: 25.0
Word: abym, start_time: 25.0, end_time: 25.7
Word: nie, start_time: 25.7, end_time: 25.8
Word: zostawiono, start_time: 25.8, end_time: 26.3
Word: samego, start_time: 26.3, end_time: 26.9
Word: ojciec, start_time: 26.9, end_time: 28.0
Word: miał, start_time: 28.0, end_time: 28.3
Word: mi, start_time: 28.3, end_time: 28.5
Word: coś, start_time: 28.5, end_time: 28.7
Word: do, start_time: 28.7, end_time: 28.8
Word: powiedzenia, start_time: 28.8, end_time: 29.0
Word: i, start_time: 29.0, end_time: 29.6
Word: powiem, start_time: 29.6, end_time: 30.7
Word: i, start_time: 30.7, end_time: 30.8
Word: służba, start_time: 30.8, end_time: 31.9
Word: oddaliła, start_time: 31.9, end_time: 32.5
Word: się, start_time: 32.5, end_time: 32.6
Word: wówczas, start_time: 32.6, end_time: 33.5
Word: zbliżyliśmy, start_time: 33.5, end_time: 34.5
Word: się, start_time: 34.5, end_time: 34.7
Word: do, start_time: 34.7, end_time: 34.8
Word: łóżka, start_time: 34.8, end_time: 35.0
Word: podniosłem, start_time: 35.0, end_time: 36.5
Word: łagodnie, start_time: 36.5, end_time: 37.0
Word: Town, start_time: 37.0, end_time: 37.4
Word: ale, start_time: 37.4, end_time: 38.1
Word: zaledwie, start_time: 38.1, end_time: 38.3
Word: ujrzałem, start_time: 38.3, end_time: 39.0
Word: ojca, start_time: 39.0, end_time: 39.5
Word: rzuciłem, start_time: 39.5, end_time: 40.6
Word: się, start_time: 40.6, end_time: 40.7
Word: aby, start_time: 40.7, end_time: 41.1
Word: go, start_time: 41.1, end_time: 41.3
Word: uściskać, start_time: 41.3, end_time: 41.9
Word: i, start_time: 41.9, end_time: 42.1
Word: straciłem, start_time: 42.1, end_time: 43.1
Word: przytomność, start_time: 43.1, end_time: 43.8
Word: Kiedy, start_time: 43.8, end_time: 44.6
Word: przyszedłem, start_time: 44.6, end_time: 45.0
Word: do, start_time: 45.0, end_time: 45.1
Word: siebie, start_time: 45.1, end_time: 45.4
Word: usłyszałem, start_time: 45.4, end_time: 46.5
Word: jak, start_time: 46.5, end_time: 46.7
Word: ktoś, start_time: 46.7, end_time: 47.0
Word: mówił, start_time: 47.0, end_time: 47.5
Word: Jeśli, start_time: 47.5, end_time: 48.5
Word: zażąda, start_time: 48.5, end_time: 49.2
Word: od, start_time: 49.2, end_time: 49.5
Word: mówcie, start_time: 49.5, end_time: 49.9
Word: Pod, start_time: 49.9, end_time: 50.3
Word: jakim, start_time: 50.3, end_time: 50.7
Word: bądź, start_time: 50.7, end_time: 51.1
Word: pozorem, start_time: 51.1, end_time: 51.6
Word: zrozumiałem, start_time: 51.6, end_time: 53.1
Word: iż, start_time: 53.1, end_time: 53.6
Word: chciano, start_time: 53.6, end_time: 54.0
Word: mnie, start_time: 54.0, end_time: 54.2
Word: oddalić, start_time: 54.2, end_time: 54.8
Word: od, start_time: 54.8, end_time: 55.1
Word: Mar, start_time: 55.1, end_time: 55.4
Word: udałem, start_time: 55.4, end_time: 56.4
Word: że, start_time: 56.4, end_time: 56.5
Word: nie, start_time: 56.5, end_time: 56.7
Word: słyszę, start_time: 56.7, end_time: 57.1
Word: widząc, start_time: 57.1, end_time: 58.0
Word: że, start_time: 58.0, end_time: 58.1
Word: jestem, start_time: 58.1, end_time: 58.5
Word: spokojny, start_time: 58.5, end_time: 59.1
Word: zostawi, start_time: 59.1, end_time: 59.9
Transcript: za czekałem aż wszyscy ułożą się do snu i wziąwszy świecznik udałem się do pokoju ojca zastałem tam młodego księdza który sam siedział przy łóżku Księże rzekłem wydzierać się rodzi ostatnią noc przyłożył ojca to śmiałe przedsięwzięcie nie wiem kto mógł je panu zlecić Niech ksiądz zostanie w przyległym pokoju Biorę wszystko na siebie ksiądz wyszedł jedyny świecznik stojący na stole oświeca łóżko usiadłem na miejscu duchownego i odsłonił m jeszcze raz twarz której nigdy już nie miałem oglądać co chciałeś Mirzec Ojcze spytałem jaka była twoja ostatnia myśl kiedyś szukał oczy na swego dziecka ojciec pisywał dziennik gdzie miał zwyczaj notować Dzień po dniu wszystko co robił dziennik ten leżał na stole zbliżyłem się do nich i ukląkłem na otwartej stronie widniały tylko te słowa bądź zdrów synu
Confidence: 0.9243872761726379
Word: za, start_time: 59.9, end_time: 61.0
Word: czekałem, start_time: 61.0, end_time: 61.4
Word: aż, start_time: 61.4, end_time: 61.6
Word: wszyscy, start_time: 61.6, end_time: 62.0
Word: ułożą, start_time: 62.0, end_time: 62.6
Word: się, start_time: 62.6, end_time: 62.7
Word: do, start_time: 62.7, end_time: 62.9
Word: snu, start_time: 62.9, end_time: 63.2
Word: i, start_time: 63.2, end_time: 63.4
Word: wziąwszy, start_time: 63.4, end_time: 64.1
Word: świecznik, start_time: 64.1, end_time: 64.8
Word: udałem, start_time: 64.8, end_time: 65.6
Word: się, start_time: 65.6, end_time: 65.6
Word: do, start_time: 65.6, end_time: 65.8
Word: pokoju, start_time: 65.8, end_time: 66.0
Word: ojca, start_time: 66.0, end_time: 66.7
Word: zastałem, start_time: 66.7, end_time: 67.7
Word: tam, start_time: 67.7, end_time: 67.9
Word: młodego, start_time: 67.9, end_time: 68.3
Word: księdza, start_time: 68.3, end_time: 68.9
Word: który, start_time: 68.9, end_time: 69.4
Word: sam, start_time: 69.4, end_time: 69.8
Word: siedział, start_time: 69.8, end_time: 70.1
Word: przy, start_time: 70.1, end_time: 70.4
Word: łóżku, start_time: 70.4, end_time: 70.8
Word: Księże, start_time: 70.8, end_time: 72.0
Word: rzekłem, start_time: 72.0, end_time: 72.8
Word: wydzierać, start_time: 72.8, end_time: 73.7
Word: się, start_time: 73.7, end_time: 73.7
Word: rodzi, start_time: 73.7, end_time: 74.1
Word: ostatnią, start_time: 74.1, end_time: 74.7
Word: noc, start_time: 74.7, end_time: 75.0
Word: przyłożył, start_time: 75.0, end_time: 75.6
Word: ojca, start_time: 75.6, end_time: 76.2
Word: to, start_time: 76.2, end_time: 76.6
Word: śmiałe, start_time: 76.6, end_time: 77.0
Word: przedsięwzięcie, start_time: 77.0, end_time: 77.8
Word: nie, start_time: 77.8, end_time: 78.4
Word: wiem, start_time: 78.4, end_time: 78.6
Word: kto, start_time: 78.6, end_time: 78.8
Word: mógł, start_time: 78.8, end_time: 79.1
Word: je, start_time: 79.1, end_time: 79.2
Word: panu, start_time: 79.2, end_time: 79.5
Word: zlecić, start_time: 79.5, end_time: 80.0
Word: Niech, start_time: 80.0, end_time: 80.6
Word: ksiądz, start_time: 80.6, end_time: 80.9
Word: zostanie, start_time: 80.9, end_time: 81.5
Word: w, start_time: 81.5, end_time: 81.6
Word: przyległym, start_time: 81.6, end_time: 82.2
Word: pokoju, start_time: 82.2, end_time: 82.8
Word: Biorę, start_time: 82.8, end_time: 83.7
Word: wszystko, start_time: 83.7, end_time: 84.2
Word: na, start_time: 84.2, end_time: 84.3
Word: siebie, start_time: 84.3, end_time: 84.5
Word: ksiądz, start_time: 84.5, end_time: 85.5
Word: wyszedł, start_time: 85.5, end_time: 86.0
Word: jedyny, start_time: 86.0, end_time: 86.8
Word: świecznik, start_time: 86.8, end_time: 87.3
Word: stojący, start_time: 87.3, end_time: 87.5
Word: na, start_time: 87.5, end_time: 87.8
Word: stole, start_time: 87.8, end_time: 88.1
Word: oświeca, start_time: 88.1, end_time: 88.8
Word: łóżko, start_time: 88.8, end_time: 89.3
Word: usiadłem, start_time: 89.3, end_time: 90.2
Word: na, start_time: 90.2, end_time: 90.4
Word: miejscu, start_time: 90.4, end_time: 90.8
Word: duchownego, start_time: 90.8, end_time: 91.4
Word: i, start_time: 91.4, end_time: 91.6
Word: odsłonił, start_time: 91.6, end_time: 92.6
Word: m, start_time: 92.6, end_time: 92.7
Word: jeszcze, start_time: 92.7, end_time: 92.8
Word: raz, start_time: 92.8, end_time: 93.3
Word: twarz, start_time: 93.3, end_time: 93.9
Word: której, start_time: 93.9, end_time: 94.6
Word: nigdy, start_time: 94.6, end_time: 94.9
Word: już, start_time: 94.9, end_time: 95.2
Word: nie, start_time: 95.2, end_time: 95.4
Word: miałem, start_time: 95.4, end_time: 95.6
Word: oglądać, start_time: 95.6, end_time: 95.9
Word: co, start_time: 95.9, end_time: 97.2
Word: chciałeś, start_time: 97.2, end_time: 97.5
Word: Mirzec, start_time: 97.5, end_time: 97.9
Word: Ojcze, start_time: 97.9, end_time: 98.5
Word: spytałem, start_time: 98.5, end_time: 99.4
Word: jaka, start_time: 99.4, end_time: 100.1
Word: była, start_time: 100.1, end_time: 100.4
Word: twoja, start_time: 100.4, end_time: 100.5
Word: ostatnia, start_time: 100.5, end_time: 100.8
Word: myśl, start_time: 100.8, end_time: 101.7
Word: kiedyś, start_time: 101.7, end_time: 102.4
Word: szukał, start_time: 102.4, end_time: 102.9
Word: oczy, start_time: 102.9, end_time: 103.2
Word: na, start_time: 103.2, end_time: 103.4
Word: swego, start_time: 103.4, end_time: 103.7
Word: dziecka, start_time: 103.7, end_time: 103.9
Word: ojciec, start_time: 103.9, end_time: 105.0
Word: pisywał, start_time: 105.0, end_time: 105.4
Word: dziennik, start_time: 105.4, end_time: 106.1
Word: gdzie, start_time: 106.1, end_time: 106.7
Word: miał, start_time: 106.7, end_time: 106.8
Word: zwyczaj, start_time: 106.8, end_time: 107.3
Word: notować, start_time: 107.3, end_time: 107.8
Word: Dzień, start_time: 107.8, end_time: 108.4
Word: po, start_time: 108.4, end_time: 108.6
Word: dniu, start_time: 108.6, end_time: 108.7
Word: wszystko, start_time: 108.7, end_time: 109.5
Word: co, start_time: 109.5, end_time: 109.7
Word: robił, start_time: 109.7, end_time: 110.0
Word: dziennik, start_time: 110.0, end_time: 111.1
Word: ten, start_time: 111.1, end_time: 111.3
Word: leżał, start_time: 111.3, end_time: 111.7
Word: na, start_time: 111.7, end_time: 111.7
Word: stole, start_time: 111.7, end_time: 112.0
Word: zbliżyłem, start_time: 112.0, end_time: 113.4
Word: się, start_time: 113.4, end_time: 113.6
Word: do, start_time: 113.6, end_time: 113.7
Word: nich, start_time: 113.7, end_time: 114.0
Word: i, start_time: 114.0, end_time: 114.1
Word: ukląkłem, start_time: 114.1, end_time: 114.8
Word: na, start_time: 114.8, end_time: 115.5
Word: otwartej, start_time: 115.5, end_time: 115.9
Word: stronie, start_time: 115.9, end_time: 116.3
Word: widniały, start_time: 116.3, end_time: 116.9
Word: tylko, start_time: 116.9, end_time: 117.3
Word: te, start_time: 117.3, end_time: 117.4
Word: słowa, start_time: 117.4, end_time: 117.6
Word: bądź, start_time: 117.6, end_time: 118.7
Word: zdrów, start_time: 118.7, end_time: 119.0
Word: synu, start_time: 119.0, end_time: 119.5
Transcript: Kocham cię i umieram nie wydałem ani jednej z żadnym z szloch nie wyszedł z moich warg Gardło mi się wcisnęło usta były jak zapieczętowane patrzałem na ojca bezruchu znał moje życie wybryki moje Niejeden raz dał mu przyczyny do Skargi lub nagany za każdym widzeniem mówił mi o przyszłości O młodości mail szaleństwach rady jego ocaliły mnie nieraz w krytycznej chwili a miały wielką moc ponieważ życie jego było od początku do końca wzorem cnoty spokoju i dobroci pomyślałem się iż przed śmiercią pragną mnie widzieć aby spróbować jeszcze raz odwrócić mnie od drogi na jaką zabrałem ale zgon przyszedł zbyt szybko uczył nagle iż ma zaledwie czas na powiedzenie jednego słowa i powiedział że mnie kocha
Confidence: 0.950037956237793
Word: Kocham, start_time: 119.9, end_time: 120.3
Word: cię, start_time: 120.3, end_time: 120.5
Word: i, start_time: 120.5, end_time: 120.7
Word: umieram, start_time: 120.7, end_time: 121.5
Word: nie, start_time: 121.5, end_time: 122.3
Word: wydałem, start_time: 122.3, end_time: 122.7
Word: ani, start_time: 122.7, end_time: 122.8
Word: jednej, start_time: 122.8, end_time: 123.4
Word: z, start_time: 123.4, end_time: 123.8
Word: żadnym, start_time: 123.8, end_time: 124.8
Word: z, start_time: 124.8, end_time: 124.8
Word: szloch, start_time: 124.8, end_time: 125.1
Word: nie, start_time: 125.1, end_time: 125.3
Word: wyszedł, start_time: 125.3, end_time: 125.6
Word: z, start_time: 125.6, end_time: 125.7
Word: moich, start_time: 125.7, end_time: 126.1
Word: warg, start_time: 126.1, end_time: 126.4
Word: Gardło, start_time: 126.4, end_time: 127.4
Word: mi, start_time: 127.4, end_time: 127.5
Word: się, start_time: 127.5, end_time: 127.6
Word: wcisnęło, start_time: 127.6, end_time: 128.0
Word: usta, start_time: 128.0, end_time: 128.8
Word: były, start_time: 128.8, end_time: 129.0
Word: jak, start_time: 129.0, end_time: 129.3
Word: zapieczętowane, start_time: 129.3, end_time: 130.1
Word: patrzałem, start_time: 130.1, end_time: 131.1
Word: na, start_time: 131.1, end_time: 131.2
Word: ojca, start_time: 131.2, end_time: 131.6
Word: bezruchu, start_time: 131.6, end_time: 132.2
Word: znał, start_time: 132.2, end_time: 133.1
Word: moje, start_time: 133.1, end_time: 133.3
Word: życie, start_time: 133.3, end_time: 133.8
Word: wybryki, start_time: 133.8, end_time: 134.9
Word: moje, start_time: 134.9, end_time: 135.2
Word: Niejeden, start_time: 135.2, end_time: 135.7
Word: raz, start_time: 135.7, end_time: 135.9
Word: dał, start_time: 135.9, end_time: 136.3
Word: mu, start_time: 136.3, end_time: 136.5
Word: przyczyny, start_time: 136.5, end_time: 137.0
Word: do, start_time: 137.0, end_time: 137.1
Word: Skargi, start_time: 137.1, end_time: 137.5
Word: lub, start_time: 137.5, end_time: 137.7
Word: nagany, start_time: 137.7, end_time: 139.0
Word: za, start_time: 139.0, end_time: 139.7
Word: każdym, start_time: 139.7, end_time: 140.0
Word: widzeniem, start_time: 140.0, end_time: 140.6
Word: mówił, start_time: 140.6, end_time: 141.0
Word: mi, start_time: 141.0, end_time: 141.2
Word: o, start_time: 141.2, end_time: 141.2
Word: przyszłości, start_time: 141.2, end_time: 142.1
Word: O, start_time: 142.1, end_time: 142.2
Word: młodości, start_time: 142.2, end_time: 143.3
Word: mail, start_time: 143.3, end_time: 143.6
Word: szaleństwach, start_time: 143.6, end_time: 144.5
Word: rady, start_time: 144.5, end_time: 145.5
Word: jego, start_time: 145.5, end_time: 145.8
Word: ocaliły, start_time: 145.8, end_time: 146.6
Word: mnie, start_time: 146.6, end_time: 146.9
Word: nieraz, start_time: 146.9, end_time: 147.1
Word: w, start_time: 147.1, end_time: 147.3
Word: krytycznej, start_time: 147.3, end_time: 147.9
Word: chwili, start_time: 147.9, end_time: 148.4
Word: a, start_time: 148.4, end_time: 148.5
Word: miały, start_time: 148.5, end_time: 149.2
Word: wielką, start_time: 149.2, end_time: 149.6
Word: moc, start_time: 149.6, end_time: 149.9
Word: ponieważ, start_time: 149.9, end_time: 150.7
Word: życie, start_time: 150.7, end_time: 151.2
Word: jego, start_time: 151.2, end_time: 151.5
Word: było, start_time: 151.5, end_time: 151.7
Word: od, start_time: 151.7, end_time: 152.3
Word: początku, start_time: 152.3, end_time: 152.5
Word: do, start_time: 152.5, end_time: 153.0
Word: końca, start_time: 153.0, end_time: 153.1
Word: wzorem, start_time: 153.1, end_time: 153.8
Word: cnoty, start_time: 153.8, end_time: 154.4
Word: spokoju, start_time: 154.4, end_time: 155.4
Word: i, start_time: 155.4, end_time: 155.5
Word: dobroci, start_time: 155.5, end_time: 156.2
Word: pomyślałem, start_time: 156.2, end_time: 157.4
Word: się, start_time: 157.4, end_time: 157.5
Word: iż, start_time: 157.5, end_time: 158.1
Word: przed, start_time: 158.1, end_time: 158.4
Word: śmiercią, start_time: 158.4, end_time: 158.9
Word: pragną, start_time: 158.9, end_time: 159.6
Word: mnie, start_time: 159.6, end_time: 159.8
Word: widzieć, start_time: 159.8, end_time: 160.1
Word: aby, start_time: 160.1, end_time: 160.8
Word: spróbować, start_time: 160.8, end_time: 161.1
Word: jeszcze, start_time: 161.1, end_time: 161.7
Word: raz, start_time: 161.7, end_time: 162.0
Word: odwrócić, start_time: 162.0, end_time: 163.1
Word: mnie, start_time: 163.1, end_time: 163.3
Word: od, start_time: 163.3, end_time: 163.4
Word: drogi, start_time: 163.4, end_time: 164.0
Word: na, start_time: 164.0, end_time: 164.5
Word: jaką, start_time: 164.5, end_time: 164.7
Word: zabrałem, start_time: 164.7, end_time: 165.4
Word: ale, start_time: 165.4, end_time: 166.2
Word: zgon, start_time: 166.2, end_time: 166.6
Word: przyszedł, start_time: 166.6, end_time: 167.3
Word: zbyt, start_time: 167.3, end_time: 167.7
Word: szybko, start_time: 167.7, end_time: 168.1
Word: uczył, start_time: 168.1, end_time: 168.9
Word: nagle, start_time: 168.9, end_time: 169.3
Word: iż, start_time: 169.3, end_time: 169.9
Word: ma, start_time: 169.9, end_time: 170.1
Word: zaledwie, start_time: 170.1, end_time: 170.5
Word: czas, start_time: 170.5, end_time: 170.9
Word: na, start_time: 170.9, end_time: 171.4
Word: powiedzenie, start_time: 171.4, end_time: 171.8
Word: jednego, start_time: 171.8, end_time: 172.3
Word: słowa, start_time: 172.3, end_time: 172.7
Word: i, start_time: 172.7, end_time: 172.9
Word: powiedział, start_time: 172.9, end_time: 173.9
Word: że, start_time: 173.9, end_time: 174.9
Word: mnie, start_time: 174.9, end_time: 174.9
Word: kocha, start_time: 174.9, end_time: 175.1
