Waiting for operation to complete...
Transcript: Juliusz Słowacki Hymn o zachodzie słońca na morzu Smutno mi Boże dla mnie na zachodzie rozlałeś tęczę blasków promienistą przede mną grać w Lazurowej wodzie gwiazda ognistą chodź mi tak nie bo ty złociszy małża Smutno mi Boże jak puste kłosy z podniesioną głową z tej rozkoszy próżni dose to dla obcych ludzi mają twarz jednakową cisza błękitu ale przed tobą głąb serca otworzę Smutno mi Boże jak ona matki odejście się żali małe dzieci na takie Ja płaczę bliski patrząc na słońce co mi rzucać fali ostatnio były ski choć wiem że jutro byś nie nowe Zorza Smutno mi Boże dzisiaj na wielkie morze obłąkana 100 mil od brzegu i Stomil przed brzegiem widziałem lotne w powietrzu bociany długim szeregiem że mi
Confidence: 0.8534809947013855
Word: Juliusz, start_time: 0.0, end_time: 0.9
Word: kłosy, start_time: 22.4, end_time: 22.5
Word: z, start_time: 22.5, end_time: 22.8
Word: podniesioną, start_time: 22.8, end_time: 23.5
Word: głową, start_time: 23.5, end_time: 23.6
Word: z, start_time: 23.6, end_time: 24.2
Word: tej, start_time: 24.2, end_time: 24.6
Word: rozkoszy, start_time: 24.6, end_time: 24.9
Word: próżni, start_time: 24.9, end_time: 25.7
Word: dose, start_time: 25.7, end_time: 26.0
Word: to, start_time: 26.0, end_time: 26.2
Word: dla, start_time: 26.2, end_time: 27.4
Word: obcych, start_time: 27.4, end_time: 27.7
Word: ludzi, start_time: 27.7, end_time: 28.0
Word: mają, start_time: 28.0, end_time: 28.2
Word: twarz, start_time: 28.2, end_time: 28.4
Word: jednakową, start_time: 28.4, end_time: 29.1
Word: cisza, start_time: 29.1, end_time: 29.7
Word: błękitu, start_time: 29.7, end_time: 30.3
Word: ale, start_time: 30.3, end_time: 31.4
Word: przed, start_time: 31.4, end_time: 31.7
Word: tobą, start_time: 31.7, end_time: 32.0
Word: głąb, start_time: 32.0, end_time: 32.2
Word: serca, start_time: 32.2, end_time: 32.8
Word: otworzę, start_time: 32.8, end_time: 33.3
Word: Smutno, start_time: 33.3, end_time: 34.3
Word: mi, start_time: 34.3, end_time: 34.5
Word: Boże, start_time: 34.5, end_time: 34.7
Word: jak, start_time: 34.7, end_time: 36.8
Word: ona, start_time: 36.8, end_time: 37.1
Word: matki, start_time: 37.1, end_time: 37.4
Word: odejście, start_time: 37.4, end_time: 38.0
Word: się, start_time: 38.0, end_time: 38.1
Word: żali, start_time: 38.1, end_time: 38.4
Word: małe, start_time: 38.4, end_time: 38.7
Word: dzieci, start_time: 38.7, end_time: 39.1
Word: na, start_time: 39.1, end_time: 39.2
Word: takie, start_time: 39.2, end_time: 39.9
Word: Ja, start_time: 39.9, end_time: 40.0
Word: płaczę, start_time: 40.0, end_time: 40.3
Word: bliski, start_time: 40.3, end_time: 40.7
Word: patrząc, start_time: 40.7, end_time: 41.9
Word: na, start_time: 41.9, end_time: 42.0
Word: słońce, start_time: 42.0, end_time: 42.2
Word: co, start_time: 42.2, end_time: 42.7
Word: mi, start_time: 42.7, end_time: 42.8
Word: rzucać, start_time: 42.8, end_time: 43.1
Word: fali, start_time: 43.1, end_time: 43.4
Word: ostatnio, start_time: 43.4, end_time: 44.0
Word: były, start_time: 44.0, end_time: 44.2
Word: ski, start_time: 44.2, end_time: 44.5
Word: choć, start_time: 44.5, end_time: 45.4
Word: wiem, start_time: 45.4, end_time: 45.7
Word: że, start_time: 45.7, end_time: 45.8
Word: jutro, start_time: 45.8, end_time: 46.1
Word: byś, start_time: 46.1, end_time: 46.5
Word: nie, start_time: 46.5, end_time: 46.7
Word: nowe, start_time: 46.7, end_time: 46.9
Word: Zorza, start_time: 46.9, end_time: 47.3
Word: Smutno, start_time: 47.3, end_time: 48.2
Word: mi, start_time: 48.2, end_time: 48.3
Word: Boże, start_time: 48.3, end_time: 48.6
Word: dzisiaj, start_time: 48.6, end_time: 50.3
Word: na, start_time: 50.3, end_time: 50.5
Word: wielkie, start_time: 50.5, end_time: 50.7
Word: morze, start_time: 50.7, end_time: 51.2
Word: obłąkana, start_time: 51.2, end_time: 52.2
Word: 100, start_time: 52.2, end_time: 52.8
Word: mil, start_time: 52.8, end_time: 53.0
Word: od, start_time: 53.0, end_time: 53.1
Word: brzegu, start_time: 53.1, end_time: 53.2
Word: i, start_time: 53.2, end_time: 53.6
Word: Stomil, start_time: 53.6, end_time: 54.0
Word: przed, start_time: 54.0, end_time: 54.4
Word: brzegiem, start_time: 54.4, end_time: 54.8
Word: widziałem, start_time: 54.8, end_time: 55.7
Word: lotne, start_time: 55.7, end_time: 56.1
Word: w, start_time: 56.1, end_time: 56.1
Word: powietrzu, start_time: 56.1, end_time: 56.6
Word: bociany, start_time: 56.6, end_time: 57.1
Word: długim, start_time: 57.1, end_time: 57.4
Word: szeregiem, start_time: 57.4, end_time: 57.7
Word: że, start_time: 57.7, end_time: 59.7
Word: mi, start_time: 59.7, end_time: 59.8
Transcript: kiedyś na polskim ugorze Smutno mi Boże żebym często dumała nad mogiłą ludzi że mnie znał prawie rodzinnego domu żebym był jak pielgrzymce się w drodze trudzie przy blaskach Gromu że nie wiem gdzie się w Mogile położę Smutno mi Boże ty będziesz widział moje białe kości strasznie oddane kolumnowym całą Ale mi jest jako człowiek Co zazdrości mogił popiołem więc że nieznane gotujesz miło że Smutno mi Boże Kazanów kraju nie w innej dziedzinie modlić się za mnie co dzień a ja przecież wiem że mój okręt nie do kraju płynie płynący po świecie więc że modlitwa dziecka nic nie może Smutno mi Boże na tęczę blasków którą tak ogromnie Anieli twoi w niebie rozboli No widzisz ludzie w 100 lat będą po mnie patrzą Zimmer
Confidence: 0.8419064879417419
Word: kiedyś, start_time: 59.9, end_time: 60.6
Word: na, start_time: 60.6, end_time: 60.8
Word: polskim, start_time: 60.8, end_time: 61.3
Word: ugorze, start_time: 61.3, end_time: 61.7
Word: Smutno, start_time: 61.7, end_time: 63.0
Word: mi, start_time: 63.0, end_time: 63.1
Word: Boże, start_time: 63.1, end_time: 63.4
Word: żebym, start_time: 63.4, end_time: 65.3
Word: często, start_time: 65.3, end_time: 65.8
Word: dumała, start_time: 65.8, end_time: 66.3
Word: nad, start_time: 66.3, end_time: 66.3
Word: mogiłą, start_time: 66.3, end_time: 66.9
Word: ludzi, start_time: 66.9, end_time: 67.4
Word: że, start_time: 67.4, end_time: 68.4
Word: mnie, start_time: 68.4, end_time: 68.6
Word: znał, start_time: 68.6, end_time: 68.9
Word: prawie, start_time: 68.9, end_time: 69.3
Word: rodzinnego, start_time: 69.3, end_time: 69.8
Word: domu, start_time: 69.8, end_time: 70.2
Word: żebym, start_time: 70.2, end_time: 71.7
Word: był, start_time: 71.7, end_time: 71.9
Word: jak, start_time: 71.9, end_time: 72.1
Word: pielgrzymce, start_time: 72.1, end_time: 72.8
Word: się, start_time: 72.8, end_time: 73.0
Word: w, start_time: 73.0, end_time: 73.1
Word: drodze, start_time: 73.1, end_time: 73.3
Word: trudzie, start_time: 73.3, end_time: 73.8
Word: przy, start_time: 73.8, end_time: 74.0
Word: blaskach, start_time: 74.0, end_time: 74.5
Word: Gromu, start_time: 74.5, end_time: 74.9
Word: że, start_time: 74.9, end_time: 76.0
Word: nie, start_time: 76.0, end_time: 76.2
Word: wiem, start_time: 76.2, end_time: 76.5
Word: gdzie, start_time: 76.5, end_time: 76.9
Word: się, start_time: 76.9, end_time: 77.0
Word: w, start_time: 77.0, end_time: 77.1
Word: Mogile, start_time: 77.1, end_time: 77.6
Word: położę, start_time: 77.6, end_time: 78.2
Word: Smutno, start_time: 78.2, end_time: 79.3
Word: mi, start_time: 79.3, end_time: 79.5
Word: Boże, start_time: 79.5, end_time: 79.8
Word: ty, start_time: 79.8, end_time: 81.8
Word: będziesz, start_time: 81.8, end_time: 82.2
Word: widział, start_time: 82.2, end_time: 82.7
Word: moje, start_time: 82.7, end_time: 82.9
Word: białe, start_time: 82.9, end_time: 83.3
Word: kości, start_time: 83.3, end_time: 83.6
Word: strasznie, start_time: 83.6, end_time: 84.8
Word: oddane, start_time: 84.8, end_time: 85.2
Word: kolumnowym, start_time: 85.2, end_time: 85.9
Word: całą, start_time: 85.9, end_time: 86.3
Word: Ale, start_time: 86.3, end_time: 87.2
Word: mi, start_time: 87.2, end_time: 87.3
Word: jest, start_time: 87.3, end_time: 87.5
Word: jako, start_time: 87.5, end_time: 87.7
Word: człowiek, start_time: 87.7, end_time: 87.8
Word: Co, start_time: 87.8, end_time: 88.6
Word: zazdrości, start_time: 88.6, end_time: 89.2
Word: mogił, start_time: 89.2, end_time: 89.6
Word: popiołem, start_time: 89.6, end_time: 90.2
Word: więc, start_time: 90.2, end_time: 91.3
Word: że, start_time: 91.3, end_time: 91.8
Word: nieznane, start_time: 91.8, end_time: 92.4
Word: gotujesz, start_time: 92.4, end_time: 92.8
Word: miło, start_time: 92.8, end_time: 93.2
Word: że, start_time: 93.2, end_time: 93.4
Word: Smutno, start_time: 93.4, end_time: 94.5
Word: mi, start_time: 94.5, end_time: 94.6
Word: Boże, start_time: 94.6, end_time: 94.9
Word: Kazanów, start_time: 94.9, end_time: 97.1
Word: kraju, start_time: 97.1, end_time: 97.6
Word: nie, start_time: 97.6, end_time: 97.7
Word: w, start_time: 97.7, end_time: 97.8
Word: innej, start_time: 97.8, end_time: 98.2
Word: dziedzinie, start_time: 98.2, end_time: 98.4
Word: modlić, start_time: 98.4, end_time: 99.1
Word: się, start_time: 99.1, end_time: 99.2
Word: za, start_time: 99.2, end_time: 99.4
Word: mnie, start_time: 99.4, end_time: 99.6
Word: co, start_time: 99.6, end_time: 99.8
Word: dzień, start_time: 99.8, end_time: 100.1
Word: a, start_time: 100.1, end_time: 100.2
Word: ja, start_time: 100.2, end_time: 101.0
Word: przecież, start_time: 101.0, end_time: 101.3
Word: wiem, start_time: 101.3, end_time: 102.6
Word: że, start_time: 102.6, end_time: 102.7
Word: mój, start_time: 102.7, end_time: 102.9
Word: okręt, start_time: 102.9, end_time: 103.3
Word: nie, start_time: 103.3, end_time: 103.5
Word: do, start_time: 103.5, end_time: 103.6
Word: kraju, start_time: 103.6, end_time: 103.9
Word: płynie, start_time: 103.9, end_time: 104.1
Word: płynący, start_time: 104.1, end_time: 104.9
Word: po, start_time: 104.9, end_time: 104.9
Word: świecie, start_time: 104.9, end_time: 105.4
Word: więc, start_time: 105.4, end_time: 106.9
Word: że, start_time: 106.9, end_time: 107.5
Word: modlitwa, start_time: 107.5, end_time: 107.8
Word: dziecka, start_time: 107.8, end_time: 108.3
Word: nic, start_time: 108.3, end_time: 108.6
Word: nie, start_time: 108.6, end_time: 108.8
Word: może, start_time: 108.8, end_time: 109.2
Word: Smutno, start_time: 109.2, end_time: 110.6
Word: mi, start_time: 110.6, end_time: 110.7
Word: Boże, start_time: 110.7, end_time: 110.9
Word: na, start_time: 110.9, end_time: 112.5
Word: tęczę, start_time: 112.5, end_time: 112.9
Word: blasków, start_time: 112.9, end_time: 113.0
Word: którą, start_time: 113.0, end_time: 113.6
Word: tak, start_time: 113.6, end_time: 114.0
Word: ogromnie, start_time: 114.0, end_time: 114.5
Word: Anieli, start_time: 114.5, end_time: 114.9
Word: twoi, start_time: 114.9, end_time: 115.2
Word: w, start_time: 115.2, end_time: 115.3
Word: niebie, start_time: 115.3, end_time: 115.7
Word: rozboli, start_time: 115.7, end_time: 116.5
Word: No, start_time: 116.5, end_time: 117.0
Word: widzisz, start_time: 117.0, end_time: 117.4
Word: ludzie, start_time: 117.4, end_time: 117.7
Word: w, start_time: 117.7, end_time: 117.8
Word: 100, start_time: 117.8, end_time: 118.0
Word: lat, start_time: 118.0, end_time: 118.1
Word: będą, start_time: 118.1, end_time: 118.4
Word: po, start_time: 118.4, end_time: 118.7
Word: mnie, start_time: 118.7, end_time: 118.9
Word: patrzą, start_time: 118.9, end_time: 119.3
Word: Zimmer, start_time: 119.3, end_time: 119.8
Transcript: nim się przed moją nicością okaże Smutno mi Boże
Confidence: 0.8932834267616272
Word: nim, start_time: 119.9, end_time: 120.6
Word: się, start_time: 120.6, end_time: 120.8
Word: przed, start_time: 120.8, end_time: 121.0
Word: moją, start_time: 121.0, end_time: 121.3
Word: nicością, start_time: 121.3, end_time: 121.6
Word: okaże, start_time: 121.6, end_time: 122.5
Word: Smutno, start_time: 122.5, end_time: 123.2
Word: mi, start_time: 123.2, end_time: 123.4
Word: Boże, start_time: 123.4, end_time: 123.6
