Waiting for operation to complete...
Transcript: Artur Oppman historia o nieznośnym Jasiu czy też znacie pana Jana to zaledwie w stanie z rana już z nim każdy ma aparat bo dokucza wszystkim zaraz czy też znacie chłopca tego co z serduszka słynie złego Co ma Jedną wciąż robotę jakby komuś spłacać prosi mama grozi tata a on ciągle figle płata w domu w stadzie broń wszędzie A co też to z niego będzie na igłę lub na szpilkach żuczki i motylki To wbiję gąskę biedną sąsiadkę zabił jedno kociny złapał małą jak biedactwo to miał całą jak Błagał o go daremnie
Confidence: 0.8385780453681946
Word: Artur, start_time: 0.0, end_time: 1.5
Word: krew, start_time: 85.8, end_time: 88.7
Word: się, start_time: 88.7, end_time: 88.9
Word: leje, start_time: 88.9, end_time: 89.1
Word: Janek, start_time: 89.1, end_time: 90.1
Word: krzyczy, start_time: 90.1, end_time: 90.7
Word: prawie, start_time: 90.7, end_time: 91.2
Word: mdleję, start_time: 91.2, end_time: 91.3
Word: spuchła, start_time: 91.3, end_time: 92.7
Word: noga, start_time: 92.7, end_time: 92.8
Word: do, start_time: 92.8, end_time: 93.1
Word: wieczora, start_time: 93.1, end_time: 93.6
Word: więc, start_time: 93.6, end_time: 94.6
Word: posłano, start_time: 94.6, end_time: 95.3
Word: po, start_time: 95.3, end_time: 95.9
Word: doktora, start_time: 95.9, end_time: 96.4
Word: przyszedł, start_time: 96.4, end_time: 97.4
Word: doktór, start_time: 97.4, end_time: 98.2
Word: opatruje, start_time: 98.2, end_time: 99.5
Word: która, start_time: 99.5, end_time: 100.8
Word: nas, start_time: 100.8, end_time: 101.1
Word: szczypie, start_time: 101.1, end_time: 101.9
Word: kłuje, start_time: 101.9, end_time: 102.5
Word: tydzień, start_time: 102.5, end_time: 103.5
Word: było, start_time: 103.5, end_time: 103.9
Word: bólu, start_time: 103.9, end_time: 104.3
Word: Krzyku, start_time: 104.3, end_time: 104.8
Word: tydzień, start_time: 104.8, end_time: 105.3
Word: Jaś, start_time: 105.3, end_time: 105.8
Word: był, start_time: 105.8, end_time: 106.3
Word: na, start_time: 106.3, end_time: 106.4
Word: kleiku, start_time: 106.4, end_time: 107.2
Word: A, start_time: 107.2, end_time: 107.4
Word: obiadek, start_time: 107.4, end_time: 109.0
Word: wyśmienity, start_time: 109.0, end_time: 110.7
Word: jadą, start_time: 110.7, end_time: 112.0
Word: za, start_time: 112.0, end_time: 112.2
Word: niego, start_time: 112.2, end_time: 112.6
Word: wreszcie, start_time: 112.6, end_time: 113.4
Word: obity, start_time: 113.4, end_time: 114.7
