21	chciałem	ˈxt͡ɕa.wɛm	chciałbym	ˈxt͡ɕaw.bɨm
21	chciałbym	ˈxt͡ɕaw.bɨm	chciałabym	xt͡ɕaˈwa.bɨm
20	zmiany	ˈzmʲa.nɨ	zmianę	ˈzmʲa.nɛ
20	uzasadnienie	u.za.saˈdɲɛ.ɲɛ	uzasadnienia	u.za.saˈdɲɛ.ɲa
20	trzecich	ˈtʂɛ.t͡ɕix	przeciw	ˈpʂɛ.t͡ɕif
20	rzeczpospolitej	ʐɛt͡ʂ.pɔ.spɔˈlʲi.tɛj	rzeczypospolitej	ʐɛ.t͡ʂɨ.pɔ.spɔˈlʲi.tɛj
20	proponuję	prɔ.pɔˈnu.jɛ	proponuje	prɔ.pɔˈnu.jɛ
20	pani	paˈɲ.i	pan	pan
20	jeśli	jɛɕˈlʲ.i	jeżeli	ˈjɛ.ʐɛˈlʲ.i
20	czy	t͡ʂɨ	trzy	tʂɨ
20	był	bɨw	były	ˈbɨ.wɨ
19	takie	ˈta.kʲɛ	takiej	ˈta.kʲɛj
19	powinna	pɔˈvʲin.na	powinno	pɔˈvʲin.nɔ
19	która	ˈktu.ra	które	ˈktu.rɛ
19	jedną	ˈjɛd.nɔ̃	jedno	ˈjɛd.nɔ
18	przystępuje	pʂɨ.stɛmˈpu.jɛ	przystępujemy	pʂɨ.stɛm.puˈjɛ.mɨ
18	przy	pʂɨ	czy	t͡ʂɨ
18	projekt	ˈprɔ.jɛkt	projektu	prɔˈjɛk.tu
18	prawo	ˈpra.vɔ	prawa	ˈpra.va
18	odrzucenie	ɔd.ʐuˈt͡sɛ.ɲɛ	odrzuceniem	ɔd.ʐuˈt͡sɛ.ɲɛm
18	całość	ˈt͡sa.wɔɕt͡ɕ	w całości	ˈft͡sa.wɔɕˈt͡ɕ.i
17	mówi	muˈvʲ.i	mówił	ˈmu.vʲiw
17	klubu	ˈklu.bu	klubów	ˈklu.buf
17	czyniący	t͡ʂɨˈɲɔn.t͡sɨ	wstrzymujących	fstʂɨ.muˈjɔn.t͡sɨx
16	uzupełnienie	u.zu.pɛwˈɲɛ.ɲɛ	uzupełnieniu	u.zu.pɛwˈɲɛ.ɲu
16	sytuację	sɨ.tuˈat͡s.jɛ	sytuacją	sɨ.tuˈat͡s.jɔ̃
16	rezydencji	rɛ.zɨˈdɛn.t͡sji	prezydencji	prɛ.zɨˈdɛn.t͡sji
16	propozycje	prɔ.pɔˈzɨt͡s.jɛ	propozycję	prɔ.pɔˈzɨt͡s.jɛ
16	poselskim	pɔˈsɛl.skʲim	poselskiego	pɔ.sɛlˈskʲɛ.ɡɔ
15	zgłasza	ˈzɡwa.ʂa	zgłoszono	zɡwɔˈʂɔ.nɔ
15	trzymało	tʂɨˈma.wɔ	wstrzymało	fstʂɨˈma.wɔ
15	tak	tak	takie	ˈta.kʲɛ
15	tak	tak	taki	taˈkʲ.i
15	samorządu	sa.mɔˈʐɔn.du	samorządów	sa.mɔˈʐɔn.duf
15	opinię	ɔˈpʲi.ɲɛ	opinie	ɔˈpʲi.ɲɛ
15	mnie	mɲɛ	nie	ɲɛ
15	dziesiąty	d͡ʑɛˈɕɔn.tɨ	dziesiątym	d͡ʑɛˈɕɔn.tɨm
14	wstrzymał	ˈfstʂɨ.maw	wstrzymało	fstʂɨˈma.wɔ
14	trzynasty	tʂɨˈna.stɨ	trzynastym	tʂɨˈna.stɨm
14	tej	tɛj	tych	tɨx
14	różnych	ˈruʐ.nɨx	rożnych	ˈrɔʐ.nɨx
14	pytania	pɨˈta.ɲa	pytanie	pɨˈta.ɲɛ
14	pocztowy	pɔt͡ʂˈtɔ.vɨ	pocztowe	pɔt͡ʂˈtɔ.vɛ
14	których	ˈktu.rɨx	której	ˈktu.rɛj
13	ważny	ˈvaʐ.nɨ	ważne	ˈvaʐ.nɛ
13	takie	ˈta.kʲɛ	taki	taˈkʲ.i
13	rozumie	rɔˈzu.mʲɛ	rozumiem	rɔˈzu.mʲɛm
13	republikom	rɛ.pubˈlʲi.kɔm	republiką	rɛ.pubˈlʲi.kɔ̃
13	przyszłości	ˈpʂɨ.ʂwɔɕˈt͡ɕ.i	przeszłości	ˈpʂɛ.ʂwɔɕˈt͡ɕ.i
13	pracę	ˈpra.t͡sɛ	prace	ˈpra.t͡sɛ
13	potrawkę	pɔˈtraf.kɛ	poprawkę	pɔˈpraf.kɛ
13	numery	nuˈmɛ.rɨ	numer	ˈnu.mɛr
13	ministerstwo	mʲi.ɲiˈstɛr.stfɔ	ministerstwa	mʲi.ɲiˈstɛr.stfa
13	ktory	ˈktɔ.rɨ	który	ˈktu.rɨ
13	każdy	ˈkaʐ.dɨ	każde	ˈkaʐ.dɛ
13	jestem	ˈjɛ.stɛm	jest	jɛst
13	euro	ˈɛ.wrɔ	europy	ɛˈwrɔ.pɨ
13	cały	ˈt͡sa.wɨ	całe	ˈt͡sa.wɛ
13	były	ˈbɨ.wɨ	był	bɨw
12	ważny	ˈvaʐ.nɨ	ważnych	ˈvaʐ.nɨx
12	uproszczenie	u.prɔʂˈt͡ʂɛ.ɲɛ	uproszczenia	u.prɔʂˈt͡ʂɛ.ɲa
12	tytuł	ˈtɨ.tuw	tytułu	tɨˈtu.wu
12	szesnasty	ʂɛsˈna.stɨ	szesnasta	ʂɛsˈna.sta
12	szansę	ˈʂan.sɛ	szanse	ˈʂan.sɛ
12	solidarny	sɔ.lʲiˈdar.nɨ	solidarna	sɔ.lʲiˈdar.na
12	równie	ˈruv.ɲɛ	również	ˈruv.ɲɛʂ
12	regionalny	rɛɡʲ.jɔˈnal.nɨ	regionalnej	rɛɡʲ.jɔˈnal.nɛj
12	przychodzimy	pʂɨ.xɔˈd͡ʑi.mɨ	przechodzimy	pʂɛ.xɔˈd͡ʑi.mɨ
12	przeciwdziałaniu	pʂɛ.t͡ɕiv.d͡ʑaˈwa.ɲu	przeciwdziałania	pʂɛ.t͡ɕiv.d͡ʑaˈwa.ɲa
12	ktore	ˈktɔ.rɛ	które	ˈktu.rɛ
12	kieruje	kʲɛˈru.jɛ	kieruję	kʲɛˈru.jɛ
12	jest	jɛst	więc	vʲɛnt͡s
12	inne	ˈin.nɛ	inny	ˈin.nɨ
12	europejski	ɛˈwrɔ.pɛjsˈkʲ.i	europejskiej	ɛ.wrɔˈpɛj.skʲɛj
12	dwu	dvu	dwóch	dvux
12	czternasto	t͡ʂtɛrˈna.stɔ	czternasta	t͡ʂtɛrˈna.sta
12	chciałem	ˈxt͡ɕa.wɛm	chciałam	ˈxt͡ɕa.wam
11	został	ˈzɔ.staw	zostały	zɔˈsta.wɨ
11	zmiany	ˈzmʲa.nɨ	zmian	zmʲan
11	złoty	ˈzwɔ.tɨ	złotych	ˈzwɔ.tɨx
11	złotych	ˈzwɔ.tɨx	zlotych	ˈzlɔ.tɨx
11	wcześnie	ˈft͡ʂɛɕ.ɲɛ	wcześniej	ˈft͡ʂɛɕ.ɲɛj
11	ustawy	uˈsta.vɨ	ustawie	uˈsta.vʲɛ
11	ustaw	ˈu.staf	ustawy	uˈsta.vɨ
11	udział	ˈu.d͡ʑaw	udziału	uˈd͡ʑa.wu
11	tam	tam	pan	pan
11	taki	taˈkʲ.i	takie	ˈta.kʲɛ
11	stron	strɔn	strony	ˈstrɔ.nɨ
11	scena	ˈst͡sɛ.na	senat	ˈsɛ.nat
11	rownież	ˈrɔv.ɲɛʂ	również	ˈruv.ɲɛʂ
11	poziom	ˈpɔ.ʑɔm	poziomu	pɔˈʑɔ.mu
11	państw	paɲstf	państwa	ˈpaɲ.stfa
11	ona	ˈɔ.na	ono	ˈɔ.nɔ
11	obracamy	ɔ.braˈt͡sa.mɨ	powracamy	pɔ.vraˈt͡sa.mɨ
11	można	ˈmɔʐ.na	może	ˈmɔ.ʐɛ
11	mówi	muˈvʲ.i	mówię	ˈmu.vʲɛ
11	mogą	ˈmɔ.ɡɔ̃	mogę	ˈmɔ.ɡɛ
11	mniejsze	ˈmɲɛj.ʂɛ	ministrze	mʲiˈɲi.stʂɛ
11	miał	mʲaw	miało	ˈmʲa.wɔ
11	który	ˈktu.rɨ	w której	ˈfktu.rɛj
11	których	ˈktu.rɨx	który	ˈktu.rɨ
11	ktora	ˈktɔ.ra	która	ˈktu.ra
11	komisji	kɔˈmʲis.ji	komisje	kɔˈmʲis.jɛ
11	jednym	ˈjɛd.nɨm	jeden	ˈjɛ.dɛn
11	jedna	ˈjɛd.na	jedno	ˈjɛd.nɔ
11	jako	ˈja.kɔ	jaką	ˈja.kɔ̃
11	jakiś	ˈja.kʲiɕ	jakichś	ˈja.kʲixɕ
11	jaki	jaˈkʲ.i	jakie	ˈja.kʲɛ
11	dopadł	ˈdɔ.padw	dopłat	ˈdɔ.pwat
11	czytanie	t͡ʂɨˈta.ɲɛ	pytanie	pɨˈta.ɲɛ
11	b jedzenie	bjɛˈd͡zɛ.ɲɛ	biedzenie	bʲɛˈd͡zɛ.ɲɛ
11	będzie	ˈbɛɲ.d͡ʑɛ	będziemy	bɛɲˈd͡ʑɛ.mɨ
10	żywy	ˈʐɨ.vɨ	żeby	ˈʐɛ.bɨ
10	wielki	vʲɛlˈkʲ.i	wielkiej	ˈvʲɛl.kʲɛj
10	trzynasty	tʂɨˈna.stɨ	trzynasta	tʂɨˈna.sta
10	trzydziestych	tʂɨˈd͡ʑɛ.stɨx	trzydziestu	tʂɨˈd͡ʑɛ.stu
10	sprawy	ˈspra.vɨ	sprawie	ˈspra.vʲɛ
10	sprawozdawczym	spra.vɔzˈdaf.t͡ʂɨm	sprawozdawcę	spra.vɔzˈdaf.t͡sɛ
10	sprawozdanie	spra.vɔzˈda.ɲɛ	sprawozdania	spra.vɔzˈda.ɲa
10	realizację	rɛ.a.lʲiˈzat͡s.jɛ	realizacji	rɛ.a.lʲiˈzat͡s.ji
10	prac	prat͡s	pracy	ˈpra.t͡sɨ
10	postawie	pɔˈsta.vʲɛ	podstawie	pɔtˈsta.vʲɛ
10	poprawy	pɔˈpra.vɨ	poprawę	pɔˈpra.vɛ
10	odrzucenie	ɔd.ʐuˈt͡sɛ.ɲɛ	odrzucenia	ɔd.ʐuˈt͡sɛ.ɲa
10	niej	ɲɛj	nich	ɲix
10	może	ˈmɔ.ʐɛ	możemy	mɔˈʐɛ.mɨ
10	miejsce	ˈmʲɛj.st͡sɛ	miejsca	ˈmʲɛj.st͡sa
10	miał	mʲaw	miały	ˈmʲa.wɨ
10	jakieś	ˈja.kʲɛɕ	jakiś	ˈja.kʲiɕ
10	ceny	ˈt͡sɛ.nɨ	cen	t͡sɛn
9	zwana	ˈzva.na	zwane	ˈzva.nɛ
9	tych	tɨx	tej	tɛj
9	taki	taˈkʲ.i	takich	ˈta.kʲix
9	szumiący	ʂuˈmʲɔn.t͡sɨ	wstrzymujących	fstʂɨ.muˈjɔn.t͡sɨx
9	system	ˈsɨ.stɛm	systemu	sɨˈstɛ.mu
9	swej	sfɛj	swojej	ˈsfɔ.jɛj
9	się	ɕɛ	dzisiaj	ˈd͡ʑi.ɕaj
9	sam	sam	sami	saˈmʲ.i
9	rozwiązanie	rɔz.vʲɔ̃ˈza.ɲɛ	rozwiązań	rɔzˈvʲɔ̃.zaɲ
9	regionalnych	rɛɡʲ.jɔˈnal.nɨx	regionalnej	rɛɡʲ.jɔˈnal.nɛj
9	przedstawiciele	pʂɛt.sta.vʲiˈt͡ɕɛ.lɛ	przedstawiciela	pʂɛt.sta.vʲiˈt͡ɕɛ.la
9	pierwsze	ˈpʲɛ.rfʂɛ	pierwszy	ˈpʲɛ.rfʂɨ
9	ona	ˈɔ.na	one	ˈɔ.nɛ
9	nie	ɲɛ	jest	jɛst
9	nadzieję	naˈd͡ʑɛ.jɛ	nadzieje	naˈd͡ʑɛ.jɛ
9	mógł	muɡw	mógłby	ˈmu.ɡwbɨ
9	legislacji	lɛ.ɡʲisˈlat͡s.ji	legislacyjnym	lɛ.ɡʲis.laˈt͡sɨj.nɨm
9	który	ˈktu.rɨ	w którym	ˈfktu.rɨm
9	który	ˈktu.rɨ	których	ˈktu.rɨx
9	których	ˈktu.rɨx	które	ˈktu.rɛ
9	które	ˈktu.rɛ	której	ˈktu.rɛj
9	jedenastka	jɛ.dɛˈna.stka	jedenasta	jɛ.dɛˈna.sta
9	jak	jak	jako	ˈja.kɔ
9	jakiś	ˈja.kʲiɕ	jakiejś	ˈja.kʲɛjɕ
9	izba	ˈiz.ba	izbo	ˈiz.bɔ
9	informacje	i.nfɔrˈmat͡s.jɛ	informacja	i.nfɔrˈmat͡s.ja
9	gdzie	ɡd͡ʑɛ	będzie	ˈbɛɲ.d͡ʑɛ
9	faktu	ˈfak.tu	paktu	ˈpak.tu
9	duże	ˈdu.ʐɛ	duży	ˈdu.ʐɨ
9	dobry	ˈdɔ.brɨ	dobre	ˈdɔ.brɛ
9	czym	t͡ʂɨm	tym	tɨm
9	czyli	t͡ʂɨˈlʲ.i	czy	t͡ʂɨ
9	chcę	xt͡sɛ	chce	xt͡sɛ
9	barw	barf	bardzo	ˈbar.d͡zɔ
9	ale	ˈa.lɛ	pani	paˈɲ.i
8	życie	ˈʐɨ.t͡ɕɛ	życia	ˈʐɨ.t͡ɕa
8	związanych	zvʲɔ̃ˈza.nɨx	związane	zvʲɔ̃ˈza.nɛ
8	znanym	ˈzna.nɨm	wznawiam	ˈvzna.vʲam
8	zmianę	ˈzmʲa.nɛ	zmiany	ˈzmʲa.nɨ
8	zawarty	zaˈvar.tɨ	zawartej	zaˈvar.tɛj
8	wydłużenie	vɨ.dwuˈʐɛ.ɲɛ	wydłużenia	vɨ.dwuˈʐɛ.ɲa
8	wróg	vruk	druk	druk
8	usta	ˈu.sta	ustawy	uˈsta.vɨ
8	udzielił	uˈd͡ʑɛ.lʲiw	udzieli	ˈu.d͡ʑɛˈlʲ.i
8	twarzy	ˈtfa.ʐɨ	twarze	ˈtfa.ʐɛ
8	trzymających	tʂɨ.maˈjɔn.t͡sɨx	wstrzymujących	fstʂɨ.muˈjɔn.t͡sɨx
8	terminie	tɛrˈmʲi.ɲɛ	terminy	tɛrˈmʲi.nɨ
8	tego	ˈtɛ.ɡɔ	tylko	ˈtɨl.kɔ
8	sytuację	sɨ.tuˈat͡s.jɛ	sytuacje	sɨ.tuˈat͡s.jɛ
8	swoje	ˈsfɔ.jɛ	swojej	ˈsfɔ.jɛj
8	swojej	ˈsfɔ.jɛj	swoich	ˈsfɔ.ix
8	swego	ˈsfɛ.ɡɔ	z tego	ˈstɛ.ɡɔ
8	senator	sɛˈna.tɔr	senatorów	sɛ.naˈtɔ.ruf
8	przy	pʂɨ	przed	pʂɛt
8	proponuje	prɔ.pɔˈnu.jɛ	proponuję	prɔ.pɔˈnu.jɛ
8	pracy	ˈpra.t͡sɨ	pracę	ˈpra.t͡sɛ
8	posiedzenie	pɔ.ɕɛˈd͡zɛ.ɲɛ	posiedzenia	pɔ.ɕɛˈd͡zɛ.ɲa
8	polskę	ˈpɔl.skɛ	polska	ˈpɔl.ska
8	pierwszy	ˈpʲɛ.rfʂɨ	pierwsze	ˈpʲɛ.rfʂɛ
8	państw	paɲstf	państwo	ˈpaɲ.stfɔ
8	ośrodka	ɔˈɕrɔt.ka	ośrodkach	ɔˈɕrɔt.kax
8	odurzający	ɔ.du.ʐaˈjɔn.t͡sɨ	odurzających	ɔ.du.ʐaˈjɔn.t͡sɨx
8	niezgodne	ɲɛzˈɡɔd.nɛ	niezgodny	ɲɛzˈɡɔd.nɨ
8	nie	ɲɛ	niech	ɲɛx
8	możliwości	mɔʐˈlʲi.vɔɕˈt͡ɕ.i	możliwość	mɔʐˈlʲi.vɔɕt͡ɕ
8	lecz	lɛt͡ʂ	czy	t͡ʂɨ
8	którym	ˈktu.rɨm	które	ˈktu.rɛ
8	który	ˈktu.rɨ	która	ˈktu.ra
8	konieczność	kɔˈɲɛt͡ʂ.nɔɕt͡ɕ	konieczności	kɔˈɲɛt͡ʂ.nɔɕˈt͡ɕ.i
8	kolejny	kɔˈlɛj.nɨ	kolejne	kɔˈlɛj.nɛ
8	klimatyczne	klʲi.maˈtɨt͡ʂ.nɛ	klimatycznej	klʲi.maˈtɨt͡ʂ.nɛj
8	istotne	iˈstɔt.nɛ	istotny	iˈstɔt.nɨ
8	informację	i.nfɔrˈmat͡s.jɛ	informacje	i.nfɔrˈmat͡s.jɛ
8	gwarancyjnej	ɡva.ranˈt͡sɨj.nɛj	gwarancyjnych	ɡva.ranˈt͡sɨj.nɨx
8	formacji	fɔrˈmat͡s.ji	informacji	i.nfɔrˈmat͡s.ji
8	dziś	d͡ʑiɕ	gdzieś	ɡd͡ʑɛɕ
8	dziś	d͡ʑiɕ	dzisiaj	ˈd͡ʑi.ɕaj
8	dziesiątego	d͡ʑɛ.ɕɔnˈtɛ.ɡɔ	dziewięćdziesiątego	d͡ʑɛ.vʲɛɲ.t͡ɕd͡ʑɛ.ɕɔnˈtɛ.ɡɔ
8	dyskusję	dɨˈskus.jɛ	dyskusje	dɨˈskus.jɛ
8	drugiej	ˈdru.ɡʲɛj	drugie	ˈdru.ɡʲɛ
8	dodatkowy	dɔ.datˈkɔ.vɨ	dodatkowe	dɔ.datˈkɔ.vɛ
8	decyzję	dɛˈt͡sɨz.jɛ	decyzją	dɛˈt͡sɨz.jɔ̃
8	czy	t͡ʂɨ	czym	t͡ʂɨm
8	czuję	ˈt͡ʂu.jɛ	czuje	ˈt͡ʂu.jɛ
8	było	ˈbɨ.wɔ	był	bɨw
8	bezpieczeństwo	bɛs.pʲɛˈt͡ʂɛɲ.stfɔ	bezpieczeństwa	bɛs.pʲɛˈt͡ʂɛɲ.stfa
7	zwiększenie	zvʲɛŋˈkʂɛ.ɲɛ	zwiększenia	zvʲɛŋˈkʂɛ.ɲa
7	zwanych	ˈzva.nɨx	zwanej	ˈzva.nɛj
7	zmieniający	zmʲɛ.ɲaˈjɔn.t͡sɨ	zmieniającej	zmʲɛ.ɲaˈjɔn.t͡sɛj
7	złością	ˈzwɔɕ.t͡ɕɔ̃	całością	t͡saˈwɔɕ.t͡ɕɔ̃
7	zaproponowany	za.prɔ.pɔ.nɔˈva.nɨ	zaproponowane	za.prɔ.pɔ.nɔˈva.nɛ
7	włosów	ˈvwɔ.suf	posłów	ˈpɔ.swuf
7	własnego	vwasˈnɛ.ɡɔ	dwunastego	dvu.naˈstɛ.ɡɔ
7	wiem	vʲɛm	wiemy	ˈvʲɛ.mɨ
7	wam	vam	panu	ˈpa.nu
7	ustępów	uˈstɛm.puf	ustępu	uˈstɛm.pu
7	ustawy	uˈsta.vɨ	ustawę	uˈsta.vɛ
7	ustawodawczy	u.sta.vɔˈdaf.t͡ʂɨ	ustawodawczej	u.sta.vɔˈdaf.t͡ʂɛj
7	unikanie	u.ɲiˈka.ɲɛ	unikania	u.ɲiˈka.ɲa
7	umowę	uˈmɔ.vɛ	umowy	uˈmɔ.vɨ
7	udzielić	uˈd͡ʑɛ.lʲit͡ɕ	udzieli	ˈu.d͡ʑɛˈlʲ.i
7	tysiąć	ˈtɨ.ɕɔɲt͡ɕ	tysiąc	ˈtɨ.ɕɔnt͡s
7	środkow	ˈɕrɔt.kɔf	środków	ˈɕrɔt.kuf
7	sprawę	ˈspra.vɛ	sprawy	ˈspra.vɨ
7	słowo	ˈswɔ.vɔ	słowa	ˈswɔ.va
7	rzeczpospolitą	ʐɛt͡ʂ.pɔ.spɔˈlʲi.tɔ̃	rzecząpospolitą	ʐɛ.t͡ʂɔm.pɔ.spɔˈlʲi.tɔ̃
7	ruchu	ˈru.xu	roku	ˈrɔ.ku
7	rolą	ˈrɔ.lɔ̃	rolną	ˈrɔl.nɔ̃
7	przed	pʂɛt	przy	pʂɨ
7	przedłużony	pʂɛ.dwuˈʐɔ.nɨ	przedłożony	pʂɛ.dwɔˈʐɔ.nɨ
7	prowadzi	ˈprɔ.vaˈd͡ʑ.i	prowadzić	prɔˈva.d͡ʑit͡ɕ
7	prowadzenie	prɔ.vaˈd͡zɛ.ɲɛ	wprowadzenie	fprɔ.vaˈd͡zɛ.ɲɛ
7	prowadzenia	prɔ.vaˈd͡zɛ.ɲa	wprowadzenia	fprɔ.vaˈd͡zɛ.ɲa
7	projekty	prɔˈjɛk.tɨ	projekt	ˈprɔ.jɛkt
7	pracy	ˈpra.t͡sɨ	prace	ˈpra.t͡sɛ
7	poważne	pɔˈvaʐ.nɛ	poważny	pɔˈvaʐ.nɨ
7	potrzeby	pɔtˈʂɛ.bɨ	potrzebę	pɔtˈʂɛ.bɛ
7	polski	pɔlsˈkʲ.i	polskie	ˈpɔl.skʲɛ
7	polscy	ˈpɔl.st͡sɨ	w polsce	ˈfpɔl.st͡sɛ
7	podać	ˈpɔ.dat͡ɕ	o podanie	ɔ.pɔˈda.ɲɛ
7	piętnasty	pʲɛnˈtna.stɨ	piętnasta	pʲɛnˈtna.sta
7	panie	ˈpa.ɲɛ	pani	paˈɲ.i
7	odpowiedzialny	ɔt.pɔ.vʲɛˈd͡ʑal.nɨ	odpowiedzialne	ɔt.pɔ.vʲɛˈd͡ʑal.nɛ
7	nowy	ˈnɔ.vɨ	nowe	ˈnɔ.vɛ
7	nie	ɲɛ	w dniu	vdɲu
7	nie	ɲɛ	niej	ɲɛj
7	nasze	ˈna.ʂɛ	naszej	ˈna.ʂɛj
7	naciśnięciu	na.t͡ɕiɕˈɲɛɲ.t͡ɕu	o naciśnięcie	ɔ.na.t͡ɕiɕˈɲɛɲ.t͡ɕɛ
7	mowił	ˈmɔ.vʲiw	mówił	ˈmu.vʲiw
7	monopolu	mɔ.nɔˈpɔ.lu	monopol	mɔˈnɔ.pɔl
7	miało	ˈmʲa.wɔ	miał	mʲaw
7	miał	mʲaw	miałem	ˈmʲa.wɛm
7	miał	mʲaw	miała	ˈmʲa.wa
7	marksa	ˈmar.ksa	marca	ˈmar.t͡sa
7	który	ˈktu.rɨ	w których	ˈfktu.rɨx
7	ktorym	ˈktɔ.rɨm	którym	ˈktu.rɨm
7	którą	ˈktu.rɔ̃	którym	ˈktu.rɨm
7	kraju	ˈkra.ju	krajów	ˈkra.juf
7	konsultacji	kɔn.sulˈtat͡s.ji	konsultacje	kɔn.sulˈtat͡s.jɛ
7	konstytucyjny	kɔn.stɨ.tuˈt͡sɨj.nɨ	konstytucyjne	kɔn.stɨ.tuˈt͡sɨj.nɛ
7	kolej	ˈkɔ.lɛj	kolei	kɔˈlɛ.i
7	kiedy	ˈkʲɛ.dɨ	dziękuję	d͡ʑɛŋˈku.jɛ
7	jej	jɛj	ich	ix
7	jedenastu	jɛ.dɛˈna.stu	jedenastym	jɛ.dɛˈna.stɨm
7	jedenastego	jɛ.dɛ.naˈstɛ.ɡɔ	jedenastym	jɛ.dɛˈna.stɨm
7	jak	jak	jakby	ˈjak.bɨ
7	i z	is	jest	jɛst
7	inicjatywy	i.ɲit͡s.jaˈtɨ.vɨ	inicjatywę	i.ɲit͡s.jaˈtɨ.vɛ
7	głosów	ˈɡwɔ.suf	głosu	ˈɡwɔ.su
7	film	fʲilm	firm	fʲirm
7	europejskich	ɛ.wrɔˈpɛj.skʲix	europejskiej	ɛ.wrɔˈpɛj.skʲɛj
7	działanie	d͡ʑaˈwa.ɲɛ	działania	d͡ʑaˈwa.ɲa
7	dotyczące	dɔ.tɨˈt͡ʂɔn.t͡sɛ	dotyczącej	dɔ.tɨˈt͡ʂɔn.t͡sɛj
7	davida	daˈvʲi.da	dawida	daˈvʲi.da
7	czy	t͡ʂɨ	przy	pʂɨ
7	budowy	buˈdɔ.vɨ	budowę	buˈdɔ.vɛ
7	będą	ˈbɛn.dɔ̃	będę	ˈbɛn.dɛ
6	zwraca	ˈzvra.t͡sa	zwracał	ˈzvra.t͡saw
