Aguero	agłero	es
Aguilar	agular	ideo/es
ai	aj	it
aids	ejts	en
Aires	ajres	es
Aix	aks	fr
Aix	aks	ideo/fr
Ajaib-Gher	adża-ip-ger
Ajuda-Pinto	ażudapinto	ideo/fr
Ajuda-Pinto	ażudapintu	pt
Akrysios	akrysjos
Aksinja	aks-inja
Aksinji	aks-inji
akuna	akuna
al	al	it
albifrons	albifrons	la
albraque	albrake	es
Albraque	albrake	es
albraque	albrakłe	es
Albraque	albrakłe	es
Alcali	alkaj	ideo/es
Alcantary	alkantari	es
Aldonza	aldonza	es
Aldonzę	aldonzę	es+
Aldrigger	aldrigże	fr
Aldriggera	aldriżera	fr
Aldriggerów	aldrigżerów	ideo/fr+
Aldriggerowie	aldrigżerowie	fr
Aleksieiczu	aleksje-iczu	ru
Alençon	alenką	ideo/fr
Alexander	aleksander	en
Alexisa	aleks-isa
Alguif	algłif	es
Alicante	alikante	es
Alighieri	aligieri	it
aliis	alis	la
aliquantulum	alikwantulum	la
all	ol	en
Allahabad	alahabad
Allala	alala
Allan	alan	en
Allardyce	alardajs	en
Allardyce'a	alardajsa	en+
Allebeyde	allebejde	ideo/fr
Allier	alier	fr
allighurska	aligurska
allighurską	aligurską
allighurski	aligurski
allighurskich	aligurskich
allighurskie	aligurskie
allighurskiego	aligurskiego
allighurskiej	aligurskiej
allighurskiemu	aligurskiemu
allighurskim	aligurskim
allighurskimi	aligurskimi
Almodovar	almodowar	es
Alonza	alonza	es
Alquifa	alkifa	es
altanka	altan-ka
altanką	altan-ką
altankach	altan-kach
altankami	altan-kami
altankę	altan-kę
altanki	altan-ki
altanko	altan-ko
altankom	altan-kom
altare	altare	la
Altaverda	altawerda
Altisidora	altis-idora	es
Altisidorą	altis-idorą	es+
Altisidorę	altis-idorę	es+
Altisidoro	altis-idoro	es+
Altisidory	altis-idory	es+
Altisidorze	altis-idorze	es+
altissimo	altiss-imo	it
altrui	atru-i	it
aluit	alłit	la
Alva	alwa	en
Alvara	alwara	es
Alvareza	alwareza	es+
Alvaro	alwaro	es
alzheimer	alc-hajmer	de
alzheimera	alc-hajmera	de+
alzheimerem	alc-hajmerem	de+
alzheimerowi	alc-hajmerowi	de+
alzheimerze	alc-hajmerze	de+
amare	amare	la
amavi	amawi	la
amazonka	amazon-ka
amazonką	amazon-ką
amazonkach	amazon-kach
amazonkami	amazon-kami
amazonkę	amazon-kę
amazonki	amazon-ki
amazonko	amazon-ko
amazonkom	amazon-kom
ami	ami	fr
amic	amik
amicą	amiką
amica	amika	la
amicach	amikach
amicae	amicaj	la
amicami	amikami
amicę	amikę
amico	amiko
amicom	amikom
amicus	amikus	la
Amiens	amje	fr
amiki	amiki
amorosa	amoroza	it
amoroso	amorozo	it
amplitudine	amplitudine	la
Amtsrath	amtsrat
Amy	ejmi	en
Amy	emi	ideo/en
anachronismus	anachronizmus	la
Anais	ana-i	fr
Anardis	anardis	es
anas	anas	la
ancien	ęsję-	fr
andante	andante	it
andrai	andraj	it
Andree	Andre
Andreę	Andrę
Andrieux'mu	andrijemu	fr
Angeles	andżeles	en
Angeliczko	andżeliczko
Angelinie	andżelinie	en+
angelorum	angelorum	la
Angers	Anger	ideo/fr
Angielikę	andżelikę.
Angoulême	angulem	fr
animus	animus	la
Anjou	anżu	fr
annexis	aneks-is	la
anonyme	anonime	fr
Antequery	antekwery	es+
Antonio	antonio	it
antro	antro	la
Anzeisa	ance-isa
Anzy	anz-i	ideo/fr
Anzy	ę-z-i	fr
apernuntio	apernuntio	es
aphrodisiacum	afrodizjakum	la
Apollodora	apolodora
appassionato	apasjonato	it
Apple	apl	en
Arbalete	arbale	fr
Arcades	arkad	fr
Arcades	arkades	ideo/fr
Archalaiis	archala-is	es
Arevalo	arewalo	es
Argent	arżę-	fr
Arioście	arijoście
Ariost	arijost
Ariosta	arijosta
Ariostach	arijostach
Ariostami	arijostami
Ariostem	arijostem
Ariosto	arijosto
Ariostom	arijostom
Ariostów	arijostów
Ariostowi	arijostowi
Ariostowie	arijostowie
Arkalausa	arkala-usa	es
Arkansas	arkanzas	ideo/en
Arnala	arnala	fr+
Arnauła	arna-uła
Arnauty	arnaty
Arnauty	arna-uty
arnheimskich	arnhejmskich	de+
arpeggio	arpedżio	it
arrête	aret	fr
Arrow	aroł	en
Arrowa	aroła	en+
Arsinoe	ars-ino-e
articulo	artikulo	la
artium	artjum	la
arts	ar	fr
asagai	asagaj
asinorum	as-inorum	la
asinus	as-inus	la
Asita	as-ita
Aspinwallu	aspinłolu
Aspropotamo	aspropotamo	it
atavis	atawis	la
atelier	atelie	fr
atrox	atroks	la
au	o	fr
Aubigny	obini	fr
auctiferas	auktiferas	la
audire	audire	la
Audron	odrą	fr
Aufzug	aufcug	de
Auge	og	ideo/fr
Auge	oż	fr
Auschwitz	ałszwic	de
Auschwitz-Birkenau	ałszwic-birkenał	de
autem	autem	la
Auteuil	atłil	ideo/fr
autodafé	autodafe
autorecital	autorecz-ital	it
avant	awan	fr
avanti	awanti	it
Avaresa	awaresa	es+
ave	awe	la
avec	awek	fr
avią	awią
aviach	awiach
aviami	awiami
avie	awie
avię	awię
avii	awii
avio	awio
aviom	awiom
avis	awis	la
axel	aksel
Azima	az-ima
b	be	alpha
Babenhausen	babenhauzen	de
baedeker	bedeker
Baedeker	bedeker
baedekera	bedekera
Baedekera	bedekera
baedekerach	bedekerach
Baedekerach	bedekerach
baedekerami	bedekerami
Baedekerami	bedekerami
baedekerem	bedekerem
Baedekerem	bedekerem
baedekerom	bedekerom
Baedekerom	bedekerom
baedekerów	bedekerów
Baedekerów	bedekerów
baedekerowi	bedekerowi
Baedekerowi	bedekerowi
Baedekerowie	bedekerowie
baedekery	bedekery
Baedekery	bedekery
baedekerze	bedekerze
Baedekerze	bedekerze
Bahr-Jussef	barjusef
Bailey	bajlej
Bailey	bejli
baiocco	bajoko	it
bakborcie	bagborcie
bakbort	bagbort
bakbortach	bagbortach
bakbortami	bagbortami
bakbortem	bagbortem
bakbortom	bagbortom
bakbortów	bagbortów
bakbortowi	bagbortowi
bakbortu	bagbortu
bakborty	bagborty
Bakerowi	bekerowi	en
Balaama	balama
balance	balans	en
Balduin	baldu-in	es
Balduina	baldłina	es+
Balduinowi	baldłinowi	es+
Balkh	balk
balkhijscy	balkijscy
balkhijska	balkijska
balkhijską	balkijską
balkhijski	balkijski
balkhijskich	balkijskich
balkhijskie	balkijskie
balkhijskiego	balkijskiego
balkhijskiej	balkijskiej
balkhijskiemu	balkijskiemu
balkhijskim	balkijskim
balkhijskimi	balkijskimi
balkhijsko	balkijsko
balkhijsku	balkijsku
Ballantyne'a	ballantyna	en
Balssa	balsa	fr
balushai	balus-haj
Balzac	balzak	fr
bambini	bambini	it
bambino	bambino	it
Banko	ban-ko
Barchou	baszu	fr
Bargeton	barżetą	fr
Barlow	barlo	en
Barlow	barloł	en
Barona	bajrona	ideo/fr
Barry	bari
Barry	bary	en
Barrych	barych	en+
Barry'ego	barego	en+
Barry'emu	baremu
Barry'emu	baremu	en+
Barrym	barym	en+
Barrymi	barymi	en+
Barry'owie	barowie	en+
Barsac	barsak	fr
Barsino	bars-ino	es
Bartellière	bartelier	fr
Bartolomee	Bartolome
Bartolomeę	Bartolomę
barynia	barynia	quasi/ru
barziej	bar-ziej
Basilio	baz-ilio	it
bass	bejs	en
Basse-du-Rempart	bazejdurempar	fr
basso	basso	it
bastarda	bastarda	it
Bath	bat	en
Batteux	bato	fr
Baudenin	bodę	ideo/fr
Baudrana	bodrana	fr
Baudraye	bodrej	fr
Bautzen	baucen	de
Bayard	bajard	fr+
Bayeux	baje	fr
Bayle	bejl
BBC	bi-bi-s-i
beach	bicz	en
Beaminet	beminet	ideo/fr
beati	beati	la
Beatrice	beatricze
Beatrix	beatri	ideo/fr
beau	bo	fr
beau	bu	ideo/fr
Beauce	bus	ideo/fr
Beaudenord	bodenord	fr
Beaudenorda	bodenorda	fr+
Beaujon	bożą	fr
Beaumarchais'go	bumarszego	ideo/fr
Beaunoir	bunłar	fr
Beaupré	bipre	ideo/fr
Beauregard	beregard	ideo/fr
Beauseant	bizą	fr
Beauséant	bizą	ideo/fr
Beauséant	bozeę-	fr
Beauséant	buzą	ideo/fr
Beauséantów	bizantów	ideo/fr+
Beck	bek	en
Becka	beka	en+
Beckach	bekach	en+
Beckami	bekami	en+
Becketcie	bekecie	en+
Beckett	beket	en
Becketta	beketa	en+
Beckettach	beketach	en+
Beckettami	beketami	en+
Beckettem	beketem	en+
Beckettom	beketom	en+
Beckettów	beketów	en+
Beckettowi	beketowi	en+
Beckettowie	beketowie	en+
Becketty	bekety	en+
Beckham	bekham	en
Beckhama	bekhama	en+
Beckhamach	bekhamach	en+
Beckhamami	bekhamami	en+
Beckhamem	bekhamem	en+
Beckhamie	bekhamie	en+
Beckhamom	bekhamom	en+
Beckhamów	bekhamów	en+
Beckhamowi	bekhamowi	en+
Beckhamowie	bekhamowie	en+
Beckhamy	bekhamy	en+
Becki	beki	en+
Beckiem	bekiem	en+
Beckom	bekom	en+
Becków	beków	en+
Beckowi	bekowi	en+
Beckowie	bekowie	en+
Becku	beku	en
Becky	beki	en
beegar	begar
Beethoven	bethowen	de
Beethoven	betowen	de
Beethovena	bethowena	de+
Beethovena	betowena	de+
Beethovenach	bethowenach	de+
Beethovenach	betowenach	de+
Beethovenami	bethowenami	de+
Beethovenami	betowenami	de+
Beethovenem	bethowenem	de+
Beethovenem	betowenem	de+
Beethovenie	bethowenie	de+
Beethovenie	betowenie	de+
Beethovenom	bethowenom	de+
Beethovenom	betowenom	de+
Beethovenów	bethowenów	de+
Beethovenów	betowenów	de+
beethovenować	bethowenować
beethovenować	betowenować
beethovenował	bethowenował
beethovenował	betowenował
beethovenowała	bethowenowała
beethovenowała	betowenowała
beethovenowałaby	bethowenowałaby
beethovenowałaby	betowenowałaby
beethovenowałabym	bethowenowałabym
beethovenowałabym	betowenowałabym
beethovenowałabyś	bethowenowałabyś
beethovenowałabyś	betowenowałabyś
beethovenowałam	bethowenowałam
beethovenowałam	betowenowałam
beethovenowałaś	bethowenowałaś
beethovenowałaś	betowenowałaś
beethovenowałby	bethowenowałby
beethovenowałby	betowenowałby
beethovenowałbym	bethowenowałbym
beethovenowałbym	betowenowałbym
beethovenowałbyś	bethowenowałbyś
beethovenowałbyś	betowenowałbyś
beethovenowałem	bethowenowałem
beethovenowałem	betowenowałem
beethovenowałeś	bethowenowałeś
beethovenowałeś	betowenowałeś
beethovenowali	bethowenowali
beethovenowali	betowenowali
beethovenowaliby	bethowenowaliby
beethovenowaliby	betowenowaliby
beethovenowalibyście	bethowenowalibyście
beethovenowalibyście	betowenowalibyście
beethovenowalibyśmy	bethowenowalibyśmy
beethovenowalibyśmy	betowenowalibyśmy
beethovenowaliście	bethowenowaliście
beethovenowaliście	betowenowaliście
beethovenowaliśmy	bethowenowaliśmy
beethovenowaliśmy	betowenowaliśmy
beethovenowało	bethowenowało
beethovenowało	betowenowało
beethovenowałoby	bethowenowałoby
beethovenowałoby	betowenowałoby
beethovenowały	bethowenowały
beethovenowały	betowenowały
beethovenowałyby	bethowenowałyby
beethovenowałyby	betowenowałyby
beethovenowałybyście	bethowenowałybyście
beethovenowałybyście	betowenowałybyście
beethovenowałybyśmy	bethowenowałybyśmy
beethovenowałybyśmy	betowenowałybyśmy
beethovenowałyście	bethowenowałyście
beethovenowałyście	betowenowałyście
beethovenowałyśmy	bethowenowałyśmy
beethovenowałyśmy	betowenowałyśmy
beethovenowań	bethowenowań
beethovenowań	betowenowań
beethovenowana	bethowenowana
beethovenowaną	bethowenowaną
beethovenowana	betowenowana
beethovenowaną	betowenowaną
beethovenowane	bethowenowane
beethovenowane	betowenowane
beethovenowanego	bethowenowanego
beethovenowanego	betowenowanego
beethovenowanej	bethowenowanej
beethovenowanej	betowenowanej
beethovenowanemu	bethowenowanemu
beethovenowanemu	betowenowanemu
beethovenowani	bethowenowani
beethovenowani	betowenowani
beethovenowania	bethowenowania
beethovenowania	betowenowania
beethovenowaniach	bethowenowaniach
beethovenowaniach	betowenowaniach
beethovenowaniami	bethowenowaniami
beethovenowaniami	betowenowaniami
beethovenowanie	bethowenowanie
beethovenowanie	betowenowanie
beethovenowaniem	bethowenowaniem
beethovenowaniem	betowenowaniem
beethovenowaniom	bethowenowaniom
beethovenowaniom	betowenowaniom
beethovenowaniu	bethowenowaniu
beethovenowaniu	betowenowaniu
beethovenowano	bethowenowano
beethovenowano	betowenowano
beethovenowany	bethowenowany
beethovenowany	betowenowany
beethovenowanych	bethowenowanych
beethovenowanych	betowenowanych
beethovenowanym	bethowenowanym
beethovenowanym	betowenowanym
beethovenowanymi	bethowenowanymi
beethovenowanymi	betowenowanymi
Beethovenowi	bethowenowi	de+
Beethovenowi	betowenowi	de+
Beethovenowie	bethowenowie	de+
Beethovenowie	betowenowie	de+
beethovenuj	bethowenuj
beethovenuj	betowenuj
beethovenują	bethowenują
beethovenują	betowenują
beethovenując	bethowenując
beethovenując	betowenując
beethovenująca	bethowenująca
beethovenującą	bethowenującą
beethovenująca	betowenująca
beethovenującą	betowenującą
beethovenujące	bethowenujące
beethovenujące	betowenujące
beethovenującego	bethowenującego
beethovenującego	betowenującego
beethovenującej	bethowenującej
beethovenującej	betowenującej
beethovenującemu	bethowenującemu
beethovenującemu	betowenującemu
beethovenujący	bethowenujący
beethovenujący	betowenujący
beethovenujących	bethowenujących
beethovenujących	betowenujących
beethovenującym	bethowenującym
beethovenującym	betowenującym
beethovenującymi	bethowenującymi
beethovenującymi	betowenującymi
beethovenujcie	bethowenujcie
beethovenujcie	betowenujcie
beethovenujcież	bethowenujcież
beethovenujcież	betowenujcież
beethovenuje	bethowenuje
beethovenuję	bethowenuję
beethovenuje	betowenuje
beethovenuję	betowenuję
beethovenujecie	bethowenujecie
beethovenujecie	betowenujecie
beethovenujemy	bethowenujemy
beethovenujemy	betowenujemy
beethovenujesz	bethowenujesz
beethovenujesz	betowenujesz
beethovenujmy	bethowenujmy
beethovenujmy	betowenujmy
beethovenujmyż	bethowenujmyż
beethovenujmyż	betowenujmyż
beethovenujże	bethowenujże
beethovenujże	betowenujże
Beethoveny	bethoweny	de+
Beethoveny	betoweny	de+
beheeańskiej	beheańskiej
Bejart	beżart	fr
Belaitu	belajtu
Belize	beliz
bella	bella	it
Belleville	belewil	ideo/fr
Bellotti	bellotti	it
Bellottiego	bellottijego	it
Belphegor	belfegor
Benares	benares
Benbow	benboł	en
Benedicite	benedic-ite	la
Benegelego	benen-gelego	ideo
Benjamin	bendżamin	en
Benjamin	beniamin
Benjamina	bendżamina	en+
Benjamina	beniamina
Benjaminach	bendżaminach	en+
Benjaminach	beniaminach
Benjaminami	bendżaminami	en+
Benjaminami	beniaminami
Benjaminem	bendżaminem	en+
Benjaminem	beniaminem
Benjaminie	bendżaminie	en+
Benjaminie	beniaminie
Benjaminom	bendżaminom	en+
Benjaminom	beniaminom
Benjaminów	bendżaminów	en+
Benjaminów	beniaminów
Benjaminowi	bendżaminowi	en+
Benjaminowi	beniaminowi
Benjaminowie	bendżaminowie	en+
Benjaminowie	beniaminowie
Benjaminy	bendżaminy	en+
Benjaminy	beniaminy
Bentham	bentam	en
Benthama	bentama	en
Benthama	bentrama	ideo/en
Benvenuta	benwenuta	it
Beppa	bippa
Beppem	bippem
Beppo	bippo	ideo/it
Bérangera	beranżera	fr+
Berecilla	beres-ila	fr+
Bergerin	berżerin	fr
Berittish	britisz	effect/en
Berkeley	berklej	en
Berlifitzingu	berlific-ingu
Berlioza	berlioza	fr+
Bernadotte'a	bernadota
Bernard	bernar	fr
Bernardin	bernarde	ideo/fr
Berri	beri	fr
Berrneca	berneka	es
Berry	bery	fr
berryjczyków	berejczyków	ideo/fr+
Bertellière	berteljer	fr
Besançon	beską	ideo/fr
Bessieres'a	beseresa	ideo/fr
Bessin	bisę	fr
Bethman	betman
Bhagirati	b-hagirati
bhang	b-hang
Bhargawy	phargawy
bhossa	b-hossa
bhotiyalska	botijalska
Bhotiyalu	botijalu
Bianchon	bianszą	fr
Bianchon	bianszo	ideo/fr
Bianchon	bianszon	fr
Bianchona	bianszona	fr+
Bianchonem	bięszonem	fr+
biblioteca	biblioteka	es
Bichatów	biszatów	fr+
biednieńki	biedniańki
Bienay'a	bienaja	es
bilaur	bila-ur
Bill	bil	en
Billa	bila	en
Billego	bilego	en+
Billem	bilem	en
Billowi	bilowi	en
Billu	bilu	en
Billy	bili	en
Birkenau	birkenał
Birotteau	biroto	fr
Bismarcka	bismarka	de
Bixiou	bikso	fr
Bixiou	biszu	fr
Bizet	bize
Black	blak
blague	blaga	ideo/fr
Blamontów-Chauvry	Blamontów-szewri	fr
Blanc	blą	ideo/fr
Blancafort	blankafort	fr
blanco	blan-ko	it
Blandly	blandli
Blandly	blendli
Blandly'ego	blandliego
blaue	blałe	de
Blaye	blaje	fr
Bleitzitz	blajc-ic	de
Blériocie	blerjocie	fr+
Blériot	blerjo	fr
Blériota	blerjota	fr+
Blériotach	blerjotach	fr+
Blériotami	blerjotami	fr+
Blériotem	blerjotem	fr+
Blériotom	blerjotom	fr+
Blériotów	blerjotów	fr+
Blériotowi	blerjotowi	fr+
Blériotowie	blerjotowie	fr+
Blérioty	blerjoty	fr+
Blès	ble	fr
Blitzen	blicen	de
Blois	blua	fr
Blombodynga	blombodyn-ga
Blombodyngą	blombodyn-gą
Blombodyngę	blombodyn-gę
Blombodyngi	blombodyn-gi
Blondet	blonde	fr
Blondeta	blonde	fr
Blondetowi	blondetowi	fr+
Bluderbuzzarda	bluderbucarda	it
blytheae	blyte	la
BMX	be-em-iks
Boccaccia	bokacz-ia	it
Boccaccia	bokaczja	it
Boccacciach	bokaczjach	it
Boccacciami	bokaczjami	it
Boccaccie	bokaczje	it
Boccacciem	bokaczjem	it
Boccaccio	bokaczjo	it
Boccacciom	bokaczjom	it
Boccacciów	bokaczjów	it
Boccacciowi	bokaczjowi	it
Boccacciowie	bokaczjowie	it
Boccacciu	bokaczju	it
Boccacio	bokaczjo	it
Bochefidów	bofidów	ideo/fr
Boege	bege
Boegego	begego
Boegowa	begowa
Boegową	begową
boeuf	buf	ideo/fr
bofosem	bofozem	effect
Boileau	błalo	fr
Boirouge	boroż	ideo/fr
Bois	błe	ideo/fr
Bois'a	błeza	ideo/fr
Bonaparte	bonapart	fr
Bonaparte	bonaparte	ideo/fr
Bones	bons	en
Bonesa	bonsa	en
Bonfons	bonfons	fr
bonjour	bążur	fr
Bonnaud	bonod	fr
Bonnie	boni	en
Bootesa	botesa	ideo/en+
Borborigano	borboridżijano	ideo/it
Bordeau	bordo	fr
Bordeaux	bordo	fr
bordelaise	bordelaze	ideo/fr
Borghese	borges	ideo/it
Borgia	Bordża	it
Borgii	bordżi	it+
boris	boris	la
Borrel	borel	fr
Borrela	borela	fr+
Bossuet	biso	ideo/fr
Bossuet	bosłe
Bossueta	buseta	ideo/fr
Bossuetem	bus-itę	ideo/fr
Bossut	busut	ideo
Botany-Bay	botany-bej	en
Bouchera	boszera	ideo/fr+
Bouchera	buszera	fr+
Bouffégo	bufiego	ideo/fr
Bouffes	bufe	fr
Bouffons	bufon	fr
Bouillon	błilą	fr
Boulanger	bulanger	ideo/fr
Boule'a	bula	fr+
Boulle'a	bula	fr
Boulle'a	bulą	ideo/fr
Boulogne	buloń	ideo/fr
Bourbe	burb	fr
bourbon	burbą	fr
bourbon	burbon	en
Bourbon	burbon	fr
Bourbona	burbona	fr+
Bourbonnais	borbona	ideo/fr
Bourdaloue	burdelu	fr
Bouret	bure	fr
Boureta	bureta	fr+
Bourgarel	burgarel	fr
Bourgarela	burgarela	fr+
bourgeois	burżła	fr
Bourges	borże	ideo/fr
Bourges	burż	fr
Bovary	bowary	ideo/fr
Bow	boł
Boy	boj
Boyardego	bojardego
Boya-Żeleńskiego	Boja-Żeleńskiego
BP	be-pe
BP	bi-pi	en
brac	brak	fr
Braccianich	bracz-ianich	it+
Bracciano	bracz-iano	it
Braccipno	bracz-ipno	it
Bragamanta	bargamanta	ideo/es
Brandon	brandon	en
Brandon	brędą	fr
Braschona	bras-szona	fr+
Braschona	braszona	fr+
bravura	brawura	it
Bregueta	breżeta	ideo/fr
Breilman	brejlmą	fr
Breilmana	brejlmana
Bretèche	bretesz	fr
brevi	brewi	la
bric	brik	fr
Bridau	brido	fr
Brie	bri	fr
Brienne	brijen	fr
Brillat-Savarin	brilę-t-sawarę	ideo/fr
Britona	brajtona	ideo/en
briukam	briukam	quasi/ru
briuki	briuki	quasi/ru
broadcast	brodkast	en
Brocken	broken
Brontë	bronti	en
Bruel	bru-el	fr
bruits	bru
brumaire	brumer	fr
Brunei	brunej
Bruyere'a	brujera	fr
Buch	buch	de
Büches	buches	de
Buckle'a	bakla	en
Buckle'ów	baklów	en
Buddhy	buddy
Buenos	błenos	es
Buffalo	bufalo	en
Buffon	bufą	fr
Buffona	bufona	fr
Buissona	błissona	fr
Buissons	błisą	fr
Bull	bul	en
Burke	burk	en
Bush	busz	en
Bushahr	bushar
Bux	buks
Byron	bajron	en
Byrona	bajrona	en+
Byronach	bajronach	en+
Byronami	bajronami	en+
Byronem	bajronem	en+
Byronie	bajronie	en+
Byronom	bajronom	en+
Byronów	bajronów	en+
Byronowi	bajronowi	en+
Byronowie	bajronowie	en+
Byrony	bajrony	en+
bżychocidź	bżychodzić	effect
bżyjemnoźdź	bżyjemność	effect
c	ce	alpha
ć	cie	alpha
Cabanisów	kabanisów	fr+
Cabra	kabra	es
cabryjscy	kabryjscy
cabryjska	kabryjska
cabryjską	kabryjską
cabryjski	kabryjski
cabryjskich	kabryjskich
cabryjskie	kabryjskie
cabryjskiego	kabryjskiego
cabryjskiej	kabryjskiej
cabryjskiemu	kabryjskiemu
cabryjskim	kabryjskim
cabryjskimi	kabryjskimi
cabryjsko	kabryjsko
cabryjsku	kabryjsku
cacao-choix	kakałszuła
cadaver	kadawer	la
Cadignanów	kadinionów	fr
caetera	setera	la
cafe	kafe
café	kafe	it
Cagliostra	kaliostra	it
Calais	kale	fr
Calatrava	kalatrawa	es
Calatravy	kalatrawy	es/+
Calderon	kalderon	es
Calderon	karderon	ideo/es
calle	cale	ideo/it
calle	kal	ideo/it
calle	kalle	it
calling	koling	en
Calmetowi	kalmetowi	fr+
Calumnia	kalumnia	it
Calypso	kalipso
Calypso	kalipso	fr
Cambaceresowi	kambaseresowi	fr+
camera	kamera	la
Cameristus	kameristus
Cameristusa	kameristusa
Cameristusem	kameristusem
Camoensa	samonesa	ideo/pt
Campan	kampę-	fr
campana	kampana
campanell	kampanell	it+
campanella	kampanella	it
campanellą	kampanellą	it+
campanellach	kampanellach	it+
campanellami	kampanellami	it+
campanelle	kampanelle	it+
campanellę	kampanellę	it+
campanelli	kampanelli	it+
Campanelli	kampanelli	it+
campanello	kampanello	it+
campanellom	kampanellom	it+
Campo	kampo	es
Camps	kamps	ideo/fr
Camusot	kamisot	ideo/fr
canal	kanal
canal	kanal	it/en
Canalis	kanali	fr
Canalis	kanalis	fr
Cancale	kankal	ideo/fr
cancie	kancie	it+
Cani	kani
cannabis	kanabis
Cannareggio	kanaredżio	it
Canninga	kaninga	en
canon	kanon
canona	kanona
canonach	kanonach
canonami	kanonami
canonem	kanonem
canonie	kanonie
canonom	kanonom
canonów	kanonów
canonowi	kanonowi
canony	kanony
Canporze	kanporze
cant	kant	it+
canta	kanta	it+
cantach	kantach	it+
Cantal	kantal
cantami	kantami	it+
cantem	kantem	it+
canto	kanto
canto	kanto	it
cantom	kantom	it+
cantu	kantu	it+
canzon	kancon	it+
canzona	kancona	it
canzoną	kanconą	it+
canzonach	kanconach	it+
canzonami	kanconami	it+
canzonę	kanconę	it+
canzonetcie	kanconetcie	it+
canzonett	kanconett	it+
canzonetta	canzonetta	it
canzonetta	kanconetta	it
canzonettą	kanconettą	it+
canzonettach	kanconettach	it+
canzonettami	kanconettami	it+
canzonettę	kanconettę	it+
canzonetto	kanconetto	it+
canzonettom	kanconettom	it+
canzonetty	kanconetty	it+
canzonie	kanconie	it+
canzono	kancono	it+
canzonom	kanconom	it+
canzony	kancony	it+
Capri	kapri
capriccioso	kapriczjozo	it
Capriccioso	kapriczozo
Caprio	kaprio	es
captain'em	kapitanem	ideo/en
Captal	kaptal
Captala	kaptala
capulet	kapulet	la
caput	kaput	la
Caracas	karakas	en
Caraquel	karakłel	es
carbiny	karbiny
carbon	karbon
Cardiff	kardif	en
Cardot	kardo	fr
Cardot	kardot	ideo/fr
Carigliano	kariliano	fr
carissimo	karissimo	it
carissimo	karizmo	ideo/it
carità	karita	it
Carlo	karlo	it
carne	karne	la
Carolusy	karolusy	es
Carpio	karpio	es
Casilda	kas-ilda	es
Casildę	kas-ildę	es+
cassis	kas-is	la
Castéran	kasterę-	ideo/fr
castigat	kastigat	la
Castle	kastl
Castlereagh	kaslrej	en
Castlereagh	kastlerach	ideo/en
Castries	kastri	fr
Catarina	katarina	it
cava	kawa	la
cavaliere	kawalje	fr
Cayla	kela	fr
